probe_id,flux_norm,flux_norm_squared,direct_gap,base_quadratic_value,gram_quadratic_value,weighted_minor_value,maximum_minor_value_abs,identity_residual
131,0.18003302361159135,0.03241188959073181,0.0786992215203793,0.0786992215203793,0.0786992215203793,-8.69758578543328e-19,1.3877787807814457e-17,0.0
132,0.11144293450339718,0.012419527650728474,0.09869158346038263,0.09869158346038265,0.09869158346038266,-1.2271867119625986e-18,1.3877787807814457e-17,2.7755575615628914e-17
133,0.23692109999046412,0.056131607620691505,0.0549795034904196,0.05497950349041962,0.05497950349041961,2.0424647336307075e-18,1.3877787807814457e-17,6.938893903907228e-18
134,0.23110739609767117,0.053410628531045876,0.05770048258006523,0.057700482580065264,0.057700482580065264,-2.106030441999277e-18,1.3877787807814457e-17,3.469446951953614e-17
135,0.1547845061935991,0.02395824335759632,0.08715286775351479,0.08715286775351483,0.08715286775351481,6.35823327962618e-19,1.3877787807814457e-17,2.7755575615628914e-17
136,0.17253984262507327,0.02976999729308505,0.08134111381802606,0.0813411138180261,0.08134111381802608,-3.387738107420112e-18,2.7755575615628914e-17,2.7755575615628914e-17
137,0.2023163691597086,0.04093191322996749,0.07017919788114362,0.0701791978811436,0.0701791978811436,-2.5817370631274168e-18,1.3877787807814457e-17,1.3877787807814457e-17
138,0.15934527232444798,0.025390915812152484,0.08572019529895862,0.08572019529895859,0.0857201952989586,-1.3360047549736257e-18,1.3877787807814457e-17,1.3877787807814457e-17
139,0.23314057263462204,0.05435452660839947,0.056756584502711635,0.056756584502711635,0.05675658450271162,8.204848072694644e-21,1.3877787807814457e-17,1.3877787807814457e-17
140,0.19186906174495222,0.03681373685488829,0.07429737425622282,0.07429737425622279,0.07429737425622279,-3.792732856913432e-19,1.3877787807814457e-17,2.7755575615628914e-17
141,0.0917708278143434,0.008421884837729864,0.10268922627338124,0.1026892262733812,0.10268922627338122,1.5250564297625232e-18,2.7755575615628914e-17,2.7755575615628914e-17
142,0.15474272620183877,0.02394531131237724,0.08716579979873387,0.08716579979873385,0.08716579979873386,3.2194090477460546e-18,5.551115123125783e-17,1.3877787807814457e-17
143,0.12181549590354025,0.014839015042225432,0.09627209606888568,0.09627209606888569,0.0962720960688857,5.842697252897439e-20,1.3877787807814457e-17,2.7755575615628914e-17
144,0.1413075916311513,0.01996783545259622,0.09114327565851488,0.0911432756585149,0.0911432756585149,-4.0606073257718097e-19,1.3877787807814457e-17,2.7755575615628914e-17
145,0.2217281991896041,0.04916339431586476,0.06194771679524635,0.061947716795246355,0.06194771679524635,7.394464603427928e-19,1.3877787807814457e-17,0.0
146,0.12643714784071355,0.015986352354094457,0.09512475875701665,0.09512475875701665,0.09512475875701666,1.7682389406242144e-19,1.3877787807814457e-17,1.3877787807814457e-17
147,0.18573618843012446,0.0344979316925507,0.07661317941856041,0.07661317941856038,0.07661317941856038,-4.773890524801726e-18,2.7755575615628914e-17,2.7755575615628914e-17
148,0.15920902390205838,0.025347513291846195,0.0857635978192649,0.08576359781926482,0.08576359781926485,-8.104902532240314e-19,1.3877787807814457e-17,5.551115123125783e-17
149,0.19266270227359591,0.03711891684736426,0.07399219426374684,0.07399219426374684,0.07399219426374684,-1.291185254867975e-18,6.938893903907228e-18,0.0
150,0.2607717220075864,0.06800189099880194,0.043109220112309166,0.043109220112309186,0.043109220112309186,-1.5157930344991753e-19,1.3877787807814457e-17,2.0816681711721685e-17
151,0.10348484836761385,0.01070911384166803,0.10040199726944307,0.10040199726944307,0.10040199726944304,6.678593172302609e-19,6.938893903907228e-18,2.7755575615628914e-17
152,0.238279472822413,0.05677710716852705,0.05433400394258406,0.054334003942584044,0.05433400394258406,-1.8179973567657523e-18,1.3877787807814457e-17,0.0
153,0.18042000049452153,0.032551376578443154,0.07855973453266796,0.07855973453266796,0.07855973453266799,1.1785718412938533e-18,1.3877787807814457e-17,2.7755575615628914e-17
