actual_index,orientation_type,character,rounded_character,representation_is_identity,orthogonality_max_abs,subspace_leakage_max_abs
231,reversing,2.220446049250313e-16,0,False,6.661338147750939e-16,1.3322676295501878e-15
232,preserving,-0.9999999999999999,-1,False,5.551115123125783e-16,1.1102230246251565e-15
233,reversing,-6.106226635438361e-16,0,False,6.661338147750939e-16,1.2212453270876722e-15
234,reversing,1.0,1,False,5.551115123125783e-16,1.3877787807814457e-15
235,preserving,1.3877787807814457e-16,0,False,4.440892098500626e-16,1.3877787807814457e-15
236,preserving,4.440892098500626e-16,0,False,5.551115123125783e-16,1.3877787807814457e-15
237,reversing,-1.0000000000000002,-1,False,7.771561172376096e-16,1.27675647831893e-15
238,reversing,1.0000000000000002,1,False,4.440892098500626e-16,1.5543122344752192e-15
239,preserving,-1.3877787807814457e-16,0,False,4.440892098500626e-16,1.27675647831893e-15
240,reversing,0.9999999999999998,1,False,5.551115123125783e-16,1.3322676295501878e-15
241,preserving,-0.9999999999999998,-1,False,8.881784197001252e-16,1.5230872119076366e-15
242,reversing,1.0000000000000002,1,False,7.771561172376096e-16,1.1657341758564144e-15
243,reversing,-3.3306690738754696e-16,0,False,7.771561172376096e-16,1.3634926521177704e-15
244,preserving,-1.0000000000000004,-1,False,4.440892098500626e-16,1.1657341758564144e-15
245,reversing,-1.0,-1,False,8.881784197001252e-16,1.5577816814271728e-15
246,preserving,-0.9999999999999998,-1,False,5.551115123125783e-16,1.4988010832439613e-15
247,preserving,2.0000000000000004,2,False,6.661338147750939e-16,1.3010426069826053e-15
248,preserving,-1.0,-1,False,4.440892098500626e-16,1.5543122344752192e-15
249,reversing,0.9999999999999997,1,False,7.771561172376096e-16,1.0269562977782698e-15
250,reversing,0.9999999999999998,1,False,6.661338147750939e-16,1.3322676295501878e-15
251,preserving,-0.9999999999999999,-1,False,7.771561172376096e-16,1.321859288694327e-15
252,reversing,-2.0,-2,False,5.551115123125783e-16,1.1275702593849246e-15
253,reversing,1.0000000000000004,1,False,6.661338147750939e-16,1.2455314557513475e-15
254,preserving,-2.220446049250313e-16,0,False,5.551115123125783e-16,8.743006318923108e-16
255,preserving,1.0,1,False,4.440892098500626e-16,1.4432899320127035e-15
256,preserving,2.7755575615628914e-17,0,False,6.661338147750939e-16,1.3322676295501878e-15
257,reversing,1.0000000000000007,1,False,6.661338147750939e-16,1.2212453270876722e-15
258,preserving,-3.885780586188048e-16,0,False,6.661338147750939e-16,1.3877787807814457e-15
259,preserving,-2.220446049250313e-16,0,False,4.440892098500626e-16,1.6792123247455493e-15
260,reversing,0.9999999999999999,1,False,4.440892098500626e-16,1.2732870313669764e-15
261,preserving,-1.0,-1,False,8.881784197001252e-16,1.2212453270876722e-15
262,reversing,-0.9999999999999998,-1,False,3.25992069131067e-16,1.0512424264419451e-15
263,reversing,-3.3306690738754696e-16,0,False,4.440892098500626e-16,1.3322676295501878e-15
264,preserving,-2.7755575615628914e-16,0,False,4.440892098500626e-16,1.4432899320127035e-15
265,preserving,0.9999999999999996,1,False,4.2993373533463946e-16,1.3322676295501878e-15
266,reversing,-1.0000000000000004,-1,False,4.440892098500626e-16,1.2281842209915794e-15
267,preserving,0.9999999999999999,1,False,4.440892098500626e-16,1.2212453270876722e-15
