actual_index,orientation_type,character,rounded_character,representation_is_identity,orthogonality_max_abs,subspace_leakage_max_abs
323,reversing,0.0,0,False,3.8284623794873114e-16,1.3183898417423734e-15
324,preserving,-1.6653345369377348e-16,0,False,3.3306690738754696e-16,1.0269562977782698e-15
325,reversing,3.885780586188048e-16,0,False,1.1102230246251565e-15,1.3877787807814457e-15
326,preserving,4.0,4,True,8.881784197001252e-16,1.6653345369377348e-16
327,preserving,-1.1102230246251565e-16,0,False,4.0162811446101688e-16,8.881784197001252e-16
328,preserving,-0.9999999999999998,-1,False,5.551115123125783e-16,1.4432899320127035e-15
329,reversing,1.1102230246251565e-16,0,False,7.771561172376096e-16,1.5126788710517758e-15
330,reversing,1.0000000000000002,1,False,3.1060868562430977e-16,1.2212453270876722e-15
331,preserving,1.9999999999999998,2,False,8.881784197001252e-16,9.43689570931383e-16
332,reversing,1.0000000000000002,1,False,6.661338147750939e-16,1.1657341758564144e-15
333,reversing,-1.0000000000000002,-1,False,6.661338147750939e-16,1.27675647831893e-15
334,preserving,-1.0,-1,False,5.551115123125783e-16,1.3322676295501878e-15
335,preserving,-1.0,-1,False,6.661338147750939e-16,1.2732870313669764e-15
336,reversing,8.326672684688674e-17,0,False,5.551115123125783e-16,1.3877787807814457e-15
337,preserving,-3.608224830031759e-16,0,False,5.551115123125783e-16,1.3010426069826053e-15
338,reversing,-6.38378239159465e-16,0,False,6.661338147750939e-16,1.5265566588595902e-15
339,preserving,-1.0,-1,False,4.440892098500626e-16,1.4988010832439613e-15
340,preserving,-0.9999999999999998,-1,False,4.440892098500626e-16,1.5890067039947553e-15
341,reversing,0.9999999999999999,1,False,4.3970226190735337e-16,1.2212453270876722e-15
342,preserving,1.0000000000000004,1,False,8.881784197001252e-16,1.2836953722228372e-15
343,reversing,2.220446049250313e-16,0,False,8.881784197001252e-16,1.3322676295501878e-15
344,preserving,-0.9999999999999997,-1,False,3.1883738424414774e-16,1.582067810090848e-15
345,reversing,-5.551115123125783e-17,0,False,5.730279090033134e-16,1.3322676295501878e-15
346,preserving,1.6653345369377348e-16,0,False,8.881784197001252e-16,1.466752923717072e-15
347,preserving,-0.9999999999999998,-1,False,6.661338147750939e-16,1.7208456881689926e-15
348,reversing,1.0,1,False,2.3779691218300734e-16,1.3322676295501878e-15
349,preserving,0.9999999999999996,1,False,8.881784197001252e-16,1.4363510381087963e-15
350,reversing,-3.885780586188048e-16,0,False,6.661338147750939e-16,1.3357370765021415e-15
351,reversing,2.220446049250313e-16,0,False,6.661338147750939e-16,1.2975731600306517e-15
352,reversing,0.9999999999999998,1,False,7.771561172376096e-16,1.4432899320127035e-15
353,preserving,-1.0000000000000004,-1,False,6.661338147750939e-16,1.4432899320127035e-15
354,preserving,1.9999999999999996,2,False,3.453674319411681e-16,1.27675647831893e-15
355,reversing,1.1102230246251565e-16,0,False,4.483645026118745e-16,1.2802259252708836e-15
356,preserving,-0.9999999999999997,-1,False,3.4603828465363273e-16,1.2212453270876722e-15
357,reversing,-1.0,-1,False,6.661338147750939e-16,1.5429629541731862e-15
358,reversing,1.0,1,False,4.440892098500626e-16,1.3600232051658168e-15
359,preserving,-0.9999999999999998,-1,False,6.661338147750939e-16,1.4259426972529354e-15
360,reversing,1.0000000000000004,1,False,8.881784197001252e-16,1.1657341758564144e-15
361,preserving,3.885780586188048e-16,0,False,6.661338147750939e-16,1.1102230246251565e-15
362,reversing,4.649058915617843e-16,0,False,6.661338147750939e-16,1.2004286453759505e-15
363,preserving,2.220446049250313e-16,0,False,7.771561172376096e-16,1.27675647831893e-15
364,preserving,-9.43689570931383e-16,0,False,9.992007221626409e-16,8.257283745649602e-16
365,preserving,-1.0,-1,False,2.220446049250313e-16,1.1102230246251565e-15
366,reversing,-1.0000000000000004,-1,False,6.661338147750939e-16,1.3877787807814457e-15
367,reversing,1.0,1,False,4.2900222889874777e-16,1.3322676295501878e-15
368,reversing,-0.9999999999999996,-1,False,6.661338147750939e-16,1.2351231148954867e-15
369,preserving,-5.551115123125783e-17,0,False,2.220446049250313e-16,1.2212453270876722e-15
370,preserving,1.9999999999999987,2,False,8.881784197001252e-16,1.3322676295501878e-15
371,reversing,-2.0000000000000004,-2,False,4.440892098500626e-16,1.3322676295501878e-15
372,reversing,5.551115123125783e-17,0,False,3.058336860600226e-16,1.2385925618474403e-15
373,preserving,1.0,1,False,4.440892098500626e-16,1.0269562977782698e-15
374,reversing,-0.9999999999999998,-1,False,4.440892098500626e-16,1.3877787807814457e-15
375,preserving,1.0,1,False,6.661338147750939e-16,1.4988010832439613e-15
376,preserving,5.551115123125783e-16,0,False,5.551115123125783e-16,1.2212453270876722e-15
377,preserving,1.3877787807814457e-17,0,False,4.440892098500626e-16,1.4432899320127035e-15
378,reversing,1.0,1,False,4.440892098500626e-16,1.7069679003611782e-15
379,reversing,2.220446049250313e-16,0,False,7.771561172376096e-16,1.27675647831893e-15
380,reversing,-1.0000000000000004,-1,False,6.661338147750939e-16,1.4988010832439613e-15
381,reversing,0.9999999999999998,1,False,4.764327074014719e-16,1.1657341758564144e-15
382,preserving,-4.440892098500626e-16,0,False,8.881784197001252e-16,1.1663161437287446e-15
383,preserving,-1.0,-1,False,4.440892098500626e-16,1.2212453270876722e-15
384,preserving,-3.469446951953614e-16,0,False,6.661338147750939e-16,1.564691973271641e-15
385,preserving,-1.0,-1,False,4.440892098500626e-16,1.27675647831893e-15
386,reversing,5.551115123125783e-17,0,False,5.551115123125783e-16,1.3322676295501878e-15
387,reversing,1.1102230246251565e-16,0,False,4.440892098500626e-16,1.2490009027033011e-15
388,reversing,1.0,1,False,6.661338147750939e-16,1.4432899320127035e-15
389,reversing,0.0,0,False,2.9657551634303194e-16,1.1657341758564144e-15
390,preserving,1.0,1,False,3.3306690738754696e-16,1.304512053934559e-15
391,preserving,-0.9999999999999998,-1,False,3.3306690738754696e-16,1.5265566588595902e-15
392,preserving,1.0000000000000004,1,False,6.661338147750939e-16,1.4710455076283324e-15
393,reversing,-6.38378239159465e-16,0,False,5.551115123125783e-16,1.429412144204889e-15
394,preserving,-4.787836793695988e-16,0,False,6.661338147750939e-16,9.43689570931383e-16
395,reversing,2.220446049250313e-16,0,False,2.1654398174452323e-16,1.2490009027033011e-15
396,preserving,-0.9999999999999998,-1,False,9.992007221626409e-16,1.2420620087993939e-15
397,preserving,-0.9999999999999998,-1,False,4.440892098500626e-16,1.6028844918025698e-15
398,reversing,1.0000000000000002,1,False,4.440892098500626e-16,1.3625803220539915e-15
399,reversing,-1.734723475976807e-16,0,False,4.440892098500626e-16,1.259409243559162e-15
400,preserving,2.0,2,False,5.551115123125783e-16,1.457167719820518e-15
401,reversing,1.0000000000000004,1,False,8.881784197001252e-16,1.4988010832439613e-15
402,preserving,-0.9999999999999998,-1,False,6.661338147750939e-16,1.27675647831893e-15
403,preserving,-0.9999999999999999,-1,False,4.440892098500626e-16,1.3877787807814457e-15
404,reversing,1.0,1,False,2.796551123853846e-16,1.4710455076283324e-15
405,reversing,1.1102230246251565e-16,0,False,4.440892098500626e-16,1.27675647831893e-15
406,preserving,-0.9999999999999996,-1,False,4.440892098500626e-16,1.2212453270876722e-15
407,reversing,-1.0000000000000002,-1,False,4.114265943348497e-16,1.0581813203458523e-15
408,preserving,2.636779683484747e-16,0,False,5.551115123125783e-16,1.304512053934559e-15
409,reversing,0.9999999999999999,1,False,6.661338147750939e-16,1.2212453270876722e-15
410,reversing,3.0531133177191805e-16,0,False,8.881784197001252e-16,1.3010426069826053e-15
411,preserving,-1.0,-1,False,7.771561172376096e-16,1.1102230246251565e-15
412,reversing,-8.326672684688674e-17,0,False,4.633465426338871e-16,1.27675647831893e-15
413,reversing,-2.220446049250313e-16,0,False,5.551115123125783e-16,1.27675647831893e-15
414,preserving,1.0000000000000004,1,False,6.661338147750939e-16,1.27675647831893e-15
415,preserving,-1.0000000000000007,-1,False,5.551115123125783e-16,1.27675647831893e-15
416,reversing,-1.0000000000000004,-1,False,4.440892098500626e-16,1.2281842209915794e-15
417,reversing,2.7755575615628914e-16,0,False,4.440892098500626e-16,1.1657341758564144e-15
418,preserving,-2.7755575615628914e-16,0,False,4.440892098500626e-16,1.4432899320127035e-15
419,reversing,-2.0,-2,False,3.1066680726886495e-16,9.853229343548264e-16
420,preserving,2.0,2,False,4.440892098500626e-16,1.700029006457271e-15
421,preserving,0.9999999999999999,1,False,4.440892098500626e-16,1.2212453270876722e-15
422,reversing,-0.9999999999999994,-1,False,5.551115123125783e-16,1.2212453270876722e-15
423,preserving,0.9999999999999996,1,False,4.2993373533463946e-16,1.3322676295501878e-15
424,reversing,0.9999999999999997,1,False,4.683541788191158e-16,1.1969591984239969e-15
425,preserving,0.0,0,False,4.440892098500626e-16,1.27675647831893e-15
426,reversing,2.498001805406602e-16,0,False,4.440892098500626e-16,1.4988010832439613e-15
427,preserving,5.551115123125783e-17,0,False,5.551115123125783e-16,1.0547118733938987e-15
428,preserving,0.0,0,False,5.551115123125783e-16,1.27675647831893e-15
429,reversing,0.9999999999999998,1,False,6.661338147750939e-16,1.2212453270876722e-15
430,preserving,-0.9999999999999999,-1,False,4.440892098500626e-16,1.3877787807814457e-15
431,reversing,-0.9999999999999998,-1,False,3.3306690738754696e-16,1.1102230246251565e-15
432,reversing,-1.9999999999999998,-2,False,6.661338147750939e-16,1.8283985436795547e-15
433,preserving,1.0000000000000002,1,False,4.440892098500626e-16,1.5230872119076366e-15
434,reversing,1.0000000000000002,1,False,4.440892098500626e-16,1.2004286453759505e-15
435,preserving,-1.0000000000000002,-1,False,4.440892098500626e-16,1.2906342661267445e-15
436,preserving,-1.0000000000000002,-1,False,6.661338147750939e-16,1.3322676295501878e-15
437,reversing,1.0000000000000004,1,False,6.661338147750939e-16,1.27675647831893e-15
438,preserving,-3.3306690738754696e-16,0,False,4.440892098500626e-16,1.4467593789646571e-15
439,reversing,1.0000000000000002,1,False,4.440892098500626e-16,1.3877787807814457e-15
440,reversing,1.0,1,False,2.5459549873857454e-16,1.27675647831893e-15
441,preserving,-0.9999999999999997,-1,False,5.432959926928535e-16,1.1102230246251565e-15
442,reversing,0.9999999999999998,1,False,5.551115123125783e-16,1.1796119636642288e-15
443,reversing,-2.0000000000000004,-2,False,6.661338147750939e-16,1.3322676295501878e-15
444,preserving,-1.0000000000000004,-1,False,8.881784197001252e-16,1.3322676295501878e-15
445,preserving,4.440892098500626e-16,0,False,6.661338147750939e-16,1.3877787807814457e-15
446,preserving,1.0000000000000002,1,False,2.220446049250313e-16,1.2212453270876722e-15
447,reversing,1.0000000000000004,1,False,6.661338147750939e-16,1.4432899320127035e-15
448,reversing,0.9999999999999998,1,False,6.661338147750939e-16,1.2490009027033011e-15
449,preserving,-1.1102230246251565e-16,0,False,4.440892098500626e-16,1.3877787807814457e-15
450,preserving,8.049116928532385e-16,0,False,9.992007221626409e-16,1.2212453270876722e-15
451,reversing,3.191891195797325e-16,0,False,4.440892098500626e-16,9.8879238130678e-16
452,reversing,1.0,1,False,2.7368984990073565e-16,1.1657341758564144e-15
453,preserving,-1.0000000000000002,-1,False,8.881784197001252e-16,1.2212453270876722e-15
454,reversing,-1.0000000000000002,-1,False,6.661338147750939e-16,1.2385925618474403e-15
455,preserving,1.5092094240998222e-16,0,False,4.911148357334518e-16,1.2212453270876722e-15
456,preserving,0.9999999999999993,1,False,6.661338147750939e-16,1.4779844015322396e-15
457,preserving,2.0,2,False,4.440892098500626e-16,1.2004286453759505e-15
458,preserving,-2.220446049250313e-16,0,False,3.3306690738754696e-16,1.3322676295501878e-15
459,reversing,-1.9999999999999998,-2,False,6.661338147750939e-16,1.27675647831893e-15
460,reversing,2.220446049250313e-16,0,False,6.661338147750939e-16,1.3322676295501878e-15
461,reversing,-0.9999999999999996,-1,False,4.440892098500626e-16,1.3322676295501878e-15
462,reversing,-1.0,-1,False,4.440892098500626e-16,1.3114509478384662e-15
463,preserving,1.0000000000000002,1,False,4.440892098500626e-16,1.27675647831893e-15
464,preserving,1.0,1,False,3.5334253799686983e-16,1.321859288694327e-15
465,preserving,4.440892098500626e-16,0,False,6.661338147750939e-16,1.3461454173580023e-15
466,preserving,-1.0000000000000004,-1,False,5.551115123125783e-16,1.5404344466674047e-15
467,reversing,-2.7755575615628914e-17,0,False,6.661338147750939e-16,1.3877787807814457e-15
468,reversing,4.996003610813204e-16,0,False,6.661338147750939e-16,1.2720148972807987e-15
469,reversing,1.1102230246251565e-16,0,False,6.661338147750939e-16,1.582067810090848e-15
470,reversing,1.0,1,False,6.661338147750939e-16,1.339206523454095e-15
471,preserving,-1.0000000000000004,-1,False,6.661338147750939e-16,1.4432899320127035e-15
472,preserving,-0.9999999999999997,-1,False,3.4603828465363273e-16,1.2212453270876722e-15
473,reversing,1.0,1,False,4.440892098500626e-16,1.3600232051658168e-15
474,reversing,-1.0,-1,False,6.661338147750939e-16,1.5429629541731862e-15
475,preserving,-0.9999999999999998,-1,False,6.661338147750939e-16,1.4259426972529354e-15
476,reversing,0.9999999999999998,1,False,7.771561172376096e-16,1.4432899320127035e-15
477,preserving,1.9999999999999996,2,False,3.453674319411681e-16,1.27675647831893e-15
478,preserving,-1.0000000000000004,-1,False,6.661338147750939e-16,1.4432899320127035e-15
479,reversing,1.1102230246251565e-16,0,False,4.483645026118745e-16,1.2802259252708836e-15
