coefficient_id,f0_power,f1_power,f2_power,f3_power,determinant_coefficient,candidate_coefficient,residual,coefficient_pass
36,7,4,1,0,1.890341169345769e-09,-1.2691615122915146e-08,1.4581956292260915e-08,False
37,7,4,0,1,-1.112131259947512e-07,-1.1370788045511278e-07,2.4947544603615775e-09,False
38,7,3,2,0,-4.447199840212018e-07,-4.430619800040779e-07,-1.6580040171238715e-09,False
39,7,3,1,1,-2.03409633839365e-07,-1.648076415615339e-07,-3.860199227783111e-08,False
40,7,3,0,2,-1.429169622879579e-07,-1.4838927654360953e-07,5.472314255651628e-09,False
41,7,2,3,0,-4.0541990802934495e-07,-4.3485616487204294e-07,2.9436256842697993e-08,False
42,7,2,2,1,1.415054684846911e-07,1.3856986076882152e-07,2.9356077158695755e-09,False
43,7,2,1,2,2.217467940511663e-08,1.5669366710829742e-08,6.505312694286888e-09,False
44,7,2,0,3,-2.916533263907311e-07,-2.885713566238922e-07,-3.0819697668388795e-09,False
45,7,1,4,0,-3.826001111810455e-07,-3.760043710959188e-07,-6.595740085126677e-09,False
46,7,1,3,1,6.141687330372696e-07,6.445906105034682e-07,-3.042187746619858e-08,False
47,7,1,2,2,8.702689440277962e-07,8.43796267526759e-07,2.647267650103721e-08,False
48,7,1,1,3,-3.623961383833168e-07,-3.3543175409727495e-07,-2.6964384286041854e-08,False
49,7,1,0,4,-3.433943199991447e-08,-3.9351050312951346e-08,5.011618313036877e-09,False
50,7,0,5,0,-2.3451965500755903e-07,-2.524878853041543e-07,1.7968230296595263e-08,False
51,7,0,4,1,-7.093306719015782e-07,-6.937506340571483e-07,-1.5580037844429922e-08,False
52,7,0,3,2,7.13139019319574e-08,6.355218422375322e-08,7.761717708204174e-09,False
53,7,0,2,3,8.553205943421932e-08,8.4126218886751e-08,1.4058405474683186e-09,False
54,7,0,1,4,1.6565542350958189e-07,1.726688441051196e-07,-7.013420595537721e-09,False
55,7,0,0,5,1.7981474412576024e-08,2.1304862730879624e-08,-3.3233883183036002e-09,False
56,6,6,0,0,4.309019479956837e-08,-1.2678889301857251e-07,1.6987908781814087e-07,False
57,6,5,1,0,-1.6807670572687115e-07,-5.691159668891007e-08,-1.1116510903796108e-07,False
58,6,5,0,1,-3.4384123195734523e-07,-2.628268880830257e-07,-8.101434387431952e-08,False
59,6,4,2,0,1.6102551662344014e-06,1.2314513575806805e-06,3.788038086537209e-07,False
60,6,4,1,1,1.3808148716333274e-06,1.5245091674509924e-06,-1.43694295817665e-07,False
61,6,4,0,2,8.864494587960519e-07,4.741480292651068e-07,4.123014295309451e-07,False
62,6,3,3,0,2.622721927306707e-06,2.8012247870992204e-06,-1.785028597925132e-07,False
63,6,3,2,1,5.227260968931393e-06,5.253894249831239e-06,-2.6633280899845777e-08,False
64,6,3,1,2,3.7652610496358158e-06,3.861016944344484e-06,-9.575589470866788e-08,False
65,6,3,0,3,1.5254913286024758e-06,1.7278802926165367e-06,-2.023889640140609e-07,False
66,6,2,4,0,2.837323023800649e-06,2.501734533507532e-06,3.355884902931172e-07,False
67,6,2,3,1,4.148658949622543e-06,4.42128860658035e-06,-2.726296569578068e-07,False
68,6,2,2,2,3.353870197889414e-06,2.680369229107434e-06,6.735009687819797e-07,False
69,6,2,1,3,3.474978571800899e-06,3.7253872635281488e-06,-2.5040869172724983e-07,False
70,6,2,0,4,2.8958455994273427e-06,2.5171772486992637e-06,3.7866835072807907e-07,False
71,6,1,5,0,1.1634566578568445e-06,1.2547459754260763e-06,-9.128931756923174e-08,False
72,6,1,4,1,2.953994011320396e-06,2.920070139042866e-06,3.392387227753034e-08,False
73,6,1,3,2,1.4478845770300303e-06,1.5403736625547834e-06,-9.248908552475308e-08,False
74,6,1,2,3,1.7237275735291608e-06,1.8280870846494181e-06,-1.0435951112025728e-07,False
75,6,1,1,4,4.211328491206729e-06,4.176975413493271e-06,3.435307771345837e-08,False
76,6,1,0,5,1.937693468479059e-06,2.0575198896734113e-06,-1.1982642119435226e-07,False
77,6,0,6,0,3.5252844611365326e-07,2.4379311431473956e-07,1.087353317989137e-07,False
78,6,0,5,1,2.0822904351155362e-06,2.240614701214657e-06,-1.583242660991206e-07,False
79,6,0,4,2,4.536317028913295e-06,4.182686790793795e-06,3.5363023811950035e-07,False
80,6,0,3,3,4.123543391963705e-06,4.3952274496660955e-06,-2.716840577023906e-07,False
81,6,0,2,4,3.630869542472287e-06,3.2926451602715198e-06,3.382243822007673e-07,False
82,6,0,1,5,1.6239979625617817e-06,1.75773679798964e-06,-1.337388354278582e-07,False
83,6,0,0,6,4.0429695446611313e-07,2.967937292917155e-07,1.0750322517439765e-07,False
84,5,7,0,0,4.217722225576616e-09,3.360115295882391e-09,8.576069296942245e-10,False
85,5,6,1,0,-2.7198505928272915e-08,-3.079353727988379e-08,3.5950313516108773e-09,False
86,5,6,0,1,5.376185632972431e-08,4.3613483025396576e-08,1.0148373304327737e-08,False
87,5,5,2,0,-2.0355202414744885e-07,-2.023388780465766e-07,-1.213146100872253e-09,False
88,5,5,1,1,-3.2150752197271525e-07,-2.68648844166378e-07,-5.2858677806337226e-08,False
89,5,5,0,2,-2.941523271381694e-07,-2.931379917733101e-07,-1.014335364859266e-09,False
90,5,4,3,0,-4.190121427941078e-07,-4.3570894221376666e-07,1.669679941965884e-08,False
91,5,4,2,1,1.1226895567258489e-06,1.081564525402394e-06,4.112503132345496e-08,False
92,5,4,1,2,-1.1856008030697899e-07,-9.003633479608865e-08,-2.8523745510890343e-08,False
93,5,4,0,3,-3.5542176792760224e-07,-3.6755344729588564e-07,1.2131679368283407e-08,False
94,5,3,4,0,-3.16185500718484e-07,-3.0955862571630523e-07,-6.626875002178774e-09,False
95,5,3,3,1,1.5900516294903885e-06,1.6691067047212354e-06,-7.905507523084697e-08,False
96,5,3,2,2,2.2984942733910967e-06,2.253319948455543e-06,4.517432493555386e-08,False
97,5,3,1,3,9.239178588264648e-07,1.0018237782061157e-06,-7.790591937965087e-08,False
98,5,3,0,4,-7.643515754409882e-07,-7.630871185039001e-07,-1.2644569370880248e-09,False
99,5,2,5,0,-6.77159190610308e-07,-7.011485890441807e-07,2.39893984338727e-08,False
100,5,2,4,1,6.88756818768742e-07,6.611651029448216e-07,2.759171582392046e-08,False
101,5,2,3,2,-1.0567129471709285e-06,-1.017450429511648e-06,-3.9262517659280544e-08,False
102,5,2,2,3,8.132731274831077e-07,7.57553221623524e-07,5.57199058595837e-08,False
103,5,2,1,4,1.3427562277584572e-06,1.3907047002007824e-06,-4.794847244232512e-08,False
104,5,2,0,5,-5.845031611664047e-07,-5.846292690247247e-07,1.2610785832003347e-10,True
105,5,1,6,0,-2.3120698204747787e-07,-2.2587641165904985e-07,-5.330570388428013e-09,False
106,5,1,5,1,1.2131634042573556e-06,1.2494306523296081e-06,-3.626724807225251e-08,False
107,5,1,4,2,2.9951814290119038e-06,2.9455275127597126e-06,4.9653916252191185e-08,False
108,5,1,3,3,6.625927570665987e-07,7.321037446837624e-07,-6.951098761716374e-08,False
109,5,1,2,4,1.143180097159863e-06,1.0988393103566543e-06,4.434078680320882e-08,False
110,5,1,1,5,1.1007533230480542e-06,1.1242162773581611e-06,-2.3462954310106963e-08,False
111,5,1,0,6,-2.0154159628467412e-07,-2.0465390935048838e-07,3.1123130658142537e-09,False
112,5,0,7,0,-1.3630265438496093e-07,-1.4969643006356505e-07,1.3393775678604123e-08,False
113,5,0,6,1,-5.397361943263032e-07,-5.330955726254873e-07,-6.6406217008159375e-09,False
114,5,0,5,2,-1.5896688265971737e-07,-1.4805308650004667e-07,-1.0913796159670702e-08,False
115,5,0,4,3,9.96736058387411e-07,9.72925857079509e-07,2.3810201307901917e-08,False
116,5,0,3,4,2.6943002714718536e-07,3.177894346467242e-07,-4.8359407499538856e-08,False
117,5,0,2,5,1.075662038871837e-06,1.0523323955449166e-06,2.332964332692032e-08,False
118,5,0,1,6,2.9407633794748597e-07,3.245114055624771e-07,-3.043506761499113e-08,False
119,5,0,0,7,-2.425483044708369e-08,-2.1154064851967976e-08,-3.100765595115714e-09,False
120,4,8,0,0,1.157623396838026e-08,-1.197238760817608e-07,1.3130011005014106e-07,False
121,4,7,1,0,-1.184114828917995e-07,-5.0330841257762854e-08,-6.808064163403665e-08,False
122,4,7,0,1,2.684808422555911e-09,2.0004281078292617e-08,-1.7319472655736706e-08,False
123,4,6,2,0,5.398320433030927e-07,1.8432557703723896e-07,3.5550646626585376e-07,False
124,4,6,1,1,1.6899139828803111e-07,2.567821024139521e-07,-8.779070412592098e-08,False
125,4,6,0,2,-4.4764527042995684e-07,-8.540185661201732e-07,4.063732956902164e-07,False
126,4,5,3,0,3.898973947014767e-06,4.057225500677854e-06,-1.5825155366308677e-07,False
127,4,5,2,1,3.831065904629338e-06,3.779455347599584e-06,5.161055702975429e-08,False
128,4,5,1,2,1.815122089801848e-06,1.9246173500509734e-06,-1.0949526024912544e-07,False
129,4,5,0,3,1.0210654756567638e-06,1.1766161038704428e-06,-1.5555062821367898e-07,False
130,4,4,4,0,4.583918864992912e-06,4.124683079575582e-06,4.592357854173292e-07,False
131,4,4,3,1,3.2261584562137985e-06,3.4709289701359267e-06,-2.447705139221282e-07,False
132,4,4,2,2,1.174173924748198e-06,3.0117117176769084e-07,8.730027529805071e-07,False
133,4,4,1,3,3.9483231048542945e-06,4.141854068483662e-06,-1.935309636293672e-07,False
134,4,4,0,4,2.4196777935967984e-06,1.8629420502740078e-06,5.567357433227906e-07,False
135,4,3,5,0,4.582029281408111e-06,4.73823823757563e-06,-1.5620895616751958e-07,False
136,4,3,4,1,2.611211004152968e-06,2.4967245285905355e-06,1.1448647556243251e-07,False
137,4,3,3,2,1.1151251147916427e-06,1.3359598260176854e-06,-2.208347112260427e-07,False
138,4,3,2,3,4.749120986763116e-06,4.890993894997498e-06,-1.4187290823438148e-07,False
