start_id,sigma,target_gap,success,iteration_count,evaluation_count,tangent_stationarity_residual,f0,f1,f2,f3
137,0.3333333333333334,-1.1102230246251565e-16,True,10,13,2.482118332688778e-09,-0.055598193298552596,0.9284163040967471,0.1666666506699898,0.32737476192235854
138,0.33333333333333304,2.7755575615628914e-16,True,12,19,1.7963557222210787e-09,-0.0867087549301069,-0.19503554750713925,0.16666666738869965,0.9626343797146484
139,0.3333333333333332,1.1102230246251565e-16,True,12,14,1.2246004210440979e-11,0.5912289249024527,-0.36152001528737626,-0.16666666669207514,0.7014084823546534
140,0.3333333333333331,2.220446049250313e-16,True,9,15,7.818902962381165e-11,0.5912289247223357,-0.36152001559002894,-0.16666666613447362,0.7014084824829793
141,0.33333333333333315,1.6653345369377348e-16,True,12,22,8.995184685441463e-10,0.591228925582109,-0.3615200144538544,-0.16666666386030973,0.7014084828842494
142,0.3333333333333334,-1.1102230246251565e-16,True,12,35,9.630977645851716e-10,-2.5699205441254844e-09,4.7453823449250856e-09,1.0,6.018289604302524e-09
143,0.3333333333333333,0.0,True,11,13,2.454267141652287e-11,-0.07115347652650617,0.36669037715516817,0.6666666667062671,0.6450045779548756
144,0.33333333333333387,-5.551115123125783e-16,True,12,13,1.3839828420692083e-10,0.6934929699481127,0.39524144646420806,0.16666666661235613,-0.5788557003863332
145,0.33333333333333326,5.551115123125783e-17,True,16,21,3.475321853964775e-11,-1.2479753251640513e-10,-1.61103046417296e-10,1.0,-1.7962308121500028e-10
146,0.3333333333333334,-1.1102230246251565e-16,True,13,15,1.2745214651654096e-11,-5.4492696326295845e-11,5.7434865086595005e-11,1.0,5.302283294300757e-11
147,0.33333333333333404,-7.216449660063518e-16,True,11,13,1.3695089713016628e-11,0.6223394934460699,0.7619318231796139,-0.16666666665036553,0.06614887717213963
148,0.3333333333333339,-6.106226635438361e-16,True,12,16,5.207195738889769e-11,0.6223394934109819,0.7619318232429361,-0.1666666665723881,0.06614887696934697
149,0.3333333333333332,1.1102230246251565e-16,True,11,13,1.0231495351830193e-10,0.6779376857772632,-0.1664844731020455,0.6666666668344333,-0.26122589793274614
150,0.33333333333333304,2.7755575615628914e-16,True,14,21,1.814255139222698e-10,-0.08670876177867631,-0.19503554244748125,0.1666666667127608,0.9626343802399139
151,0.3333333333333331,2.220446049250313e-16,True,10,11,6.610401985659215e-11,0.5912289248687874,-0.36152001493291835,-0.166666667046725,0.701408482481454
152,0.33333333333333404,-7.216449660063518e-16,True,9,15,1.5238777968565013e-09,0.622339501126853,0.7619318160506465,-0.16666667062780008,0.06614887700322399
153,0.33333333333333326,5.551115123125783e-17,True,12,13,1.3292920441738798e-11,1.456900648587658e-11,6.665718327038779e-11,1.0,6.683122436197015e-11
154,0.33333333333333337,-5.551115123125783e-17,True,12,15,1.1298422360319275e-11,-0.055598192277702026,0.9284162965247769,0.16666666673629138,0.32737477539004606
155,0.33333333333333304,2.7755575615628914e-16,True,10,14,2.073351710254514e-10,0.5912289250384787,-0.36152001534228634,-0.16666666755965387,0.7014084820055413
156,0.333333333333334,-6.661338147750939e-16,True,10,14,1.437560338755357e-10,0.6934929702012754,0.39524144517510684,0.16666666764398613,-0.5788557006661983
157,0.33333333333333326,5.551115123125783e-17,True,14,18,2.3767246886696647e-10,1.727634277869291e-09,-6.677630890538452e-11,1.0,-7.568363424405122e-10
158,0.3333333333333334,-1.1102230246251565e-16,True,11,14,1.2332563016013972e-11,-0.055598192242435784,0.9284162965336028,0.16666666667518962,0.32737477540211285
159,0.33333333333333337,-5.551115123125783e-17,True,14,17,3.631440476677237e-11,-0.05559819240290995,0.9284162965524083,0.16666666675064862,0.3273747752831118
160,0.33333333333333287,4.440892098500626e-16,True,8,10,6.528816944997015e-11,-0.6623824015551651,0.7282103925308324,-0.16666666708222697,-0.05640390415392374
161,0.3333333333333333,0.0,True,8,10,9.116227821816442e-11,0.6779376855497372,-0.16648447382372297,0.6666666669957357,-0.2612258976516314
162,0.3333333333333334,-1.1102230246251565e-16,True,10,12,1.7469270582120137e-12,-0.6067842092152635,-0.20020590392666623,0.6666666666714907,-0.38377867974789515
