coupling,step,time,total_energy,u_norm,v_norm,f_norm,kinetic_u,kinetic_v,kinetic_f,flux_potential,interaction
0.0,0,0.0,0.006400000000000001,0.55,0.5499999999999999,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,100,0.1,0.006400000000000001,0.5459669624073111,0.5527850156754679,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,200,0.2,0.006400000000000001,0.5420219996278118,0.5556712581289901,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,300,0.3,0.006400000000000001,0.5381670485274962,0.5586571584308055,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,400,0.4,0.006400000000000001,0.5344040570215214,0.5617411274077317,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,500,0.5,0.006400000000000001,0.5307349811359021,0.5649215589589734,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,600,0.6,0.006400000000000001,0.5271617818484108,0.5681968332646392,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,700,0.7000000000000001,0.006400000000000001,0.5236864217085034,0.5715653198780447,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,800,0.8,0.006400000000000001,0.5203108612378965,0.5750253806942951,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,900,0.9,0.006400000000000001,0.5170370551153821,0.5785753727890138,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1000,1.0,0.006400000000000001,0.5138669481516124,0.5822136511223983,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1100,1.1,0.006400000000000001,0.5108024710618745,0.5859385711050272,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1200,1.2,0.006400000000000001,0.5078455360473128,0.5897484910230194,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1300,1.3,0.006400000000000001,0.5049980321975995,0.593641774321228,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1400,1.4000000000000001,0.006400000000000001,0.5022618207306953,0.5976167917441603,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1500,1.5,0.006400000000000001,0.49963873008802906,0.6016719233352263,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1600,1.6,0.006400000000000001,0.4971305509061415,0.605805560295742,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1700,1.7,0.006400000000000001,0.4947390308885171,0.6100161067058517,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1800,1.8,0.006400000000000001,0.49246586960394984,0.6143019811101804,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,1900,1.9000000000000001,0.006400000000000001,0.49031271324027476,0.6186616179715853,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,2000,2.0,0.006400000000000001,0.48828114934462225,0.6230934689968649,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
0.0,2100,2.1,0.006400000000000001,0.4863727015834367,0.6275960043386782,0.0,0.0032,0.003200000000000001,0.0,0.0,0.0
