start_id,root_pass,residual_norm,residual_max_abs,norm_residual,axis_distance,nearest_axis_id,success,status,function_evaluations,f0,f1,f2,f3
13,True,2.7755575615628914e-16,2.220446049250313e-16,0.0,0.8420246737858657,0,True,1,8,-0.5371773447420319,-0.30615270748546985,0.6454972243679008,0.4483796977211974
14,True,1.798766884999431e-16,1.3877787807814457e-16,0.0,0.8420246737858661,1,True,1,6,-0.06716431733343733,-0.15107388114979922,-0.6454972243679042,0.7456533847873293
15,True,1.110257621014862e-16,1.1102230246251565e-16,0.0,0.41744238123296085,2,True,1,7,0.6866312018603522,-0.5968699260312106,-1.017437902136124e-15,0.41507093855304467
16,True,2.5438405243138006e-16,2.220446049250313e-16,0.0,0.8420246737858655,0,True,1,9,-0.537177344742032,-0.30615270748546997,0.6454972243679008,0.44837969772119735
17,True,8.349770295452321e-16,8.049116928532385e-16,1.9984014443252818e-15,0.41744238123296196,5,True,1,8,0.6561788177755522,-0.0883553776569325,-0.45643546458763806,0.594381487774011
18,True,2.7928509224031823e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858658,1,True,1,8,-0.06716431733343742,-0.1510738811497992,-0.6454972243679044,0.7456533847873295
19,True,1.9540102647498285e-16,1.1102230246251565e-16,0.0,0.842024673785866,4,True,1,8,-0.5130792019879138,0.5640693446392622,0.6454972243679042,-0.043690276481275936
20,True,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.0,3,True,1,5,0.6223394934782099,0.761931823146065,-0.16666666666666505,0.06614887721512247
21,True,4.163336342344337e-17,4.163336342344337e-17,0.0,0.8804857344718372,8,True,1,6,-0.08714485551127091,0.44910215900750794,-0.4082482904638626,0.7899660488059271
22,True,2.7194799110210365e-16,2.220446049250313e-16,0.0,0.41744238123296085,3,True,1,8,0.6732187779309904,0.52698453653854,-0.4564354645876358,0.24643547219715153
23,True,2.6766507790745728e-16,2.220446049250313e-16,0.0,0.0,3,True,1,6,0.6223394934782103,0.7619318231460647,-0.16666666666666516,0.06614887721512223
24,True,1.1857187100668868e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.842024673785866,1,True,1,6,-0.04306617457931965,0.7191481709749332,-0.6454972243679008,0.25358341058485656
25,True,4.57833159342196e-16,4.440892098500626e-16,0.0,0.41744238123296007,2,True,1,6,0.6866312018603524,-0.5968699260312107,-7.020895049381608e-16,0.4150709385530441
26,True,1.1102397214718554e-16,1.1102230246251565e-16,2.220446049250313e-16,0.41744238123296196,0,True,1,8,-0.42733408740711365,-0.32330802136279096,-2.4804508360102635e-15,0.8443088896028553
27,True,4.585973723508303e-16,3.3306690738754696e-16,0.0,0.41744238123296246,2,True,1,7,0.7341235461005909,-0.49004456021001647,0.45643546458763756,-0.1121856262447762
28,True,8.604228440844963e-16,5.551115123125783e-16,2.4424906541753444e-15,0.8420246737858657,4,True,1,8,-0.06716431733343733,-0.15107388114979842,-0.6454972243679046,0.7456533847873296
29,True,2.254873622441467e-16,2.220446049250313e-16,0.0,0.8420246737858658,1,True,1,6,-0.06716431733343746,-0.15107388114979914,-0.6454972243679044,0.7456533847873293
30,True,7.195067539997724e-16,4.440892098500626e-16,1.1102230246251565e-16,0.41744238123296246,1,True,1,9,0.734123546100591,-0.490044560210016,0.4564354645876379,-0.11218562624477656
31,True,4.041272810440265e-16,3.3306690738754696e-16,0.0,0.41744238123296196,3,True,1,8,0.6732187779309903,0.5269845365385392,-0.4564354645876367,0.2464354721971522
32,True,2.2473876566261383e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858657,2,True,1,6,-0.5130792019879139,0.5640693446392624,0.645497224367904,-0.04369027648127597
33,True,2.676464420661304e-16,2.220446049250313e-16,0.0,0.8420246737858658,2,True,1,8,0.9951413007735664,0.026120507758768976,7.033430377933513e-16,0.09492897644617401
34,True,1.3670322914102794e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,7,0.41489778145221523,0.43911597124823215,7.552705531987892e-16,0.7968920847522277
35,True,6.181849635950694e-16,5.551115123125783e-16,2.220446049250313e-16,0.8420246737858658,1,True,1,6,-0.043066174579319494,0.7191481709749331,-0.645497224367901,0.25358341058485667
36,True,8.08254562088053e-16,6.661338147750939e-16,4.440892098500626e-15,0.41744238123295824,3,True,1,6,0.6732187779309905,0.5269845365385416,-0.4564354645876347,0.2464354721971504
37,True,6.206335383118183e-17,5.551115123125783e-17,0.0,0.880485734471837,0,True,1,7,0.8303007037924235,-0.20390100496429964,-0.40824829046386235,-0.319935079023368
38,True,2.0359698206037543e-16,1.6653345369377348e-16,2.220446049250313e-16,0.842024673785866,0,True,1,8,-0.5802435193213513,0.41299546348946303,1.7196799379194223e-16,0.7019631083060536
39,True,2.5133742693021536e-16,2.220446049250313e-16,1.1102230246251565e-16,0.4174423812329622,6,True,1,7,-0.08646470840275892,0.09401922545534401,0.4564354645876376,0.8805401218072182
40,True,2.3479724158959924e-16,2.220446049250313e-16,0.0,0.8420246737858657,2,True,1,10,-0.513079201987914,0.5640693446392623,0.645497224367904,-0.043690276481275804
41,True,9.985258795891431e-16,7.771561172376096e-16,3.552713678800501e-15,0.8804857344718369,6,True,1,7,-0.08714485551127148,0.4491021590075072,-0.4082482904638626,0.7899660488059275
42,True,8.886119947416683e-17,6.938893903907228e-17,2.220446049250313e-16,0.0,8,True,1,10,-0.055598192310188956,0.9284162965471431,0.16666666666666993,0.3273747753565442
43,True,1.7457904046571e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.842024673785866,2,True,1,6,-0.513079201987914,0.5640693446392623,0.6454972243679042,-0.043690276481275936
44,True,1.7432906905228443e-16,1.6653345369377348e-16,0.0,0.41744238123296246,3,True,1,6,0.7207111221712289,0.6338099023597327,2.1220686878796425e-15,-0.28082109260067
45,True,2.665835984225005e-16,2.220446049250313e-16,1.1102230246251565e-16,0.880485734471837,3,True,1,8,0.01905125462072445,0.687970938704983,-0.6123724356957919,-0.389015471665028
46,True,2.9893669801409083e-16,2.220446049250313e-16,1.1102230246251565e-16,0.41744238123296196,0,True,1,6,0.7511635062560291,0.1252953539854553,0.45643546458763967,-0.4601316418216352
47,True,1.1125990179398132e-16,1.1102230246251565e-16,0.0,0.842024673785866,8,True,1,8,-0.5802435193213513,0.4129954634894631,1.1971682743418817e-16,0.7019631083060535
48,True,4.526564715366778e-16,3.3306690738754696e-16,1.1102230246251565e-15,0.8804857344718371,0,True,1,5,0.0190512546207241,0.6879709387049792,0.612372435695797,-0.38901547166502687
