start_id,root_pass,residual_norm,residual_max_abs,norm_residual,axis_distance,nearest_axis_id,success,status,function_evaluations,f0,f1,f2,f3
268,True,1.9852490182751356e-16,1.1102230246251565e-16,0.0,0.8420246737858658,8,True,1,8,-0.5802435193213512,0.4129954634894632,1.856415247354493e-16,0.7019631083060535
269,True,2.567392858900462e-16,2.220446049250313e-16,0.0,0.4174423812329611,0,True,1,6,-0.42733408740711415,-0.32330802136279124,-2.768410547776095e-15,0.844308889602855
270,True,2.498001805406602e-16,2.220446049250313e-16,0.0,0.842024673785866,1,True,1,8,-0.06716431733343736,-0.15107388114979922,-0.6454972243679042,0.7456533847873295
271,True,3.148964799277269e-16,2.220446049250313e-16,0.0,0.8420246737858657,3,True,1,6,0.9951413007735664,0.02612050775876924,5.455001397109873e-16,0.09492897644617401
272,True,3.188872858294072e-16,2.220446049250313e-16,0.0,0.0,1,True,1,10,0.6779376857883976,-0.16648447340108102,0.6666666666666672,-0.2612258981414199
273,True,2.614377457853736e-16,2.220446049250313e-16,0.0,0.8420246737858658,3,True,1,10,0.9951413007735664,0.026120507758769063,6.281276068167828e-16,0.09492897644617396
274,True,1.415262216750919e-16,1.3877787807814457e-16,4.440892098500626e-16,0.41744238123296035,1,True,1,7,0.37132176308915654,-0.09118730155614263,0.9128709291752761,-0.14307931701660248
275,True,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,5,True,1,8,0.5912289249578001,-0.36152001531444533,-0.1666666666666673,0.7014084823000855
276,True,1.2412670766236366e-16,1.1102230246251565e-16,0.0,0.8420246737858658,7,True,1,8,0.4579639560315344,-0.2800321997267008,0.6454972243679017,0.5433086741673713
277,True,2.6303317658010886e-15,2.220446049250313e-15,2.5757174171303632e-14,0.41744238123294863,8,True,1,8,-0.39325416709622624,0.907371807028155,8.610384610131048e-15,0.14841685844914645
278,True,5.640599496620651e-16,4.440892098500626e-16,0.0,0.0,3,True,1,10,0.6223394934782104,0.7619318231460646,-0.16666666666666538,0.06614887721512228
279,True,3.885780586188048e-16,2.220446049250313e-16,0.0,0.0,7,True,1,8,-0.07115347657039364,0.366690377316887,0.6666666666666685,0.6450045778990244
280,True,2.5438405243138006e-16,1.6653345369377348e-16,0.0,0.8420246737858657,3,True,1,8,0.4820620987856531,0.5901898523980313,0.6454972243679041,0.05123869996489811
281,True,1.938238142687929e-15,1.1102230246251565e-15,1.1546319456101628e-14,0.41744238123295263,7,True,1,9,-0.03897236416252094,0.20084459127654233,0.9128709291752731,0.3532835570094031
282,True,3.598891899664639e-16,2.7755575615628914e-16,1.1102230246251565e-16,0.8420246737858658,3,True,1,6,0.41489778145221523,0.43911597124823204,7.11786129797253e-16,0.7968920847522278
283,True,2.7194799110210365e-16,2.220446049250313e-16,0.0,0.41744238123296246,1,True,1,6,0.7511635062560292,0.12529535398545463,0.45643546458763995,-0.4601316418216349
284,True,3.554447978966673e-16,3.3306690738754696e-16,2.220446049250313e-16,0.8420246737858655,0,True,1,6,-0.5371773447420322,-0.3061527074854701,0.6454972243679008,0.4483796977211973
285,True,3.3422138886441676e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858658,3,True,1,6,0.4820620987856529,0.5901898523980313,0.6454972243679044,0.051238699964898195
286,True,8.326672684688674e-17,5.551115123125783e-17,0.0,0.880485734471837,3,True,1,8,0.7431558482811521,0.2452011540432048,0.40824829046386335,0.47003096978256104
287,True,5.572783400801261e-16,5.551115123125783e-16,4.440892098500626e-16,0.8420246737858654,8,True,1,6,0.024098142754118528,0.8702220521247325,3.1143301912438027e-15,-0.49206997420247195
288,True,1.2412670766236366e-16,1.1102230246251565e-16,0.0,0.842024673785866,1,True,1,8,0.4579639560315345,-0.2800321997267008,0.6454972243679017,0.5433086741673712
289,True,1.562542924396342e-14,1.0436096431476471e-14,4.596323321948148e-14,0.8420246737858594,2,True,1,9,-0.5130792019879269,0.5640693446392574,0.6454972243678989,-0.04369027648126468
290,True,1.594436429147036e-16,1.1102230246251565e-16,0.0,0.8804857344718372,8,True,1,6,-0.0871448555112709,0.44910215900750794,-0.40824829046386246,0.7899660488059271
291,True,4.1910000110727263e-16,3.3306690738754696e-16,0.0,0.0,5,True,1,12,0.5912289249577999,-0.36152001531444533,-0.16666666666666727,0.7014084823000856
292,True,2.1240270466091291e-16,1.1102230246251565e-16,0.0,0.8420246737858658,4,True,1,6,-0.513079201987914,0.5640693446392621,0.6454972243679041,-0.04369027648127576
293,True,1.3887507032258786e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,6,0.4148977814522152,0.4391159712482321,8.22874713136383e-16,0.7968920847522277
294,True,1.2412670766236366e-16,1.1102230246251565e-16,0.0,0.842024673785866,1,True,1,8,0.4579639560315345,-0.2800321997267008,0.6454972243679017,0.5433086741673712
295,True,1.5376945851673672e-14,1.214306433183765e-14,3.042011087472929e-14,0.8804857344718244,4,True,1,8,-0.08714485551125925,0.4491021590075046,-0.40824829046387107,0.7899660488059261
296,True,2.3263411494723067e-16,2.220446049250313e-16,0.0,0.0,8,True,1,10,-0.0555981923101887,0.9284162965471431,0.16666666666666993,0.3273747753565442
297,True,2.3263411494723067e-16,2.220446049250313e-16,2.220446049250313e-16,0.8804857344718371,8,True,1,6,-0.08714485551127091,0.44910215900750794,-0.4082482904638627,0.7899660488059272
298,True,3.489616952473352e-16,3.3306690738754696e-16,2.220446049250313e-16,0.8420246737858658,3,True,1,6,0.02409814275411862,0.8702220521247324,3.195044620903644e-15,-0.4920699742024724
299,True,2.4802056854972393e-15,1.7763568394002505e-15,9.325873406851315e-15,0.4174423812329622,0,True,1,8,0.7511635062560286,0.12529535398545685,0.4564354645876408,-0.46013164182163435
300,True,2.3724523730670963e-16,2.220446049250313e-16,1.1102230246251565e-16,0.41744238123296035,7,True,1,6,-0.03897236416252054,0.20084459127653906,0.9128709291752763,0.3532835570093967
301,True,3.319196287914642e-16,2.220446049250313e-16,1.1102230246251565e-16,0.8420246737858657,8,True,1,8,-0.5802435193213512,0.41299546348946314,-6.01942148821812e-17,0.7019631083060537
302,True,5.247492350911142e-15,4.9960036108132044e-15,2.3092638912203256e-14,0.4174423812329566,2,True,1,6,0.7341235461005913,-0.490044560210021,0.4564354645876317,-0.1121856262447782
303,True,6.4018582627671775e-16,5.551115123125783e-16,1.1102230246251565e-15,0.8420246737858655,7,True,1,8,0.4579639560315348,-0.2800321997267003,0.6454972243679016,0.5433086741673715
304,True,4.615798956820347e-16,4.440892098500626e-16,6.661338147750939e-16,0.417442381232959,7,True,1,7,-0.03897236416252066,0.20084459127653975,0.9128709291752758,0.3532835570093977
305,True,2.4900092911404627e-15,2.0539125955565396e-15,8.881784197001252e-15,0.4174423812329593,7,True,1,6,-0.03897236416252013,0.2008445912765416,0.9128709291752757,0.35328355700939656
306,True,3.1401849173675503e-16,2.220446049250313e-16,0.0,0.842024673785866,2,True,1,8,-0.043066174579319605,0.7191481709749332,-0.6454972243679006,0.2535834105848565
307,True,2.7755575615628914e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,4,True,1,8,-0.6067842092180048,-0.200205903915812,0.666666666666667,-0.3837786797576027
308,True,5.44154855452238e-15,3.774758283725532e-15,1.2212453270876722e-14,0.8420246737858615,8,True,1,6,-0.5130792019879125,0.5640693446392668,0.6454972243679015,-0.04369027648127618
309,True,1.1254932969567578e-16,1.1102230246251565e-16,0.0,0.842024673785866,8,True,1,8,-0.5802435193213513,0.4129954634894631,2.1835840269294725e-16,0.7019631083060535
310,True,4.406552261979569e-16,3.608224830031759e-16,2.220446049250313e-16,0.8420246737858654,3,True,1,6,0.9951413007735666,0.026120507758769337,4.933409530372337e-16,0.09492897644617383
311,True,2.2729511820139823e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858657,3,True,1,6,0.4820620987856529,0.5901898523980315,0.6454972243679042,0.05123869996489806
312,True,6.753223014464259e-16,6.661338147750939e-16,0.0,0.0,2,True,1,6,-0.6623824015281935,0.7282103926313342,-0.16666666666666408,-0.05640390440106245
313,True,2.396682302503803e-16,2.220446049250313e-16,0.0,0.8420246737858657,2,True,1,8,-0.513079201987914,0.5640693446392623,0.645497224367904,-0.04369027648127579
314,True,2.9373740229761033e-16,2.220446049250313e-16,0.0,0.0,3,True,1,7,0.6223394934782105,0.7619318231460644,-0.16666666666666544,0.06614887721512232
315,True,4.156603297105095e-16,3.3306690738754696e-16,0.0,0.4174423812329614,0,True,1,7,-0.42733408740711404,-0.32330802136279113,-2.7832641999470148e-15,0.844308889602855
316,True,2.498001805406602e-16,2.220446049250313e-16,0.0,0.8420246737858661,0,True,1,8,-0.06716431733343735,-0.1510738811497992,-0.6454972243679042,0.7456533847873295
317,True,1.2949821454899122e-16,1.1102230246251565e-16,0.0,0.4174423812329606,2,True,1,7,0.6866312018603523,-0.5968699260312106,-9.27156383311234e-16,0.41507093855304455
318,True,2.692888135599496e-16,2.220446049250313e-16,0.0,0.8420246737858657,8,True,1,8,0.024098142754118482,0.8702220521247325,3.1792626957408727e-15,-0.4920699742024722
319,True,2.330675374086861e-16,2.220446049250313e-16,0.0,0.4174423812329617,8,True,1,6,-0.3932541670962358,0.907371807028152,3.1564432610169323e-15,0.14841685844913968
320,True,2.3551386880256624e-16,2.220446049250313e-16,0.0,0.0,6,True,1,6,-0.08670876083059735,-0.1950355419133672,0.16666666666666421,0.9626343804415073
321,True,2.254873622441467e-16,2.220446049250313e-16,0.0,0.41744238123296273,6,True,1,7,-0.08646470840275888,0.0940192254553443,0.4564354645876378,0.880540121807218
322,True,2.482963577882933e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858658,3,True,1,6,0.4148977814522152,0.43911597124823204,7.780453901628439e-16,0.7968920847522278
323,True,4.611102534756203e-16,4.440892098500626e-16,4.440892098500626e-16,0.41744238123296035,4,True,1,7,-0.3323493989266376,-0.10965728972040421,0.9128709291752757,-0.21020423999279061
324,True,9.238896857051836e-16,8.881784197001252e-16,2.220446049250313e-15,0.41744238123296246,4,True,1,6,0.6732187779309906,0.526984536538538,-0.4564354645876371,0.2464354721971528
325,True,8.148075503474014e-16,6.661338147750939e-16,1.1102230246251565e-15,0.417442381232959,6,True,1,7,0.27633707460867446,-0.30483803319852903,3.0104050562507804e-17,0.9114338125790443
326,True,6.369057972232327e-17,5.551115123125783e-17,0.0,0.8804857344718372,0,True,1,6,0.019051254620723972,0.687970938704979,0.6123724356957968,-0.38901547166502704
327,True,2.815484897247563e-16,2.220446049250313e-16,2.220446049250313e-16,0.41744238123296085,0,True,1,10,-0.4273340874071143,-0.3233080213627912,-2.881233574093772e-15,0.8443088896028549
328,True,5.23691153334427e-16,4.996003610813204e-16,8.881784197001252e-16,0.8420246737858655,0,True,1,7,-0.5371773447420323,-0.3061527074854699,0.6454972243679008,0.448379697721197
329,True,5.026748538604307e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,1,True,1,7,0.677937685788398,-0.16648447340108039,0.6666666666666669,-0.2612258981414203
330,True,3.126360551066258e-15,2.220446049250313e-15,2.1316282072803006e-14,0.41744238123295396,3,True,1,6,0.7207111221712297,0.6338099023597354,-7.466544674244191e-16,-0.2808210926006617
331,True,3.1212649197510328e-15,2.7755575615628914e-15,1.021405182655144e-14,0.41744238123296273,2,True,1,5,-0.3932541670962382,0.9073718070281506,2.5580892308064007e-15,0.14841685844914143
332,True,2.7755575615628914e-16,2.220446049250313e-16,2.220446049250313e-16,0.8804857344718368,3,True,1,6,0.7431558482811522,0.24520115404320486,0.4082482904638634,0.470030969782561
333,True,4.752187961255503e-16,4.440892098500626e-16,0.0,0.41744238123296246,3,True,1,7,0.720711122171229,0.6338099023597327,2.2294415652592827e-15,-0.28082109260067006
334,True,3.152427400121712e-16,2.220446049250313e-16,1.1102230246251565e-16,0.41744238123296273,6,True,1,8,-0.08646470840275886,0.09401922545534454,0.45643546458763795,0.880540121807218
335,True,1.3092278833360675e-16,1.1102230246251565e-16,0.0,0.8804857344718372,8,True,1,10,-0.08714485551127088,0.44910215900750794,-0.4082482904638626,0.7899660488059271
336,True,2.240942028407415e-16,2.220446049250313e-16,0.0,0.41744238123296196,0,True,1,9,-0.42733408740711365,-0.32330802136279124,-2.533879890973363e-15,0.8443088896028552
337,True,5.585701844806365e-16,4.440892098500626e-16,0.0,0.4174423812329606,1,True,1,10,0.37132176308915604,-0.09118730155614249,0.9128709291752765,-0.14307931701660226
338,True,2.0569065681122047e-16,1.3183898417423734e-16,0.0,0.8420246737858658,8,True,1,8,0.02409814275411846,0.8702220521247324,3.166445604114641e-15,-0.49206997420247234
339,True,1.4033044459902308e-16,1.1102230246251565e-16,0.0,0.8804857344718372,0,True,1,6,0.019051254620723997,0.6879709387049792,0.6123724356957968,-0.389015471665027
340,True,2.23003083680257e-16,2.220446049250313e-16,0.0,0.4174423812329617,0,True,1,7,-0.42733408740711387,-0.32330802136279113,-2.7006214869273716e-15,0.8443088896028551
341,True,7.870063977598499e-16,5.551115123125783e-16,1.5543122344752192e-15,0.8420246737858654,4,True,1,8,-0.067164317333437,-0.15107388114979872,-0.6454972243679046,0.7456533847873295
342,True,3.601977188599681e-16,2.7755575615628914e-16,1.1102230246251565e-16,0.8420246737858658,3,True,1,8,0.41489778145221523,0.43911597124823204,7.650926635931821e-16,0.7968920847522278
343,True,2.639878428101126e-16,2.220446049250313e-16,4.440892098500626e-16,0.41744238123296246,3,True,1,11,0.7207111221712292,0.6338099023597323,2.2693180549113663e-15,-0.28082109260066995
344,True,3.2146812719196043e-16,2.220446049250313e-16,0.0,0.4174423812329611,6,True,1,7,0.2763370746086762,-0.30483803319852953,-1.1636853972859562e-15,0.9114338125790435
345,True,2.779024842816778e-16,2.220446049250313e-16,2.220446049250313e-16,0.41744238123296035,7,True,1,7,-0.03897236416252047,0.20084459127653906,0.9128709291752765,0.3532835570093964
346,True,2.6023743184840704e-16,2.220446049250313e-16,2.220446049250313e-16,0.8804857344718369,3,True,1,6,0.019051254620724527,0.687970938704983,-0.6123724356957918,-0.38901547166502815
347,True,2.498001805406602e-16,1.942890293094024e-16,2.220446049250313e-16,0.842024673785866,1,True,1,8,-0.06716431733343733,-0.15107388114979917,-0.6454972243679045,0.7456533847873293
348,True,2.498001805406602e-16,2.220446049250313e-16,2.220446049250313e-16,0.417442381232959,1,True,1,7,0.3713217630891573,-0.09118730155614288,0.9128709291752758,-0.14307931701660292
349,True,2.0770370905276122e-16,1.6653345369377348e-16,0.0,0.8420246737858657,0,True,1,8,-0.5371773447420319,-0.3061527074854698,0.6454972243679008,0.44837969772119746
350,True,4.397748117109099e-15,3.3584246494910985e-15,5.1514348342607263e-14,0.4174423812329606,4,True,1,9,0.6561788177755521,-0.08835537765693348,-0.45643546458764256,0.5943814877740072
351,True,1.2412670766236366e-16,1.1102230246251565e-16,1.1102230246251565e-16,2.1073424255447017e-08,4,True,1,8,-0.606784209218005,-0.2002059039158122,0.6666666666666666,-0.38377867975760294
352,True,3.1432500083045447e-16,2.220446049250313e-16,0.0,0.0,7,True,1,6,-0.0711534765703936,0.36669037731688736,0.6666666666666686,0.645004577899024
353,True,1.7567876183194558e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.8804857344718371,0,True,1,6,0.019051254620724035,0.6879709387049793,0.6123724356957969,-0.3890154716650269
354,True,1.2442938235622048e-16,1.1102230246251565e-16,2.220446049250313e-16,0.8804857344718372,0,True,1,11,0.019051254620724004,0.6879709387049792,0.6123724356957968,-0.38901547166502704
355,True,1.121270291988505e-15,8.881784197001252e-16,3.3306690738754696e-15,0.41744238123296035,5,True,1,6,0.6561788177755525,-0.08835537765693385,-0.4564354645876375,0.5943814877740108
356,True,2.32850448972933e-14,2.32701521501039e-14,5.062616992290714e-14,0.8420246737858544,3,True,1,5,0.41489778145223805,0.4391159712482269,1.4469424588495968e-15,0.7968920847522186
357,True,1.152829152843822e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,8,0.4148977814522152,0.43911597124823204,7.476034272491923e-16,0.7968920847522277
358,True,4.1823747703783157e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.8420246737858657,2,True,1,6,-0.5130792019879141,0.5640693446392623,0.6454972243679041,-0.043690276481275755
359,True,2.482534153247273e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0,True,1,11,0.6934929700486026,0.39524144582917536,0.16666666666666882,-0.5788557006839034
360,True,2.251934393439756e-16,2.220446049250313e-16,0.0,0.41744238123296085,2,True,1,6,0.6866312018603523,-0.5968699260312105,-1.0612297429230706e-15,0.4150709385530447
361,True,2.5438405243138006e-16,2.220446049250313e-16,2.220446049250313e-16,0.8804857344718369,0,True,1,6,0.8303007037924235,-0.2039010049642997,-0.4082482904638625,-0.3199350790233681
362,True,3.883222667669782e-16,3.3306690738754696e-16,2.220446049250313e-16,0.8420246737858658,3,True,1,6,0.41489778145221523,0.4391159712482321,8.214874405686491e-16,0.7968920847522278
363,True,1.419917967768148e-15,1.1657341758564144e-15,4.440892098500626e-15,0.41744238123295635,3,True,1,7,0.7207111221712285,0.6338099023597353,-6.596522297407867e-16,-0.28082109260066523
364,True,4.1855125045759434e-16,3.3306690738754696e-16,0.0,0.41744238123296085,2,True,1,8,0.6866312018603522,-0.5968699260312106,-9.908252706932908e-16,0.4150709385530447
365,True,3.20852640033791e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858658,8,True,1,6,-0.5802435193213514,0.4129954634894632,1.5817384542335883e-16,0.7019631083060535
366,True,3.3766115072321297e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858658,2,True,1,8,-0.5130792019879139,0.5640693446392623,0.6454972243679042,-0.0436902764812758
367,True,1.5737125368581197e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,6,0.024098142754118614,0.8702220521247324,3.173150370915861e-15,-0.49206997420247234
368,True,4.154653671074233e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.8420246737858658,3,True,1,8,0.4820620987856529,0.5901898523980313,0.6454972243679045,0.05123869996489825
369,True,1.2188824373837152e-16,1.1102230246251565e-16,0.0,0.8804857344718372,0,True,1,6,0.019051254620723955,0.6879709387049793,0.6123724356957967,-0.3890154716650269
370,True,1.2714424938175512e-16,1.1102230246251565e-16,2.220446049250313e-16,0.41744238123296085,6,True,1,8,0.2763370746086762,-0.3048380331985294,-1.1325718103527469e-15,0.9114338125790437
371,True,2.5438405243138006e-16,2.220446049250313e-16,0.0,0.0,5,True,1,6,0.5912289249577998,-0.36152001531444505,-0.1666666666666673,0.7014084823000858
372,True,2.2887833992611187e-16,2.220446049250313e-16,0.0,0.842024673785866,2,True,1,8,-0.04306617457931963,0.7191481709749332,-0.6454972243679006,0.2535834105848565
373,True,1.7772239894833365e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,9,0.482062098785653,0.5901898523980312,0.6454972243679044,0.05123869996489814
374,True,7.65168414856311e-16,6.106226635438361e-16,1.5543122344752192e-15,0.8420246737858653,0,True,1,6,-0.06716431733343804,-0.1510738811497994,-0.6454972243679041,0.7456533847873296
375,True,5.253434695803222e-16,4.0245584642661925e-16,1.5543122344752192e-15,0.8804857344718372,1,True,1,5,-0.0871448555112713,0.44910215900750766,-0.4082482904638625,0.7899660488059274
376,True,4.611102534756203e-16,3.3306690738754696e-16,2.220446049250313e-16,0.41744238123296246,2,True,1,6,0.734123546100591,-0.49004456021001647,0.45643546458763756,-0.11218562624477628
377,True,1.9229626863835638e-16,1.1102230246251565e-16,2.220446049250313e-16,0.41744238123296196,1,True,1,7,0.734123546100591,-0.4900445602100157,0.4564354645876382,-0.11218562624477665
378,True,1.1684569900411874e-15,8.881784197001252e-16,1.3322676295501878e-15,0.0,2,True,1,7,-0.6623824015281956,0.7282103926313319,-0.16666666666666505,-0.0564039044010642
379,True,1.806795890210658e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,8,0.024098142754118524,0.8702220521247322,3.114043131226983e-15,-0.4920699742024724
380,True,1.7554167342883506e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.8420246737858655,0,True,1,6,-0.537177344742032,-0.30615270748546985,0.6454972243679009,0.4483796977211974
381,True,2.603703785810335e-16,2.220446049250313e-16,0.0,0.8420246737858658,1,True,1,5,0.4579639560315345,-0.280032199726701,0.6454972243679018,0.543308674167371
382,True,2.603703785810335e-16,2.220446049250313e-16,0.0,0.0,6,True,1,10,-0.08670876083059768,-0.19503554191336764,0.1666666666666639,0.9626343804415072
383,True,1.1612406859618557e-16,1.1102230246251565e-16,0.0,0.842024673785866,8,True,1,6,-0.5802435193213513,0.4129954634894631,6.736793524195441e-17,0.7019631083060535
384,True,4.1154923592919263e-17,3.8163916471489756e-17,0.0,0.8420246737858658,3,True,1,8,0.02409814275411852,0.8702220521247324,3.147876993733505e-15,-0.49206997420247234
385,True,8.943370203139414e-16,6.661338147750939e-16,1.5543122344752192e-15,0.0,2,True,1,8,-0.6623824015281939,0.7282103926313341,-0.16666666666666247,-0.05640390440106475
386,True,6.591583993652515e-16,5.551115123125783e-16,6.661338147750939e-16,0.4174423812329611,9,True,1,8,-0.3323493989266349,-0.10965728972040327,0.9128709291752773,-0.21020423999278887
387,True,3.200894554336749e-16,2.220446049250313e-16,4.440892098500626e-16,0.8420246737858657,3,True,1,6,0.9951413007735664,0.02612050775876925,8.330823344653565e-16,0.09492897644617397
388,True,3.477763656540197e-16,2.220446049250313e-16,1.1102230246251565e-16,0.8804857344718368,0,True,1,7,0.8303007037924236,-0.20390100496429953,-0.40824829046386235,-0.3199350790233681
389,True,1.4144399511765242e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,8,0.41489778145221523,0.43911597124823204,6.540210146037253e-16,0.7968920847522277
390,True,4.710277376051325e-16,3.3306690738754696e-16,1.9984014443252818e-15,0.41744238123296246,1,True,1,7,0.7341235461005909,-0.4900445602100161,0.45643546458763806,-0.11218562624477638
391,True,2.7755575615628914e-16,2.220446049250313e-16,0.0,0.8420246737858655,0,True,1,7,-0.5371773447420322,-0.30615270748546997,0.6454972243679008,0.44837969772119723
392,True,1.597875599308405e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,8,0.024098142754118538,0.8702220521247324,3.195498652223221e-15,-0.49206997420247234
393,True,9.192921513844874e-16,6.661338147750939e-16,3.774758283725532e-15,0.4174423812329617,4,True,1,5,0.6561788177755521,-0.08835537765693188,-0.45643546458764006,0.5943814877740096
394,True,3.117671517009262e-14,2.0650148258027912e-14,3.086420008457935e-14,0.0,0,True,1,7,0.6934929700486433,0.39524144582915016,0.1666666666667273,-0.578855700683855
395,True,1.9243190958752963e-16,1.1102230246251565e-16,0.0,0.8420246737858658,8,True,1,8,-0.5802435193213513,0.41299546348946314,1.1975851050878183e-16,0.7019631083060535
396,True,1.2432050435751766e-16,1.1102230246251565e-16,0.0,0.8804857344718372,0,True,1,6,0.019051254620724017,0.6879709387049792,0.6123724356957968,-0.38901547166502704
397,True,2.727435500648127e-16,2.220446049250313e-16,8.881784197001252e-16,0.8420246737858658,0,True,1,6,0.4820620987856528,0.5901898523980312,0.6454972243679044,0.05123869996489802
398,True,1.415262216750919e-16,1.1102230246251565e-16,0.0,0.8420246737858661,0,True,1,8,-0.06716431733343736,-0.15107388114979922,-0.6454972243679042,0.7456533847873293
399,True,1.1282814827274846e-16,1.1102230246251565e-16,0.0,0.4174423812329614,8,True,1,10,-0.3932541670962357,0.907371807028152,3.3401365887679607e-15,0.1484168584491399
400,True,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.8804857344718369,3,True,1,6,0.7431558482811522,0.24520115404320478,0.4082482904638634,0.470030969782561
401,True,1.1200659438431632e-16,1.1102230246251565e-16,0.0,0.842024673785866,8,True,1,6,-0.5802435193213513,0.4129954634894631,9.914705053960747e-17,0.7019631083060535
402,True,1.5838319836915702e-16,1.1102230246251565e-16,0.0,0.8420246737858658,2,True,1,8,-0.5130792019879139,0.5640693446392623,0.645497224367904,-0.043690276481275755
403,True,3.040470972244059e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858657,0,True,1,6,-0.5371773447420322,-0.3061527074854699,0.6454972243679009,0.4483796977211973
404,True,3.188872858294072e-16,2.220446049250313e-16,1.1102230246251565e-16,0.4174423812329611,3,True,1,6,0.6732187779309904,0.5269845365385396,-0.4564354645876364,0.246435472197152
405,True,6.304854800243424e-16,4.440892098500626e-16,2.220446049250313e-16,0.0,3,True,1,10,0.6223394934782104,0.7619318231460648,-0.1666666666666651,0.06614887721512219
406,True,4.8009808267824715e-17,3.415200865817088e-17,0.0,0.0,9,True,1,7,-1.14247356831954e-15,-2.426425998705052e-15,1.0,1.959323534997843e-15
407,True,4.997930709674e-16,4.440892098500626e-16,1.1102230246251565e-16,0.0,2,True,1,8,-0.6623824015281944,0.7282103926313335,-0.16666666666666427,-0.0564039044010632
408,True,8.026298624474394e-17,5.21039139375419e-17,4.440892098500626e-16,0.0,9,True,1,6,-1.2300808364830334e-15,-2.4046318730512965e-15,1.0,2.0289085899264536e-15
409,True,2.618455766672135e-16,2.220446049250313e-16,0.0,0.8420246737858658,8,True,1,8,-0.0430661745793195,0.7191481709749333,-0.6454972243679006,0.25358341058485656
410,True,1.3098174201897072e-15,1.1102230246251565e-15,7.549516567451064e-15,0.41744238123296246,2,True,1,6,0.6866312018603513,-0.5968699260312106,-2.0335531954174517e-15,0.41507093855304633
411,True,3.7238012298709097e-16,3.3306690738754696e-16,4.440892098500626e-16,0.4174423812329622,3,True,1,5,0.6732187779309903,0.526984536538539,-0.4564354645876366,0.24643547219715237
412,True,2.6413408003403804e-16,2.220446049250313e-16,4.440892098500626e-16,0.8420246737858658,3,True,1,6,0.48206209878565287,0.5901898523980312,0.6454972243679044,0.05123869996489808
413,True,1.6883057536160649e-16,1.1102230246251565e-16,2.220446049250313e-16,0.8804857344718371,8,True,1,8,-0.0871448555112709,0.44910215900750794,-0.4082482904638626,0.7899660488059272
414,True,2.8441001681421824e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,6,True,1,10,-0.08670876083059775,-0.19503554191336753,0.1666666666666641,0.9626343804415072
415,True,5.566705740848049e-16,4.440892098500626e-16,2.220446049250313e-16,0.8420246737858658,2,True,1,8,-0.513079201987914,0.5640693446392622,0.6454972243679042,-0.04369027648127572
416,True,1.2033858401295033e-14,7.771561172376096e-15,1.3322676295501878e-14,0.41744238123295024,3,True,1,5,0.720711122171234,0.6338099023597317,-1.0098514319889446e-14,-0.2808210926006594
417,True,1.1102236348088375e-16,1.1102230246251565e-16,0.0,0.8420246737858658,3,True,1,9,0.024098142754118597,0.8702220521247324,3.158685920292654e-15,-0.4920699742024722
418,True,2.597223446339628e-16,2.220446049250313e-16,2.220446049250313e-16,0.842024673785866,8,True,1,6,-0.04306617457931957,0.7191481709749332,-0.6454972243679007,0.25358341058485667
419,True,3.3422138886441676e-16,2.220446049250313e-16,1.1102230246251565e-16,0.41744238123296246,1,True,1,7,0.7341235461005913,-0.4900445602100159,0.45643546458763773,-0.11218562624477646
420,True,2.5438405243138006e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858657,0,True,1,8,-0.5371773447420322,-0.3061527074854699,0.6454972243679009,0.44837969772119723
421,True,2.264010676945687e-16,2.220446049250313e-16,2.220446049250313e-16,0.41744238123296085,6,True,1,7,0.2763370746086761,-0.3048380331985295,-1.1130249644166042e-15,0.9114338125790437
422,True,2.7873116551916133e-16,2.220446049250313e-16,0.0,0.4174423812329617,6,True,1,6,0.27633707460867646,-0.30483803319852965,-1.3478753558009306e-15,0.9114338125790434
423,True,6.004449063730082e-16,4.440892098500626e-16,1.1102230246251565e-16,0.0,0,True,1,9,0.6934929700486024,0.39524144582917575,0.16666666666666852,-0.5788557006839034
