probe_id,f0,f1,f2,f3,minimum_eigenvalue,maximum_eigenvalue,singular_value_low,singular_value_high,integer_polynomial_identity_max_abs,high_eigenvalue_max_abs,low_eigenvalue_max_abs,high_projector_idempotence_max_abs,low_projector_idempotence_max_abs,projector_orthogonality_max_abs,projector_completeness_max_abs,high_projector_trace_max_abs,low_projector_trace_max_abs,probe_pass
10,-0.8609146568859846,-0.496893299912881,0.10844315106894385,0.01277047559072261,0.0005063170632320445,0.10279969590639701,0.022501490244693674,0.3206239166163326,1.348058070668188,0.008311415204714137,0.014749542585927061,0.09586190724751559,0.09586190724751559,0.09586190724751556,0.0,1.021405182655144e-14,1.0658141036401503e-14,False
11,-0.689963440116623,0.6134407153895323,0.02858655050064402,0.3831758723292583,0.003000398316999622,0.09170384910800694,0.0547758917499261,0.30282643396507997,2.116186476389494,0.019407262003104164,0.023351308130548778,0.1504843716543641,0.150484371654364,0.1504843716543641,0.0,3.774758283725532e-15,3.552713678800501e-15,False
12,-0.6859509763208584,0.5161821715133527,-0.34441187319030253,-0.3800101123677734,6.460245175457171e-05,0.10061999723591766,0.008037565038901504,0.3172065529523589,1.5167356556178544,0.01049111387519365,0.017370955867883016,0.10785675773282516,0.10785675773282516,0.10785675773282513,0.0,6.217248937900877e-15,6.217248937900877e-15,False
13,0.4348580169160998,0.102236807139992,-0.38656330712839243,-0.8068549745596028,0.0002596497503588454,0.09957489320230622,0.016113651056133906,0.3155548972877877,1.4805540067233998,0.011536217908804922,0.01822101260289037,0.10528384047810835,0.10528384047810835,0.10528384047810835,0.0,1.7763568394002505e-15,1.7763568394002505e-15,False
14,-0.5995610833419877,-0.5150832984315526,0.3883702736020497,-0.4736921295534932,0.00033066212963608687,0.1037104333370244,0.018184117510511386,0.32204104293866703,1.4056581903437042,0.007400677774086789,0.014014460088895217,0.09995791575777452,0.09995791575777446,0.09995791575777453,0.0,1.7763568394002505e-15,1.7763568394002505e-15,False
15,0.07361924113129902,0.3431513755463399,-0.9043075390973508,0.2430127888149088,2.4720110440201066e-05,0.10037502896752187,0.004971932264241043,0.31682018396485073,1.3688101038379956,0.010736082143589301,0.017655806477593204,0.09733760738403541,0.09733760738403541,0.09733760738403541,0.0,6.217248937900877e-15,6.217248937900877e-15,False
16,0.31740946723088576,-0.6076255574407537,0.15065881537867729,0.7122810775288869,0.0008325325957821781,0.0981971072820653,0.028853640944986096,0.31336417676892375,1.8163569861215487,0.012914003829045867,0.019025915677707714,0.12916316345753234,0.12916316345753232,0.12916316345753237,0.0,7.327471962526033e-15,7.105427357601002e-15,False
17,0.13694256520119155,-0.5868698736599248,-0.7637690972208565,-0.23127310988729105,0.0006464232736703421,0.09765667824656762,0.025424855430667487,0.312500685193757,1.6879369543901692,0.013454432864543509,0.019752454035317793,0.12003107231218979,0.12003107231218979,0.12003107231218978,0.0,3.9968028886505635e-15,3.9968028886505635e-15,False
18,0.6978237123895131,0.37041590199655755,0.5007656709447865,-0.35364935851520024,0.0004128693269611856,0.10331509310468534,0.020319186178614182,0.32142665276029203,1.4828657877517215,0.007796018006425903,0.014327593123909542,0.10544823379567798,0.10544823379567803,0.10544823379567798,0.0,8.881784197001252e-15,8.881784197001252e-15,False
19,0.0008097804418454184,0.9177758444599025,0.35809211844735,0.1716300623068058,0.0077016062438358636,0.10444484755053098,0.0877587958203385,0.3231792808187601,0.8175534138431821,0.006666263560580157,0.005909101761188933,0.058137131651070595,0.05813713165107062,0.058137131651070616,0.0,3.552713678800501e-15,3.552713678800501e-15,False
20,0.17777414393083968,0.7479500763960748,-0.5034682279767879,0.3943181207942086,0.001667018307650381,0.08465680458499127,0.040829135524161925,0.290958424151959,2.7510479498662135,0.026454306526119895,0.03173173266291364,0.19563007643493077,0.19563007643493074,0.19563007643493077,0.0,5.773159728050814e-15,5.329070518200751e-15,False
21,0.6052565303054754,-0.08947151537681075,0.22579539104872345,-0.7580737575196153,0.0004784823585440952,0.09419726956784054,0.021874239610649215,0.3069157369178722,2.3413740793724713,0.016913841543270747,0.023379803629170894,0.16649771231093127,0.16649771231093113,0.16649771231093127,1.1102230246251565e-16,1.9984014443252818e-15,2.6645352591003757e-15,False
22,0.5058901776783483,0.5147960527581763,0.4762524196603496,-0.5022387728569274,0.009017247388219922,0.09633547664358634,0.09495918801369313,0.31037956866325195,1.6584599442637364,0.01477563446752489,0.012702831523749694,0.11793492936986572,0.11793492936986565,0.11793492936986567,0.0,7.549516567451064e-15,7.105427357601002e-15,False
23,-0.5109239055904707,-0.34409979016628806,0.7630829674045164,-0.19559264291075454,0.0005489469598830176,0.10746371351627607,0.02342961715186609,0.32781658517572915,0.9663400111762808,0.0036473975948350945,0.010042895079396461,0.06871751190586892,0.06871751190586894,0.06871751190586892,0.0,8.881784197001252e-16,8.881784197001252e-16,False
24,0.3983082976770892,-0.35640838228492117,0.37572708566951746,-0.7570685055745721,0.014378846072671377,0.0714855755321841,0.11991182624191568,0.26736786555639797,3.165110296435123,0.03962553557892712,0.032191133950699766,0.22507450996871986,0.2250745099687199,0.2250745099687199,0.0,6.661338147750939e-15,7.105427357601002e-15,False
25,-0.8908675347581531,-0.38854575531087504,0.23484071717860439,0.015397048381797151,0.00024507355875745117,0.09796350675434207,0.015654825414467298,0.3129912247241799,1.8896061043687755,0.013147604356769163,0.019846975242456596,0.13437198964400185,0.13437198964400188,0.13437198964400182,0.0,9.325873406851315e-15,9.325873406851315e-15,False
26,-0.8824324522956903,0.4481539695625265,-0.14242680393120685,-0.013623223653222733,0.001967479081360579,0.10184266017446525,0.044356274430576104,0.31912796833631685,1.5348995227167936,0.00926845093664598,0.014245416299729627,0.10914841050430528,0.10914841050430535,0.10914841050430531,0.0,2.886579864025407e-15,2.6645352591003757e-15,False
27,0.33659500141826904,0.35055101856513,0.5926409327370632,-0.6423352031826756,0.003932850972878491,0.08629497684983317,0.06271244671417701,0.29376006680594485,2.5588222434075885,0.02481613426127806,0.02782772773284407,0.18196069286453964,0.1819606928645397,0.18196069286453972,0.0,2.6645352591003757e-15,2.6645352591003757e-15,False
28,-0.117451207549571,-0.49852339706489807,-0.774161835182488,-0.3719584511352093,0.00032086340893329896,0.10268241882149107,0.017912660576622864,0.3204409755656899,1.1786336600151852,0.008428692289620135,0.01505227332513156,0.08381394915663537,0.08381394915663537,0.08381394915663537,0.0,3.9968028886505635e-15,4.884981308350689e-15,False
29,0.5403164980299324,-0.37406587168066613,0.751520771437567,0.0578734455371151,2.830929406267297e-05,0.1013441584881115,0.0053206478987688115,0.3183459729415648,1.6882340097091677,0.009766952622999786,0.016683087773381122,0.12005219624598532,0.12005219624598529,0.12005219624598534,0.0,6.439293542825908e-15,6.217248937900877e-15,False
30,0.5079777764404234,0.14939860894995005,0.34343043125096445,0.7756894824459332,0.010094959879981496,0.0788262457344416,0.10047367754781097,0.28076012133927,2.6259624021215795,0.032284865376669566,0.029134349941132395,0.18673510415086791,0.18673510415086791,0.18673510415086791,0.0,1.5543122344752192e-15,1.7763568394002505e-15,False
31,-0.0753716239648067,-0.7656660378026263,0.46767831390736375,-0.43514552917075955,0.00351363732811794,0.07947748374444823,0.05927594223728493,0.2819175123053696,2.9030546553661436,0.03163362736666289,0.03506443448298903,0.2064394421593702,0.20643944215937024,0.20643944215937024,0.0,6.8833827526759706e-15,7.105427357601002e-15,False
32,-0.1823852890419822,-0.4497572376554886,-0.35298727798310936,0.7999087542336639,0.003121974618831017,0.09139676482917139,0.05587463305321134,0.30231897861227863,2.331521576822961,0.01971434628193973,0.02353681610755318,0.16579708990741054,0.16579708990741054,0.16579708990741054,0.0,4.440892098500626e-16,0.0,False
33,-0.6107480418066625,0.09095236923198124,0.0847191713311243,0.7820084129786483,0.001093321358344484,0.0899736155666352,0.033065410300561586,0.2999560227210569,2.6310767736434513,0.021137495544476068,0.02698861863057583,0.1870987927924232,0.18709879279242325,0.1870987927924232,0.0,1.3322676295501878e-15,8.881784197001252e-16,False
34,-0.34975837389624825,-0.3703886510108341,0.1609692398695297,-0.8453225602736818,0.002535160511664372,0.07181317878108115,0.050350377472908506,0.26797981039824836,2.913187096958542,0.03929793233003,0.04370721626280991,0.20715997133927413,0.20715997133927416,0.2071599713392741,0.0,3.3306690738754696e-15,3.552713678800501e-15,False
35,-0.024571118621991222,0.9525668264317567,0.11756755538124285,-0.27962576997314437,0.0015187650708645363,0.0827794554235703,0.03897133652910221,0.28771419051477165,2.865086134904093,0.028331655687540896,0.033757335061120795,0.20373945848206892,0.20373945848206887,0.20373945848206887,0.0,4.440892098500626e-16,4.440892098500626e-16,False
36,-0.1428124306795378,-0.4420541519711667,-0.4715490585387286,0.7495560164255194,0.005446218170219573,0.08103973364198946,0.07379849707290503,0.284674785750318,2.88716790649027,0.030071377469121655,0.03156960374334658,0.20530971779486384,0.20530971779486384,0.20530971779486384,0.0,4.440892098500626e-16,4.440892098500626e-16,False
37,-0.35165462245203916,0.15911928727873212,0.3109087470681241,0.8685366025220533,9.279642959126487e-05,0.1008891361477062,0.009633090344809648,0.31763050254612857,1.5523967478066245,0.010221974963404962,0.017073622978257885,0.11039265762180434,0.11039265762180434,0.11039265762180431,0.0,4.218847493575595e-15,3.552713678800501e-15,False
38,-0.8440572283344073,-0.4506733458625356,-0.05450698429668262,0.2854643923300887,0.0004478380614877243,0.10610089326712908,0.021162184704980824,0.32573132067261984,1.07362680337536,0.005010217843982034,0.011506824226939265,0.0763467949066923,0.07634679490669227,0.0763467949066923,0.0,1.0658141036401503e-14,1.0658141036401503e-14,False
39,-0.8870947356141854,0.3748237695807246,0.0890180330189105,0.254255504562514,0.014772483944386204,0.0797500319847462,0.12154210770093714,0.28240048155898423,2.730164337835938,0.03136107912636499,0.023533039626423207,0.1941450195794444,0.1941450195794444,0.19414501957944447,0.0,4.440892098500626e-16,4.440892098500626e-16,False
40,0.8037700711602017,-0.27721938927763706,0.2653684590398841,0.4546236507953097,0.0046699153377519126,0.09223128460103204,0.06833677880725658,0.30369603981782844,2.143337579231283,0.01887982651007919,0.021154355616771574,0.1524151167453357,0.1524151167453357,0.15241511674533573,0.0,2.4424906541753444e-15,2.6645352591003757e-15,False
41,-0.5034230170459275,0.06910758498769887,0.8380397157882603,-0.1986928342116934,0.0005914401517617024,0.10431863944202288,0.024319542589483514,0.3229839615863656,0.9572403357662289,0.0067924716690883485,0.013145475961771076,0.06807042387670964,0.0680704238767097,0.06807042387670961,0.0,0.0,8.881784197001252e-16,False
42,0.3328888705848323,0.09977297731152036,0.6762290289276724,-0.649572669741182,9.571187878689417e-05,0.08794705346684761,0.009783244798475308,0.29655868469300917,2.4134556427341938,0.023164057644263672,0.030012790209921054,0.1716235123722093,0.17162351237220927,0.1716235123722093,0.0,1.3322676295501878e-15,1.7763568394002505e-15,False
43,0.3857208805950266,-0.09173007060673381,-0.6598044028818568,-0.6383284000866617,0.003381336379498719,0.09696074105896087,0.05814925949226455,0.3113851972380204,1.8231550209848821,0.01415037005215028,0.017713478117095945,0.12964657927003603,0.12964657927003603,0.129646579270036,0.0,1.3322676295501878e-15,1.7763568394002505e-15,False
44,-0.6294604111989981,0.14969184449268513,-0.3682140924088718,-0.6676753137394529,0.007139101765835348,0.08206981708163744,0.08449320544183034,0.2864783012404909,2.4681196133174867,0.029041294029473738,0.02884663670808262,0.17551072805813245,0.1755107280581325,0.17551072805813242,0.0,3.552713678800501e-15,3.552713678800501e-15,False
45,0.4557381584777263,0.8566103715904243,0.23223346036838396,0.06774232116167979,9.290702500377464e-07,0.10129613163610382,0.0009638829026586925,0.3182705321516647,1.4794630965437547,0.009814979475007257,0.016758494849202145,0.10520626464311139,0.10520626464311139,0.10520626464311145,0.0,1.021405182655144e-14,9.769962616701378e-15,False
46,-0.620686390938515,0.6332915335956238,-0.080241512180506,-0.4552488740269542,6.817832814456302e-05,0.10781383546736695,0.00825701690349263,0.3283501720227461,1.0669877484747161,0.0032972756437441575,0.010173541760043692,0.07587468433597983,0.07587468433597977,0.07587468433597984,0.0,6.217248937900877e-15,7.105427357601002e-15,False
47,0.06830126245636557,0.8570045246737168,-0.49323277754542844,0.13266351944097113,0.0016732913840497585,0.0820736471186995,0.04090588446727143,0.2864849858521376,2.7830543300614323,0.029037463992411666,0.03430861705280598,0.19790608569325752,0.19790608569325752,0.1979060856932575,0.0,6.661338147750939e-15,7.105427357601002e-15,False
48,-0.7395958222406763,0.36672212074459576,0.009708185913372094,0.5642859709464657,0.0029392118042868057,0.07336246313025314,0.054214498100478674,0.2708550592664888,3.0565933074433724,0.03774864798085803,0.04175388062101555,0.2173577463070843,0.21735774630708427,0.2173577463070843,0.0,2.220446049250313e-15,1.7763568394002505e-15,False
49,0.10606623228159279,0.0947204330537705,-0.5688280146048939,-0.8100695548731283,0.0006980679627433737,0.10416916152046608,0.0264209758098253,0.3227524771716959,1.372484123895413,0.006941949590645105,0.013188326072345843,0.0975988710325627,0.0975988710325627,0.09759887103256269,0.0,5.329070518200751e-15,5.329070518200751e-15,False
50,-0.2596199387711298,0.21792676538623626,0.12780139052484785,0.9320795121129326,0.002472228368102475,0.09678266513513316,0.04972150810366149,0.3110991242918134,1.8970149884675243,0.01432844597597796,0.018800662052319644,0.13489884362435728,0.13489884362435728,0.13489884362435725,0.0,5.329070518200751e-15,5.329070518200751e-15,False
51,0.02249644018274442,-0.6684082984042117,-0.7184952607830528,-0.19102046234836612,0.0025167543050735658,0.09442250020298576,0.050167263280685,0.3072824436946988,1.8937422782583369,0.016688610908125373,0.021116301047496493,0.13466611756503732,0.13466611756503732,0.13466611756503732,0.0,4.884981308350689e-15,4.884981308350689e-15,False
52,-0.6717449494430997,-0.5932705398643406,-0.4432273855877361,-0.018392229115078422,0.0015017053673829716,0.08394020823250203,0.03875184340625581,0.28972436596272333,2.6787975221011138,0.027170902878609113,0.032613641955671166,0.19049226823830143,0.1904922682383014,0.19049226823830143,0.0,1.199040866595169e-14,1.1546319456101628e-14,False
53,0.22740079875050778,0.8233406437009329,0.37011126620758006,0.36526252447244906,5.9874388686732915e-05,0.10357697239474861,0.007737854268899933,0.3218337651564059,1.5125783621670932,0.0075341387163625345,0.014418708772120536,0.10756112797632668,0.10756112797632666,0.10756112797632668,0.0,5.773159728050814e-15,5.773159728050814e-15,False
54,0.2928329748616963,-0.6722319385351013,0.3442544877412168,0.5863803520898541,0.007629661340133777,0.08410362397337419,0.08734793266090375,0.290006248162646,2.55071686923369,0.027007487137736985,0.02632227024204718,0.18138431070106237,0.1813843107010624,0.1813843107010624,0.0,9.103828801926284e-15,8.881784197001252e-15,False
55,-0.7867317451507393,-0.15906732014211183,0.4040054015060057,-0.43878284422804226,0.00024346757252505745,0.10557625730200483,0.015603447456413518,0.324925002580603,1.3039167639994647,0.005534853809106344,0.012235830681025902,0.0927229698844064,0.09272296988440643,0.09272296988440638,0.0,3.1086244689504383e-15,3.1086244689504383e-15,False
56,-0.19181264107579055,-0.38856622776589234,-0.02106893738844086,0.9009885111590694,0.0004146718175674497,0.10756304726437647,0.020363492273366316,0.3279680582989393,0.9596588487500757,0.0035480638467347003,0.010077836473611462,0.06824240702222761,0.06824240702222761,0.0682424070222276,1.1102230246251565e-16,3.552713678800501e-15,3.552713678800501e-15,False
57,0.6792639881404552,0.18676034709208766,-0.4904558157295306,-0.5130049707231376,0.004494254808298499,0.07327496208406073,0.06703920351778128,0.27069348363797147,3.2496568192539588,0.03783614902705046,0.04028633866319646,0.2310867071469482,0.23108670714694818,0.23108670714694823,0.0,2.6645352591003757e-15,2.6645352591003757e-15,False
58,-0.3298186053069077,-0.564523166253572,0.6008603349872638,-0.4598914439250217,0.003966216161524777,0.09423322440092782,0.06297790216833819,0.30697430576666807,2.152455308183444,0.01687788671018335,0.01985611499310279,0.15306348858193378,0.15306348858193375,0.15306348858193378,0.0,3.9968028886505635e-15,3.552713678800501e-15,False
59,-0.6965977095653483,0.03874307311980291,0.5300953046419923,0.4819227877057255,0.01518238384606509,0.06455107241382275,0.12321681640938907,0.25406903080427323,3.264820585667163,0.046560038697288364,0.038322099295667864,0.23216501942522044,0.23216501942522044,0.23216501942522047,0.0,2.220446049250313e-15,2.6645352591003757e-15,False
60,0.6156485747076788,-0.3169486628660574,-0.47467893653966436,-0.5433233703545204,0.01789053911812356,0.07691019573464675,0.1337555199538455,0.27732687524768806,2.935534151185676,0.034200915376464386,0.023254820702785256,0.20874909519542584,0.20874909519542587,0.20874909519542587,0.0,0.0,0.0,False
61,-0.7938762097418368,-0.31593958322491084,-0.3984321766691373,0.33345845911042377,3.219573690611e-05,0.10600573067274129,0.0056741287354192095,0.3255852126137508,1.0393784436563962,0.005105380438369916,0.012017629145908693,0.07391135599334372,0.07391135599334375,0.07391135599334374,0.0,8.881784197001252e-15,9.325873406851315e-15,False
62,0.0326232242715919,-0.7818619027191849,0.49228767279399777,0.3811568411160046,0.026488690877290732,0.055558264498959745,0.16275346655998063,0.2357080068622187,3.4254176152595135,0.055552846612151444,0.036008600179304726,0.24358525264067646,0.2435852526406765,0.24358525264067646,0.0,8.215650382226158e-15,7.993605777301127e-15,False
63,-0.01646976921087977,0.2740183285493731,-0.9027218783438328,-0.3312641131793944,0.00925755095667303,0.09282491378120498,0.09621616785485188,0.30467181323713716,1.8384504482978277,0.018286197329906204,0.01597309081767726,0.1307342541011789,0.1307342541011789,0.1307342541011789,0.0,5.551115123125783e-15,5.329070518200751e-15,False
64,-0.556659263867038,-0.2829201899587661,0.7806485649280219,0.02597013940129955,0.00026073233424918997,0.09897710060382675,0.016147208249390664,0.31460626281723436,1.8887633839141786,0.012134010507284479,0.018817722617479708,0.1343120628561194,0.13431206285611919,0.13431206285611938,0.0,4.440892098500626e-16,4.440892098500626e-16,False
65,0.3359639653909004,0.1045869142688784,-0.896050169296955,-0.27070996550816934,0.0001435525107194241,0.0973996275332376,0.011981340105323115,0.31208913395573,1.5693306873035806,0.013711483577873579,0.02051237551159845,0.11159684887492138,0.11159684887492136,0.11159684887492136,0.0,1.5543122344752192e-15,1.7763568394002505e-15,False
66,0.035710501104950394,0.9641820856714483,-0.2443431125454726,0.09681998312683296,0.000692426359182685,0.09849954632630546,0.026313995500164642,0.3138463737663787,1.5552616830298094,0.012611564784805726,0.018863582870067258,0.11059638634878632,0.11059638634878632,0.11059638634878632,0.0,4.440892098500626e-15,5.329070518200751e-15,False
67,0.5929900696530261,-0.5090551667023981,-0.6232580388965008,0.02783938751806302,0.0008986230479456152,0.06622038535109866,0.0299770420146087,0.25733321851463065,3.3164353900438774,0.044890725760012504,0.05093654715651136,0.23583540551423127,0.23583540551423127,0.2358354055142313,0.0,1.7763568394002505e-15,2.220446049250313e-15,False
68,0.2911336332825155,-0.640399716667031,-0.1915485088941672,-0.6844257295024269,0.0006813831764070278,0.09600728065061495,0.026103317344870706,0.3098504165732474,1.6770353619816105,0.015103830460496168,0.021366891728533365,0.1192558479631368,0.11925584796313693,0.11925584796313679,0.0,3.774758283725532e-15,3.552713678800501e-15,False
69,0.37165599746566513,-0.893992587635662,0.11197797587900205,0.22385264286654366,0.001672911877307341,0.10081488209262217,0.04090124542489312,0.31751359355564945,1.2338406599733904,0.01029622901848902,0.015567761585625745,0.08773978026477447,0.0877397802647745,0.08773978026477451,0.0,6.661338147750939e-15,7.105427357601002e-15,False
70,0.49196808795933655,0.6754799267591083,-0.5096094417573819,0.2049206818426917,0.0004280991397134439,0.1043748125713422,0.020690556776303628,0.3230709095095722,1.4266706316783444,0.006736298539768967,0.013252643844499977,0.10145213380823784,0.10145213380823781,0.10145213380823785,0.0,4.440892098500626e-16,4.440892098500626e-16,False
71,0.7941788878812945,-0.4992131207661272,0.3461680491143219,-0.015291692874194443,0.0003580721992127883,0.10827369820705901,0.01892279575572247,0.32904968957143693,0.8534397141204035,0.0028374129040522472,0.009423785149283565,0.060689046337450925,0.06068904633745098,0.06068904633745096,0.0,4.6629367034256575e-15,4.440892098500626e-15,False
72,0.024288453647000184,0.4941708446822258,-0.8160615779633704,-0.2987452899334596,0.024309421766443413,0.07403676809022029,0.1559147900824146,0.27209698287599643,2.949727669467209,0.03707434302089094,0.019709365698891493,0.20975841205100165,0.20975841205100165,0.20975841205100165,0.0,7.327471962526033e-15,7.105427357601002e-15,False
73,0.6583747021342863,-0.1443123158107737,0.6455192502119502,-0.35919577489263815,0.005152534662114211,0.11029366670372247,0.07178115812742374,0.3321049031612187,0.2180645112429782,0.0008174444073887899,0.0026093541897188564,0.015506809688389578,0.015506809688389578,0.015506809688389562,0.0,1.7763568394002505e-15,1.7763568394002505e-15,False
74,0.35912185921113066,0.09365674513159968,-0.861205801915755,-0.34725274811689655,1.7563478066184963e-06,0.09371897510257902,0.0013252727291461544,0.306135550210326,1.9712252279617761,0.01739213600853219,0.02433482410516988,0.14017601621061504,0.14017601621061504,0.14017601621061504,0.0,1.3322676295501878e-15,1.7763568394002505e-15,False
75,-0.3698251628893605,0.14931702884671647,0.748394829946348,-0.5299424047005709,0.00031980046376711317,0.09935004946572189,0.017882965743050372,0.3151984287170891,1.24310687620151,0.011761061645389231,0.01838570562606647,0.08839871119655184,0.08839871119655184,0.08839871119655185,0.0,1.7763568394002505e-15,1.7763568394002505e-15,False
76,0.8336095297165671,0.40978225477823077,-0.07115271003553117,-0.3634706968782945,0.00234978839428593,0.10423381495200644,0.04847461597873603,0.3228526211013416,1.195033437443664,0.00687729615910479,0.011471952209263718,0.08498015555154942,0.08498015555154947,0.08498015555154942,0.0,8.43769498715119e-15,8.881784197001252e-15,False
77,0.178538776188806,0.629097396730047,-0.03990881449752299,0.7554916659698395,0.004632983340587401,0.08052816893148247,0.06806602192421268,0.28377485605931063,2.4579032262421787,0.030582942179628647,0.032894403283485515,0.174784229421666,0.17478422942166605,0.174784229421666,0.0,3.1086244689504383e-15,2.6645352591003757e-15,False
78,-0.8089108477859234,-0.41946207030255345,0.40905284050245794,-0.04889361500876365,0.00041505877366192944,0.10302361968439835,0.020372991279189453,0.3209729267156318,1.4051276499560457,0.008087491426712931,0.014616877097495734,0.09992018844131884,0.09992018844131884,0.09992018844131885,0.0,7.105427357601002e-15,7.105427357601002e-15,False
79,-0.3930411291974392,0.6422370313863219,0.03039510093891049,0.6573632208408071,0.001652823840780333,0.08624311230860299,0.04065493624125283,0.29367177649308246,2.29410134691126,0.024867998802508146,0.030159619406171952,0.16313609578035637,0.16313609578035632,0.16313609578035632,0.0,5.551115123125783e-15,5.329070518200751e-15,False
80,-0.7585984330866191,0.031695580232430444,-0.46659777580164585,-0.45366322655601354,0.0166535159993366,0.06616540630736503,0.12904850250714497,0.25722637171830776,3.0836092662067784,0.04494570480374625,0.03523663324885405,0.21927888115248195,0.21927888115248195,0.21927888115248192,0.0,8.881784197001252e-16,4.440892098500626e-16,False
81,0.18563387395301725,0.5237050414589256,-0.4680556129565501,-0.6871659461669852,0.013747010535160904,0.08337913705029737,0.11724764618175029,0.28875445806133865,2.3468953440644666,0.027731974060813708,0.020929407970096982,0.16689033557791788,0.16689033557791788,0.16689033557791785,0.0,5.10702591327572e-15,5.329070518200751e-15,False
82,0.5336716693109279,-0.31578317550605256,0.2633909097465156,0.738986308469314,0.0011685386936942262,0.097684109368009,0.03418389523875572,0.31254457181018036,1.825186211080832,0.013427001743102213,0.019202907493852103,0.12979101945463695,0.1297910194546369,0.12979101945463695,0.0,6.439293542825908e-15,6.217248937900877e-15,False
83,-0.31438593261855086,0.5529191846132885,0.03747854453077264,-0.7707381003674303,0.0004313304534512035,0.10415207298119086,0.02076849665842965,0.3227260029517158,1.3334713290944677,0.006959038129920339,0.013472152120913222,0.0948246278467178,0.09482462784671775,0.09482462784671782,0.0,5.773159728050814e-15,5.329070518200751e-15,False
84,0.13504936725480035,0.22396700566419248,-0.9181715117959245,0.2975928824825622,1.8802512104025374e-05,0.10481564370795841,0.004336186354854387,0.3237524420108031,1.3043628236669949,0.006295467403152774,0.01322110933549291,0.09275468968298631,0.09275468968298628,0.0927546896829863,0.0,4.884981308350689e-15,4.440892098500626e-15,False
85,0.4667001589349168,0.3345790260968393,0.35629524002314716,0.7370899123465616,0.009826902732695821,0.07658050402697247,0.09913073556014713,0.27673182691366105,2.716498680543943,0.03453060708413866,0.031648148795887315,0.1931732395053471,0.1931732395053471,0.19317323950534712,0.0,8.881784197001252e-16,4.440892098500626e-16,False
