elementary_invariant,coefficient_id,f0_power,f1_power,f2_power,f3_power,target_coefficient,canonical_coefficient,residual,coefficient_pass
e3,12,3,2,0,1,-0.0004932482896708673,-0.0004932482896709034,3.61039323437673e-17,True
e3,13,3,1,2,0,8.10583108807449e-05,8.105831088091106e-05,-1.6615398293340355e-16,True
e3,14,3,1,1,1,0.0022065310898353695,0.0022065310898353833,-1.3877787807814457e-17,True
e3,15,3,1,0,2,-0.00044292906407469965,-0.0004429290640745121,-1.8756697583999227e-16,True
e3,16,3,0,3,0,-0.0009485592431198056,-0.0009485592431198102,4.553649124439119e-18,True
e3,17,3,0,2,1,-4.583469339423886e-05,-4.583469339426598e-05,2.711860683929368e-17,True
e3,18,3,0,1,2,0.0011756080353827695,0.001175608035382778,-8.456776945386935e-18,True
e3,19,3,0,0,3,-7.385068005253499e-06,-7.3850680052892504e-06,3.575156663770951e-17,True
e3,20,2,4,0,0,0.012841452745577034,0.012841452745577055,-2.0816681711721685e-17,True
e3,21,2,3,1,0,0.00475569369067855,0.004755693690678704,-1.5439038936193583e-16,True
e3,22,2,3,0,1,0.0024054531871801144,0.0024054531871800936,2.0816681711721685e-17,True
e3,23,2,2,2,0,0.034544730417153856,0.03454473041715391,-5.551115123125783e-17,True
e3,24,2,2,1,1,0.006149989186463038,0.006149989186463062,-2.3418766925686896e-17,True
e3,25,2,2,0,2,0.03139064542477036,0.031390645424770366,-6.938893903907228e-18,True
e3,26,2,1,3,0,0.004808381725420004,0.004808381725420167,-1.6306400674181987e-16,True
e3,27,2,1,2,1,-0.0016613992251287989,-0.00166139922512881,1.1058862159352145e-17,True
e3,28,2,1,1,2,-0.00020652221601655414,-0.00020652221601640767,-1.4647571350279165e-16,True
e3,29,2,1,0,3,0.007517484495397614,0.007517484495397617,-2.6020852139652106e-18,True
e3,30,2,0,4,0,0.01557578983663458,0.015575789836634574,6.938893903907228e-18,True
e3,31,2,0,3,1,0.00836422557789784,0.008364225577897838,1.734723475976807e-18,True
e3,32,2,0,2,2,0.03354536627230993,0.033545366272309904,2.7755575615628914e-17,True
e3,33,2,0,1,3,0.00606352848478386,0.006063528484783826,3.382710778154774e-17,True
e3,34,2,0,0,4,0.015813617716684183,0.015813617716684145,3.8163916471489756e-17,True
e3,35,1,5,0,0,0.0001215368692023718,0.00012153686920247337,-1.0156263850757963e-16,True
e3,36,1,4,1,0,0.0005162096952798818,0.0005162096952798679,1.3986208025063007e-17,True
e3,37,1,4,0,1,-0.0004481108990079657,-0.0004481108990079999,3.4206578541917665e-17,True
e3,38,1,3,2,0,0.0002800289642650626,0.0002800289642652452,-1.8263385595518322e-16,True
e3,39,1,3,1,1,0.002232254538681445,0.002232254538681428,1.691355389077387e-17,True
e3,40,1,3,0,2,0.00029431653030803813,0.0002943165303082338,-1.9564428202500928e-16,True
e3,41,1,2,3,0,0.0004892981744878711,0.000489298174487856,1.5070410197548512e-17,True
e3,42,1,2,2,1,-0.00038353324616105186,-0.0003835332461610967,4.483175983227561e-17,True
e3,43,1,2,1,2,0.0025428677207598232,0.00254286772075981,1.3010426069826053e-17,True
e3,44,1,2,0,3,-0.0002659975482031176,-0.0002659975482031527,3.5128150388530344e-17,True
e3,45,1,1,4,0,0.00021911937220165102,0.00021911937220171768,-6.665132855354639e-17,True
e3,46,1,1,3,1,0.0022016020449819105,0.002201602044981896,1.474514954580286e-17,True
e3,47,1,1,2,2,0.00027190721494736465,0.00027190721494753687,-1.7222551509932238e-16,True
e3,48,1,1,1,3,0.0016627971818616155,0.0016627971818615926,2.2985086056692694e-17,True
e3,49,1,1,0,4,0.000230474474656255,0.00023047447465634097,-8.59772322781005e-17,True
e3,50,1,0,5,0,6.762711050878334e-18,4.986993049905416e-18,1.7757180009729176e-18,True
e3,51,1,0,4,1,-0.00012390178295676127,-0.0001239017829567685,7.237049501340742e-18,True
e3,52,1,0,3,2,0.0023563795548715875,0.0023563795548715936,-6.071532165918825e-18,True
e3,53,1,0,2,3,-8.174918223725891e-05,-8.174918223727953e-05,2.0613393804380653e-17,True
e3,54,1,0,1,4,0.0022536535072659354,0.0022536535072659376,-2.168404344971009e-18,True
e3,55,1,0,0,5,0.00011485036941549548,0.00011485036941547943,1.6046192152785466e-17,True
