elementary_invariant,coefficient_id,f0_power,f1_power,f2_power,f3_power,target_coefficient,canonical_coefficient,residual,coefficient_pass
e4,157,0,0,7,1,-2.912311030897098e-18,-2.504031483383124e-18,-4.08279547513974e-19,True
e4,158,0,0,6,2,0.0008278954585781165,0.0008278954585781123,4.228388472693467e-18,True
e4,159,0,0,5,3,-0.00022608559641232003,-0.00022608559641231965,-3.7947076036992655e-19,True
e4,160,0,0,4,4,0.001471263161535551,0.001471263161535542,8.890457814381136e-18,True
e4,161,0,0,3,5,-0.00046346729382434415,-0.0004634672938243451,9.215718466126788e-19,True
e4,162,0,0,2,6,0.0009185189894816858,0.0009185189894816779,7.914675859144182e-18,True
e4,163,0,0,1,7,-0.00020974788440785423,-0.00020974788440785466,4.336808689942018e-19,True
e4,164,0,0,0,8,0.00016522283359476182,0.00016522283359475905,2.7647155398380363e-18,True
e5,0,10,0,0,0,6.839718599878072e-06,6.83971859987815e-06,-7.792703114739563e-20,True
e5,1,9,1,0,0,-6.809761300059107e-07,-6.809761300056338e-07,-2.769797737521562e-19,True
e5,2,9,0,1,0,-3.972193998085508e-06,-3.972193998085532e-06,2.371692252312041e-20,True
e5,3,9,0,0,1,1.7024375633315871e-06,1.7024375633315173e-06,6.988021814847978e-20,True
e5,4,8,2,0,0,1.0445637829094041e-05,1.044563782909422e-05,-1.7787691892340307e-19,True
e5,5,8,1,1,0,2.0166874770132585e-05,2.0166874770132893e-05,-3.083199928005653e-19,True
e5,6,8,1,0,1,2.0686338489669577e-05,2.0686338489669675e-05,-9.825582188149884e-20,True
e5,7,8,0,2,0,2.3734685078702155e-05,2.3734685078702382e-05,-2.270048298641525e-19,True
e5,8,8,0,1,1,3.4861923274880774e-05,3.4861923274880916e-05,-1.4230153513872246e-19,True
e5,9,8,0,0,2,2.309264517414325e-05,2.3092645174143434e-05,-1.8295911660692887e-19,True
e5,10,7,3,0,0,-1.5036887469894583e-06,-1.503688746988658e-06,-8.002343769185002e-19,True
e5,11,7,2,1,0,-8.185164630049121e-06,-8.185164630048902e-06,-2.185345003916095e-19,True
e5,12,7,2,0,1,-2.3413089677891534e-06,-2.341308967789126e-06,-2.752857078576476e-20,True
e5,13,7,1,2,0,-3.566971934304514e-06,-3.5669719343037858e-06,-7.280248181650711e-19,True
e5,14,7,1,1,1,8.37760731631345e-06,8.37760731631398e-06,-5.30242624981192e-19,True
e5,15,7,1,0,2,-4.686578487712601e-06,-4.6865784877117945e-06,-8.063753657860939e-19,True
e5,16,7,0,3,0,-1.1639521922689178e-05,-1.163952192268924e-05,6.268043809681823e-20,True
e5,17,7,0,2,1,-3.866355663832187e-06,-3.866355663832379e-06,1.9227647902672618e-19,True
e5,18,7,0,1,2,3.804214030738456e-07,3.8042140307379904e-07,4.658681209898652e-20,True
e5,19,7,0,0,3,1.349682387758153e-06,1.3496823877579036e-06,2.4945120296639145e-19,True
e5,20,6,4,0,0,3.3792114582074676e-06,3.3792114582076497e-06,-1.8211208365967457e-19,True
e5,21,6,3,1,0,4.9426093791928004e-05,4.942609379192869e-05,-6.844026213814747e-19,True
e5,22,6,3,0,1,3.562171533083497e-05,3.562171533083499e-05,-2.0328790734103208e-20,True
e5,23,6,2,2,0,8.200430235630996e-05,8.200430235631094e-05,-9.75781955236954e-19,True
e5,24,6,2,1,1,8.771442654064424e-05,8.771442654064502e-05,-7.724940478959219e-19,True
e5,25,6,2,0,2,6.226943396425564e-05,6.226943396425606e-05,-4.2012834183813297e-19,True
e5,26,6,1,3,0,5.8708652485332455e-05,5.8708652485333295e-05,-8.402566836762659e-19,True
e5,27,6,1,2,1,4.189517497068581e-05,4.1895174970686056e-05,-2.439454888092385e-19,True
e5,28,6,1,1,2,5.3363225865469486e-05,5.336322586547003e-05,-5.421010862427522e-19,True
e5,29,6,1,0,3,7.626093271681957e-05,7.626093271681979e-05,-2.168404344971009e-19,True
e5,30,6,0,4,0,3.652504763516032e-05,3.652504763516052e-05,-1.9651164376299768e-19,True
e5,31,6,0,3,1,0.00010280131651660459,0.00010280131651660483,-2.439454888092385e-19,True
e5,32,6,0,2,2,0.00010678246813057709,0.0001067824681305775,-4.0657581468206416e-19,True
e5,33,6,0,1,3,8.828515420836239e-05,8.828515420836232e-05,6.776263578034403e-20,True
e5,34,6,0,0,4,3.706669408878105e-05,3.706669408878119e-05,-1.3552527156068805e-19,True
e5,35,5,5,0,0,-1.0670196985107244e-06,-1.0670196985097516e-06,-9.72817339921564e-19,True
e5,36,5,4,1,0,-5.291927455750815e-06,-5.2919274557502e-06,-6.14945919706622e-19,True
e5,37,5,4,0,1,-6.416215734654706e-06,-6.4162157346545915e-06,-1.1434944787933055e-19,True
e5,38,5,3,2,0,-4.896924364113968e-06,-4.8969243641115775e-06,-2.3903269771516356e-18,True
e5,39,5,3,1,1,2.1610459227874127e-05,2.161045922787497e-05,-8.436448154652831e-19,True
e5,40,5,3,0,2,-1.1498085625783593e-05,-1.1498085625781309e-05,-2.2836008257975937e-18,True
e5,41,5,2,3,0,-2.1092657018174845e-05,-2.1092657018174482e-05,-3.6253010142484055e-19,True
e5,42,5,2,2,1,4.5935665780728305e-06,4.593566578072012e-06,8.182338270476541e-19,True
e5,43,5,2,1,2,3.923433383013734e-06,3.9234333830136e-06,1.3383120566617945e-19,True
e5,44,5,2,0,3,-1.0017422640268017e-05,-1.0017422640267936e-05,-8.131516293641283e-20,True
e5,45,5,1,4,0,-2.5546788823443017e-06,-2.5546788823435275e-06,-7.741881137904305e-19,True
e5,46,5,1,3,1,3.4769411063168176e-05,3.476941106316906e-05,-8.809142651444724e-19,True
e5,47,5,1,2,2,1.7398626203136147e-05,1.7398626203138502e-05,-2.354751593366955e-18,True
e5,48,5,1,1,3,2.004555981907887e-05,2.004555981907967e-05,-7.995991022080595e-19,True
e5,49,5,1,0,4,-7.0569559554330515e-06,-7.056955955432003e-06,-1.0486267887008238e-18,True
e5,50,5,0,5,0,-1.215933841789148e-05,-1.2159338417891512e-05,3.218725199566341e-20,True
e5,51,5,0,4,1,-9.055054771855415e-06,-9.055054771855632e-06,2.168404344971009e-19,True
e5,52,5,0,3,2,2.4768913394195007e-06,2.4768913394195765e-06,-7.580944877925988e-20,True
e5,53,5,0,2,3,7.715197749803476e-06,7.715197749803037e-06,4.387630666777276e-19,True
e5,54,5,0,1,4,1.3522506966607112e-05,1.3522506966607145e-05,-3.218725199566341e-20,True
e5,55,5,0,0,5,-7.261040779049916e-07,-7.261040779053264e-07,3.347897724022622e-19,True
e5,56,4,6,0,0,-1.989097057376265e-06,-1.989097057376131e-06,-1.342547221398066e-19,True
e5,57,4,5,1,0,4.811934710511238e-05,4.8119347105113035e-05,-6.572975670693371e-19,True
e5,58,4,5,0,1,1.9992570800493505e-05,1.9992570800493285e-05,2.202285662861181e-19,True
e5,59,4,4,2,0,0.0001041192361266675,0.00010411923612666871,-1.2061749168901237e-18,True
e5,60,4,4,1,1,6.862000764491597e-05,6.862000764491669e-05,-7.182839392716467e-19,True
e5,61,4,4,0,2,5.827523081012437e-05,5.827523081012483e-05,-4.607859233063394e-19,True
e5,62,4,3,3,0,0.0001396486550507639,0.00013964865505076594,-2.032879073410321e-18,True
e5,63,4,3,2,1,6.949174192909062e-05,6.949174192909068e-05,-5.421010862427522e-20,True
e5,64,4,3,1,2,6.908167404522628e-05,6.90816740452278e-05,-1.5178830414797062e-18,True
e5,65,4,3,0,3,0.00012198115869295481,0.00012198115869295472,9.486769009248164e-20,True
e5,66,4,2,4,0,0.00015543597454438008,0.000155435974544381,-9.215718466126788e-19,True
e5,67,4,2,3,1,0.00019731945383447177,0.00019731945383447196,-1.8973538018496328e-19,True
e5,68,4,2,2,2,0.00022967034751758398,0.0002296703475175847,-7.318364664277155e-19,True
e5,69,4,2,1,3,0.0001673219741472765,0.00016732197414727734,-8.402566836762659e-19,True
e5,70,4,2,0,4,0.00012426788247097738,0.00012426788247097743,-5.421010862427522e-20,True
e5,71,4,1,5,0,6.132290356386012e-05,6.132290356386099e-05,-8.673617379884035e-19,True
e5,72,4,1,4,1,-2.8059288600770213e-06,-2.8059288600766003e-06,-4.2097537478538727e-19,True
e5,73,4,1,3,2,2.901792469878311e-05,2.901792469878473e-05,-1.6195269951502222e-18,True
e5,74,4,1,2,3,4.742162655612338e-05,4.742162655612363e-05,-2.507217523872729e-19,True
e5,75,4,1,1,4,3.688336356011608e-05,3.68833635601168e-05,-7.182839392716467e-19,True
e5,76,4,1,0,5,0.00010339483195529958,0.00010339483195529969,-1.0842021724855044e-19,True
e5,77,4,0,6,0,2.852875429999186e-05,2.8528754299991786e-05,7.453889935837843e-20,True
e5,78,4,0,5,1,0.00010739671128248589,0.00010739671128248593,-4.0657581468206416e-20,True
e5,79,4,0,4,2,0.00015246266035927547,0.00015246266035927553,-5.421010862427522e-20,True
e5,80,4,0,3,3,0.0001942926092548675,0.00019429260925486698,5.149960319306146e-19,True
e5,81,4,0,2,4,0.00013841477321555753,0.00013841477321555734,1.8973538018496328e-19,True
e5,82,4,0,1,5,7.427281341031183e-05,7.427281341031119e-05,6.369687763352339e-19,True
e5,83,4,0,0,6,3.288112085853086e-05,3.2881120858530594e-05,2.642742795433417e-19,True
e5,84,3,7,0,0,3.089956319859608e-09,3.089956320541311e-09,-6.817027038621016e-19,True
e5,85,3,6,1,0,1.7097194004303139e-06,1.7097194004305953e-06,-2.814266967252413e-19,True
e5,86,3,6,0,1,-4.782515634164655e-06,-4.782515634164941e-06,2.862971361719535e-19,True
e5,87,3,5,2,0,4.068478392513846e-06,4.068478392516546e-06,-2.699494002899455e-18,True
e5,88,3,5,1,1,2.799875879517499e-05,2.799875879517506e-05,-7.115076756936123e-20,True
e5,89,3,5,0,2,-3.0417686176513194e-06,-3.04176861764877e-06,-2.549569171235444e-18,True
e5,90,3,4,3,0,-1.8305608040393794e-06,-1.8305608040390965e-06,-2.829090043829363e-19,True
e5,91,3,4,2,1,4.829774316199806e-06,4.829774316198451e-06,1.3552527156068805e-18,True
e5,92,3,4,1,2,2.0099114376581616e-05,2.0099114376581216e-05,3.9979955110402976e-19,True
e5,93,3,4,0,3,-1.0748250916168634e-05,-1.0748250916168711e-05,7.792703114739563e-20,True
e5,94,3,3,4,0,7.923582258977424e-06,7.923582258979543e-06,-2.1192764340302594e-18,True
e5,95,3,3,3,1,7.565952796879512e-05,7.565952796879556e-05,-4.336808689942018e-19,True
e5,96,3,3,2,2,2.8264468797087452e-05,2.8264468797092846e-05,-5.3939058081153846e-18,True
e5,97,3,3,1,3,6.75326677951073e-05,6.753266779510752e-05,-2.168404344971009e-19,True
e5,98,3,3,0,4,-6.362873899952516e-06,-6.362873899950193e-06,-2.3225643413712915e-18,True
e5,99,3,2,5,0,-9.967257618311338e-06,-9.967257618311284e-06,-5.421010862427522e-20,True
e5,100,3,2,4,1,1.2333209732960525e-05,1.2333209732959472e-05,1.0537089863843496e-18,True
e5,101,3,2,3,2,3.199023216822843e-05,3.1990232168228256e-05,1.7618285302889447e-19,True
e5,102,3,2,2,3,3.7242786471370485e-06,3.7242786471356593e-06,1.3891340334970526e-18,True
e5,103,3,2,1,4,5.924017016240077e-05,5.924017016240043e-05,3.3881317890172014e-19,True
e5,104,3,2,0,5,-5.872182453526389e-06,-5.872182453526402e-06,1.3552527156068805e-20,True
e5,105,3,1,6,0,2.829156048414535e-06,2.8291560484148723e-06,-3.3711911300721153e-19,True
e5,106,3,1,5,1,3.651574028566274e-05,3.651574028566293e-05,-1.8973538018496328e-19,True
e5,107,3,1,4,2,3.8286370109211364e-05,3.828637010921345e-05,-2.087089182034596e-18,True
e5,108,3,1,3,3,5.4343163949598836e-05,5.434316394959902e-05,-1.8295911660692887e-19,True
e5,109,3,1,2,4,5.3174087162341e-06,5.317408716236389e-06,-2.2886830234811195e-18,True
e5,110,3,1,1,5,3.872368689232454e-05,3.872368689232459e-05,-4.743384504624082e-20,True
e5,111,3,1,0,6,3.0386298165627396e-07,3.0386298165687186e-07,-5.9789938164312925e-19,True
e5,112,3,0,7,0,-3.675902324837998e-06,-3.675902324838017e-06,1.9058241313221758e-20,True
e5,113,3,0,6,1,-1.5997557638984712e-06,-1.5997557638985288e-06,5.759824041329242e-20,True
e5,114,3,0,5,2,1.4666947867376358e-05,1.4666947867376478e-05,-1.2027867851011065e-19,True
e5,115,3,0,4,3,1.91908168967872e-05,1.9190816896786988e-05,2.1345230270808369e-19,True
e5,116,3,0,3,4,4.6970835234757814e-05,4.6970835234758044e-05,-2.303929616531697e-19,True
e5,117,3,0,2,5,1.3860491264354618e-05,1.3860491264354162e-05,4.557037256228136e-19,True
e5,118,3,0,1,6,2.5507284176894403e-05,2.5507284176894417e-05,-1.3552527156068805e-20,True
e5,119,3,0,0,7,2.4802400538542174e-07,2.4802400538524714e-07,1.7459466625279266e-19,True
e5,120,2,8,0,0,8.318376972223509e-07,8.318376972223996e-07,-4.870439446712227e-20,True
e5,121,2,7,1,0,2.0384407809642087e-05,2.038440780964246e-05,-3.7269449679189215e-19,True
e5,122,2,7,0,1,-4.369826106038008e-06,-4.369826106038174e-06,1.6601845766184287e-19,True
e5,123,2,6,2,0,6.993409623515011e-05,6.993409623515048e-05,-3.6591823321385775e-19,True
e5,124,2,6,1,1,-3.954574610431623e-06,-3.954574610431475e-06,-1.4823076576950256e-19,True
e5,125,2,6,0,2,3.5644327118042194e-05,3.564432711804237e-05,-1.7618285302889447e-19,True
e5,126,2,5,3,0,8.582155576175329e-05,8.58215557617552e-05,-1.9109063290057016e-18,True
e5,127,2,5,2,1,-4.174277601834937e-05,-4.174277601834956e-05,1.9651164376299768e-19,True
e5,128,2,5,1,2,-6.156361893816291e-06,-6.156361893814803e-06,-1.4882368883258057e-18,True
e5,129,2,5,0,3,3.797163768674073e-05,3.797163768674052e-05,2.1006417091906648e-19,True
e5,130,2,4,4,0,0.00018950048278788226,0.00018950048278788286,-5.963111948670274e-19,True
e5,131,2,4,3,1,5.374235075700392e-05,5.374235075700401e-05,-8.809142651444724e-20,True
e5,132,2,4,2,2,0.0002563076897482112,0.0002563076897482111,5.421010862427522e-20,True
e5,133,2,4,1,3,5.161259896019781e-05,5.161259896019866e-05,-8.470329472543003e-19,True
e5,134,2,4,0,4,0.00010612126851844546,0.00010612126851844525,2.0328790734103208e-19,True
e5,135,2,3,5,0,8.548668852859751e-05,8.548668852859952e-05,-2.0057740190981832e-18,True
e5,136,2,3,4,1,-0.00011847323024243544,-0.00011847323024243538,-6.776263578034403e-20,True
e5,137,2,3,3,2,-2.8989412004766238e-05,-2.898941200476276e-05,-3.4762232155316486e-18,True
e5,138,2,3,2,3,-7.63993586639984e-06,-7.639935866399793e-06,-4.743384504624082e-20,True
e5,139,2,3,1,4,-6.791664143169195e-05,-6.791664143169002e-05,-1.9244588561617704e-18,True
e5,140,2,3,0,5,0.00011397355880560421,0.00011397355880560429,-8.131516293641283e-20,True
e5,141,2,2,6,0,0.00010811632767324643,0.00010811632767324647,-4.0657581468206416e-20,True
e5,142,2,2,5,1,9.870748347070484e-05,9.870748347070454e-05,2.981555974335137e-19,True
e5,143,2,2,4,2,0.0003013585153617683,0.0003013585153617676,7.047314121155779e-19,True
e5,144,2,2,3,3,0.00017161344944670559,0.00017161344944670542,1.6263032587282567e-19,True
e5,145,2,2,2,4,0.00023694141572698662,0.00023694141572698545,1.1655173354219173e-18,True
e5,146,2,2,1,5,3.5628778166324846e-05,3.562877816632491e-05,-6.098637220230962e-20,True
e5,147,2,2,0,6,9.562180427579245e-05,9.562180427579199e-05,4.607859233063394e-19,True
e5,148,2,1,7,0,1.8633671740994544e-05,1.8633671740994957e-05,-4.1335207826009857e-19,True
e5,149,2,1,6,1,-5.778706088677776e-05,-5.77870608867774e-05,-3.5914196963582334e-19,True
e5,150,2,1,5,2,-3.1846725605337296e-05,-3.1846725605335744e-05,-1.5517643593698782e-18,True
e5,151,2,1,4,3,-0.00012468953661206103,-0.00012468953661206087,-1.6263032587282567e-19,True
e5,152,2,1,3,4,-7.991580990687321e-05,-7.991580990687129e-05,-1.9244588561617704e-18,True
e5,153,2,1,2,5,3.193976465831929e-05,3.1939764658319485e-05,-1.9651164376299768e-19,True
e5,154,2,1,1,6,-2.802660430692882e-05,-2.8026604306928187e-05,-6.335806445462167e-19,True
e5,155,2,1,0,7,5.625658373874796e-05,5.6256583738747896e-05,6.098637220230962e-20,True
e5,156,2,0,8,0,8.731430752883763e-06,8.731430752883635e-06,1.2705494208814505e-19,True
e5,157,2,0,7,1,3.24134485750627e-05,3.241344857506268e-05,2.0328790734103208e-20,True
e5,158,2,0,6,2,7.33562797493725e-05,7.335627974937214e-05,3.6591823321385775e-19,True
e5,159,2,0,5,3,9.588663784046035e-05,9.588663784045997e-05,3.7947076036992655e-19,True
e5,160,2,0,4,4,0.00011765239457114814,0.00011765239457114741,7.318364664277155e-19,True
e5,161,2,0,3,5,6.391279884818031e-05,6.391279884817945e-05,8.538092108323347e-19,True
e5,162,2,0,2,6,6.945694296596475e-05,6.9456942965964e-05,7.453889935837843e-19,True
e5,163,2,0,1,7,7.2221503862987895e-06,7.222150386298363e-06,4.2690460541616737e-19,True
e5,164,2,0,0,8,1.4008361268317e-05,1.4008361268316732e-05,2.676624113323589e-19,True
e5,165,1,9,0,0,5.348440512734669e-07,5.348440512736757e-07,-2.0879362149818503e-19,True
e5,166,1,8,1,0,2.403717296701806e-06,2.4037172967017194e-06,8.682087709356578e-20,True
e5,167,1,8,0,1,-2.1185991700083036e-06,-2.118599170008592e-06,2.8841471854008927e-19,True
e5,168,1,7,2,0,2.122374397023203e-06,2.1223743970242853e-06,-1.0820845901173687e-18,True
e5,169,1,7,1,1,8.529985107122014e-06,8.529985107121814e-06,1.9989977555201488e-19,True
e5,170,1,7,0,2,4.354185167642551e-06,4.3541851676435975e-06,-1.046085689859061e-18,True
e5,171,1,6,3,0,9.69040414276592e-06,9.69040414276564e-06,2.795208725939191e-19,True
e5,172,1,6,2,1,-9.238900713181756e-06,-9.238900713182443e-06,6.877907531704919e-19,True
e5,173,1,6,1,2,9.810387416905366e-06,9.81038741690497e-06,3.9641141931501256e-19,True
e5,174,1,6,0,3,-5.537045782401101e-06,-5.5370457824016435e-06,5.421010862427522e-19,True
e5,175,1,5,4,0,3.707546235695723e-06,3.7075462356971418e-06,-1.418780186650953e-18,True
e5,176,1,5,3,1,3.791301288189928e-05,3.791301288189884e-05,4.336808689942018e-19,True
e5,177,1,5,2,2,2.6421941029246863e-06,2.6421941029279727e-06,-3.2864878353466853e-18,True
e5,178,1,5,1,3,2.5450065028481855e-05,2.5450065028481266e-05,5.89534931288993e-19,True
e5,179,1,5,0,4,6.299986950556316e-06,6.299986950557767e-06,-1.4509674386466165e-18,True
e5,180,1,4,5,0,9.067907922914835e-06,9.067907922914581e-06,2.541098841762901e-19,True
e5,181,1,4,4,1,-7.039527877312276e-06,-7.039527877312924e-06,6.479802046495398e-19,True
e5,182,1,4,3,2,3.8690992712571994e-05,3.8690992712571404e-05,5.89534931288993e-19,True
e5,183,1,4,2,3,-2.3656913763709418e-05,-2.3656913763710593e-05,1.1756817307889689e-18,True
e5,184,1,4,1,4,3.7984312324007484e-05,3.798431232400712e-05,3.6591823321385775e-19,True
e5,185,1,4,0,5,-1.7517270722146378e-06,-1.7517270722148838e-06,2.4606307117737425e-19,True
e5,186,1,3,6,0,3.3827380390002357e-06,3.382738039000805e-06,-5.692061405548898e-19,True
e5,187,1,3,5,1,3.746473904951478e-05,3.746473904951445e-05,3.3203691532368573e-19,True
e5,188,1,3,4,2,1.3281800123649774e-06,1.3281800123677912e-06,-2.8138434507787857e-18,True
e5,189,1,3,3,3,4.871492934685296e-05,4.871492934685195e-05,1.009663273127126e-18,True
e5,190,1,3,2,4,-2.5519585476955326e-06,-2.5519585476926273e-06,-2.90532300908225e-18,True
e5,191,1,3,1,5,1.9994536898090746e-05,1.9994536898090164e-05,5.827586677109586e-19,True
e5,192,1,3,0,6,5.482417242350954e-06,5.482417242351685e-06,-7.318364664277155e-19,True
e5,193,1,2,7,0,1.8961517798544579e-06,1.8961517798544195e-06,3.832824086325709e-20,True
e5,194,1,2,6,1,-2.539310587078795e-06,-2.5393105870789955e-06,2.0032329202564203e-19,True
e5,195,1,2,5,2,3.579195191681497e-05,3.57919519168149e-05,6.776263578034403e-20,True
e5,196,1,2,4,3,-1.9655036944294264e-05,-1.965503694429496e-05,6.979551485375435e-19,True
e5,197,1,2,3,4,7.508348125895422e-05,7.508348125895406e-05,1.6263032587282567e-19,True
e5,198,1,2,2,5,-1.2960526001953106e-05,-1.2960526001953646e-05,5.404070203482436e-19,True
e5,199,1,2,1,6,3.598899077486883e-05,3.5988990774868684e-05,1.4907779871675686e-19,True
e5,200,1,2,0,7,2.6271036749917767e-06,2.627103674991712e-06,6.479802046495398e-20,True
e5,201,1,1,8,0,7.315684168059091e-07,7.315684168059526e-07,-4.351631766518968e-20,True
e5,202,1,1,7,1,8.531753956558104e-06,8.531753956558014e-06,8.978549240895584e-20,True
e5,203,1,1,6,2,3.360141469717866e-06,3.360141469718476e-06,-6.098637220230962e-19,True
e5,204,1,1,5,3,1.645611260433857e-05,1.6456112604338095e-05,4.743384504624082e-19,True
e5,205,1,1,4,4,-9.619473028399916e-06,-9.619473028398673e-06,-1.2434443665693129e-18,True
e5,206,1,1,3,5,1.2094694871721476e-05,1.209469487172088e-05,5.963111948670274e-19,True
e5,207,1,1,2,6,-5.614401472258798e-06,-5.614401472257942e-06,-8.555032767268433e-19,True
e5,208,1,1,1,7,7.939830484485241e-06,7.939830484485068e-06,1.7279472123987727e-19,True
e5,209,1,1,0,8,2.250571115125319e-06,2.250571115125426e-06,-1.0714966782766899e-19,True
e5,210,1,0,9,0,1.9583190809463223e-20,1.8408573646843312e-20,1.1746171626199103e-21,True
e5,211,1,0,8,1,-4.1366781168791794e-07,-4.1366781168792493e-07,6.988021814847978e-21,True
e5,212,1,0,7,2,9.131555194659924e-06,9.131555194659938e-06,-1.3552527156068805e-20,True
e5,213,1,0,6,3,-1.6996781086586062e-06,-1.6996781086586293e-06,2.3081647812679684e-20,True
e5,214,1,0,5,4,3.5098443278539975e-05,3.509844327854002e-05,-4.743384504624082e-20,True
e5,215,1,0,4,5,-6.319470094437397e-06,-6.319470094437533e-06,1.3552527156068805e-19,True
e5,216,1,0,3,6,3.416490910843195e-05,3.416490910843193e-05,2.0328790734103208e-20,True
e5,217,1,0,2,7,-3.2223914766417056e-06,-3.2223914766418602e-06,1.545835128739098e-19,True
e5,218,1,0,1,8,8.799383490596563e-06,8.799383490596536e-06,2.710505431213761e-20,True
e5,219,1,0,0,9,8.331097610424792e-07,8.331097610424366e-07,4.256340559952859e-20,True
e5,220,0,10,0,0,1.9647408045447923e-06,1.9647408045447856e-06,6.776263578034403e-21,True
e5,221,0,9,1,0,-2.0258707765020197e-06,-2.025870776501912e-06,-1.0757318430129614e-19,True
e5,222,0,9,0,1,-1.0575885370183597e-05,-1.0575885370183599e-05,1.6940658945086007e-21,True
e5,223,0,8,2,0,2.8395581257289742e-05,2.839558125728967e-05,7.115076756936123e-20,True
e5,224,0,8,1,1,-8.624825997551768e-06,-8.624825997551872e-06,1.0333801956502464e-19,True
e5,225,0,8,0,2,2.3879741653152804e-05,2.387974165315274e-05,6.437450399132683e-20,True
e5,226,0,7,3,0,-8.029556960395666e-06,-8.029556960394985e-06,-6.810144895924575e-19,True
e5,227,0,7,2,1,-4.646412713846038e-05,-4.6464127138460486e-05,1.0842021724855044e-19,True
e5,228,0,7,1,2,-1.5079189944585785e-05,-1.5079189944585243e-05,-5.421010862427522e-19,True
e5,229,0,7,0,3,-2.8870193097841187e-05,-2.8870193097841116e-05,-7.115076756936123e-20,True
e5,230,0,6,4,0,8.727648001043886e-05,8.727648001043871e-05,1.4907779871675686e-19,True
e5,231,0,6,3,1,-3.7445735343641845e-05,-3.7445735343642075e-05,2.303929616531697e-19,True
e5,232,0,6,2,2,0.0001509898783752156,0.00015098987837521498,6.2341624917916505e-19,True
e5,233,0,6,1,3,-2.7593290879570944e-05,-2.759329087957082e-05,-1.2197274440461925e-19,True
e5,234,0,6,0,4,5.1721829087063626e-05,5.172182908706334e-05,2.846030702774449e-19,True
e5,235,0,5,5,0,-7.446852114779195e-06,-7.446852114778011e-06,-1.1841520602615119e-18,True
e5,236,0,5,4,1,-7.88364661625436e-05,-7.883646616254382e-05,2.168404344971009e-19,True
e5,237,0,5,3,2,-6.337289602641045e-05,-6.337289602640843e-05,-2.019326546254252e-18,True
e5,238,0,5,2,3,-7.463035621808824e-05,-7.463035621808827e-05,2.710505431213761e-20,True
e5,239,0,5,1,4,-4.995940260628701e-05,-4.9959402606286106e-05,-9.012430558785756e-19,True
e5,240,0,5,0,5,-2.741289576278904e-06,-2.7412895762786825e-06,-2.2149911570699954e-19,True
e5,241,0,4,6,0,8.456607973222088e-05,8.45660797322207e-05,1.8973538018496328e-19,True
e5,242,0,4,5,1,-3.637688649708982e-05,-3.637688649709013e-05,3.1170812458958252e-19,True
e5,243,0,4,4,2,0.0002473587817814987,0.00024735878178149743,1.2468324983583301e-18,True
e5,244,0,4,3,3,-7.253542463431895e-05,-7.25354246343188e-05,-1.4907779871675686e-19,True
e5,245,0,4,2,4,0.00021189613595911394,0.0002118961359591124,1.5449880957918438e-18,True
e5,246,0,4,1,5,-5.0772313146747364e-05,-5.077231314674692e-05,-4.472333961502706e-19,True
e5,247,0,4,0,6,5.013052303747165e-05,5.0130523037471105e-05,5.421010862427522e-19,True
e5,248,0,3,7,0,-1.534948899809669e-06,-1.5349488998090053e-06,-6.636503141737443e-19,True
e5,249,0,3,6,1,-6.907353137412848e-05,-6.90735313741286e-05,1.2197274440461925e-19,True
e5,250,0,3,5,2,-5.98295423947625e-05,-5.9829542394760507e-05,-1.9922214919421144e-18,True
e5,251,0,3,4,3,-0.0001209089178832202,-0.0001209089178832204,2.0328790734103208e-19,True
e5,252,0,3,3,4,-9.650052648722961e-05,-9.65005264872277e-05,-1.9109063290057016e-18,True
e5,253,0,3,2,5,-2.053023180768822e-05,-2.053023180768803e-05,-1.8973538018496328e-19,True
e5,254,0,3,1,6,-4.502288746717331e-05,-4.502288746717257e-05,-7.386127300057499e-19,True
e5,255,0,3,0,7,2.477184335530192e-05,2.4771843355302074e-05,-1.5585406229479126e-19,True
e5,256,0,2,8,0,2.1930347821204427e-05,2.1930347821204288e-05,1.3891340334970526e-19,True
e5,257,0,2,7,1,-8.050776547874072e-06,-8.05077654787421e-06,1.3891340334970526e-19,True
e5,258,0,2,6,2,0.00013397976701017396,0.0001339797670101732,7.589415207398531e-19,True
e5,259,0,2,5,3,-4.5486952903516826e-05,-4.548695290351698e-05,1.5585406229479126e-19,True
e5,260,0,2,4,4,0.00020656403609350976,0.00020656403609350807,1.6805133673525319e-18,True
e5,261,0,2,3,5,-7.708706829526326e-05,-7.708706829526302e-05,-2.439454888092385e-19,True
e5,262,0,2,2,6,0.00010586586051705608,0.00010586586051705479,1.2874900798265365e-18,True
e5,263,0,2,1,7,-3.9424218946704565e-05,-3.9424218946704375e-05,-1.8973538018496328e-19,True
e5,264,0,2,0,8,2.2259056608596403e-05,2.2259056608596105e-05,2.981555974335137e-19,True
e5,265,0,1,9,0,5.653903563891827e-20,1.3745819554141954e-19,-8.091915990250127e-20,True
e5,266,0,1,8,1,-1.493819899973513e-05,-1.4938198999735102e-05,-2.879912020664621e-20,True
e5,267,0,1,7,2,-1.402882504156586e-05,-1.402882504156534e-05,-5.200782296141404e-19,True
e5,268,0,1,6,3,-6.13780649720685e-05,-6.137806497206856e-05,5.421010862427522e-20,True
e5,269,0,1,5,4,-3.91302139220301e-05,-3.9130213922029145e-05,-9.554531645028508e-19,True
