sample_id,source_index,f0,f1,f2,f3,top_pencil_eigenvalue,one_ninth_gap,s4,s6,residual_norm_squared,residual_identity_prediction,residual_identity_residual,eigenvalue_0,eigenvalue_1,eigenvalue_2,eigenvalue_3,eigenweight_0,eigenweight_1,eigenweight_2,eigenweight_3
2011,20113,-0.9970406055107712,-0.06829197828731716,-0.03377717767000758,0.010263475676791223,0.0730309158650561,0.03808019524605501,1.0670283915242125,0.4723876891432675,0.013940077223790811,0.013940077223790759,5.204170427930421e-17,0.0752682719870338,0.638305267904753,0.6878032116745648,1.0986232484336482,0.0006860362295190358,0.06708318480504696,3.213612250542773e-05,0.9321986428429284
2012,20123,-0.346197460431144,-0.26066908678681466,0.8485217856921277,0.3036605420376469,0.087847869953098,0.023263241158013107,1.1823318430152945,0.6570041638935769,0.0713160914517706,0.07131609145177009,5.134781488891349e-16,0.11501688630208896,0.46977311755379825,0.6402936778321673,1.2749163183119472,0.013006667952992825,0.09619701881442067,7.196858587711286e-05,0.8907243446467092
2013,20133,-0.6218758583839417,-0.45058619939077643,0.29497172166893765,-0.5685368739962904,0.09780922106144486,0.01330189004966624,1.3407833866398617,0.8703880505202864,0.06646753560011515,0.06646753560011542,-2.7755575615628914e-16,0.12285099597450236,0.3324839831987263,0.6380041768930179,1.4066608439337536,0.00017183821977737228,0.06111406889630465,1.239958191622121e-05,0.9387016933020009
2014,20143,0.1579439973119672,0.09229471208721432,0.9596099667091206,-0.21373837190915462,0.1059624281635129,0.00514868294759821,1.4839398700754816,1.0966246771734793,0.05236018474644439,0.05236018474644277,1.6167622796103842e-15,0.1230245552664102,0.30452648300269897,0.5490389153544641,1.5234100463764282,0.024291086193147092,0.0032472931945749803,0.0015345480637030278,0.9709270725485757
2015,20153,-0.812616673064912,0.4602648289134732,-0.26583361207638373,0.23904585462330788,0.10369546021534641,0.007415650895764694,1.4449662663908456,1.0283888854741388,0.053617165817259296,0.05361716581726039,-1.096345236817342e-15,0.16747671741136305,0.23260411196974834,0.6120286951869608,1.4878904754319275,0.02197531262035908,0.010423630731073587,0.0009397172298626911,0.9666613394187042
2016,20163,-0.13376623246941066,-0.26224849271346873,-0.6301618486186861,-0.7184903392989591,0.10582344709629535,0.005287664014815757,1.4745086447764724,1.0932233365005621,0.06605402623083266,0.06605402623083201,6.522560269672795e-16,0.11724554947806974,0.35462277811683107,0.5043984791667978,1.5237331932383025,0.033246442034484965,0.0011264457488586277,0.0011251447325823997,0.9645019674840745
2017,20173,-0.3356931993822463,0.426530948460257,-0.6183594118217137,0.568342382464663,0.08292745880754797,0.028183652303563136,1.043518663633828,0.5589994981274242,0.12323204330016597,0.12323204330016613,-1.5265566588595902e-16,0.285658437049992,0.4602737026910821,0.5413272615066724,1.2127405987522528,0.15174888517615623,0.03741278426078862,0.0005754562000048878,0.8102628743630501
2018,20183,0.7676291803852626,-0.4267781762274466,-0.19240616557657392,-0.4377050344297452,0.0692145585460349,0.04189655256507621,0.9222560880602327,0.3950956199140108,0.0587563732966414,0.05875637329664152,-1.1796119636642288e-16,0.2481482503938862,0.5853057080790316,0.6343796581626059,1.0321663833644767,0.08323938239820405,0.08709249962748249,0.014406958724015819,0.8152611592502976
2019,20193,-0.5427059959686832,0.26093566862644996,0.02019986982981424,-0.7981069753090532,0.10841898703140826,0.0026921240797028456,1.5367183478590887,1.1738691128510033,0.030654216903887012,0.030654216903886145,8.673617379884035e-16,0.10050169151721862,0.32505171621864304,0.5160210488072886,1.5584255434568508,0.01402375893749915,9.381900783769866e-06,0.0011992000844870381,0.9847676590772305
2020,20203,-0.15247265890699394,-0.06555694521089737,-0.16271995506277437,-0.9726132794923249,0.1029518624458266,0.008159248665284502,1.4306001259559809,1.0070772311600116,0.057155099543748866,0.05715509954374909,-2.220446049250313e-16,0.12326289651771942,0.3044784113619375,0.5925230137637221,1.479735678356621,0.007431428239222641,0.03321845268546522,1.6675085494111992e-05,0.9593334439898175
2021,20213,0.948288370017184,-0.02911628559741346,-0.11318454075211434,-0.29511128229516265,0.07492704176465065,0.03618406934646046,0.9668992677949644,0.45067939577638544,0.08115589050678829,0.08115589050678818,1.1102230246251565e-16,0.2549991278872773,0.5151016861386654,0.6266847418793897,1.1032144440946692,0.09235155719372076,0.08630858756645514,0.015155381731336634,0.8061844735084869
2022,20223,0.018431254859992145,0.3230840087430322,0.0846665277472333,-0.9423951353960002,0.10692849624456577,0.004182614866545337,1.5132901876851441,1.1251969850194887,0.026593410709023317,0.026593410709021992,1.3253287356462806e-15,0.11924162879412133,0.268124316440235,0.578188622424642,1.5344454323410028,0.0012896240691109484,0.015213625848234383,6.779361611056517e-05,0.9834289564665452
2023,20233,-0.7482165316411022,0.5032477498680267,-0.36479275733713173,-0.2320344117283039,0.10409802330255391,0.007013087808557195,1.4566516977911277,1.0396981797861486,0.04440935927181918,0.04440935927181888,2.983724378680108e-16,0.13555055868182048,0.26268850758735607,0.607978480216808,1.4937824535140163,0.0004497260498124471,0.029662126569976174,3.4533763460181496e-06,0.9698846940038648
2024,20243,0.15794867055044526,-0.6988812062198331,0.2989435155848467,-0.6302777574639855,0.07534718519685103,0.03576392591426007,0.9441793605310066,0.4468095372392468,0.09467233410606209,0.09467233410606246,-3.7470027081099033e-16,0.3425915859881725,0.4582663810551622,0.5902061062231799,1.1089359267334857,0.1805338841738193,0.024405245893539772,0.02029128667603919,0.7747695832566021
2025,20253,-0.7224646983265184,-0.24482873661671237,-0.24634851505743754,0.5978428376485184,0.1099260184686596,0.0011850926424515074,1.5737179563761712,1.22273664773689,0.006832210974905132,0.006832210974904829,3.0357660829594124e-16,0.08858776489730046,0.31588793683518546,0.5167205960693726,1.5788037021981416,0.001657881032194981,0.0015725203544467172,0.0005924059379435685,0.9961771926754155
2026,20263,-0.34757781205205135,0.4482420051367633,0.4781657525652438,0.6705417827949253,0.10120386959980072,0.00990724151131038,1.3829786676764457,0.9594114277577191,0.08890976699997424,0.0889097669999741,1.3877787807814457e-16,0.13947412141785356,0.34622029431969714,0.5555932598211362,1.4587123244413127,0.03851190190356722,0.021926903911099284,0.000591039074646961,0.9389701551106856
2027,20273,-0.22689771132159514,0.4042754162919323,-0.7791793752718338,0.42185106083782925,0.09013670444130703,0.020974406669804074,1.1942656345474298,0.6980894336548775,0.09771367849061033,0.09771367849061008,2.498001805406602e-16,0.17373981094356153,0.37716580139806977,0.646209387190523,1.302885000467846,0.042936434956705884,0.06134349207333864,0.005103050144851807,0.890617022825103
2028,20283,0.3802568075933713,-0.5891199863057924,-0.3455760552167267,-0.6236341812912493,0.09735318452034811,0.013757926590762998,1.3272925309913766,0.8591999580264453,0.07581579807301501,0.07581579807301453,4.85722573273506e-16,0.13745661524185052,0.3271470486643497,0.6346626857437346,1.4007336503500656,0.01096223888172988,0.0547117905633345,0.0011159924634894945,0.933209978091447
2029,20293,-0.47883091104119363,0.8774077669378314,-0.028414034113616284,-0.008319363798907404,0.10895837321695105,0.0021527378941600533,1.5568198984656192,1.18996407433401,0.007597289511807647,0.007597289511809269,-1.6219664500383146e-15,0.1167822066084827,0.2534202875824238,0.5671241181414984,1.5626733876675947,0.000658756590432601,0.0033482111521724316,0.0005196558749201881,0.9954733763824755
2030,20303,0.5374890135991421,0.6253397335754401,0.40300529728550716,-0.39704219956049863,0.09598083469849444,0.015130276412616661,1.2757022411456966,0.8257143197991854,0.11750554082558728,0.1175055408255874,-1.1102230246251565e-16,0.17585870016185592,0.3780493104308327,0.5580352003324944,1.388056789074818,0.06927782661429303,0.0262823670559826,0.002205619281538472,0.9022341870481859
2031,20313,-0.03482666978526671,0.3191247967144392,-0.3583539820193879,-0.8766577957016545,0.10407495921454803,0.007036151896563078,1.4356479040904133,1.041138342137067,0.08253193883258056,0.08253193883258003,5.273559366969494e-16,0.12776270213198448,0.3666289707598826,0.5056414958052301,1.4999668313029035,0.042025269408566074,0.005862932169403922,7.03592567151304e-06,0.9521047624963584
2032,20323,-0.7649876021938146,0.6173324841290551,-0.007844917894255985,0.1833931018114928,0.10064209232212035,0.010469018788990758,1.3607732690230891,0.9447560069456218,0.10973676579123852,0.10973676579123759,9.298117831235686e-16,0.15429969655301545,0.38390697489551323,0.5084495083597796,1.4533438201916922,0.06473234316670372,0.007929759334385882,4.616401308230402e-09,0.927337892882509
2033,20333,-0.16464183342483174,0.3771725173489512,-0.3251252253828024,0.8514267711688109,0.05631067219391231,0.054800438917198796,0.7745147374080124,0.27784947735849164,0.022906479954081193,0.022906479954081238,-4.5102810375396984e-17,0.46878898535570673,0.5665960555798085,0.6040369155100269,0.8605780435544573,0.14302949292444336,0.059567329080227285,0.048780459074848945,0.74862271892048
2034,20343,-0.4464828081440947,0.7766814739603664,0.20364177103637576,0.3949038099685602,0.10157331151488988,0.009537799596221225,1.4073076536853841,0.968431494174137,0.0579219596782897,0.05792195967828939,3.0531133177191805e-16,0.15875247581173452,0.2502304875595296,0.6337910462879597,1.457225990340775,0.0014590684950661168,0.03976471311785934,3.393705383042845e-05,0.958742281333244
2035,20353,-0.5720415075214157,-0.6544330486806221,-0.1877255840931593,0.4574330590852553,0.10478743091113572,0.006323680199975382,1.4583366870226584,1.0613261399602736,0.06305631223528992,0.06305631223529051,-5.967448757360216e-16,0.13396136376637555,0.300855068842819,0.5582362509074011,1.506947316483403,0.03181968392770743,0.0024680678722236583,0.0020511333232792616,0.9636611148767895
