denominator_limit,maximum_approximation_error,maximum_idempotence_error,trace,trace_error_from_10,minimum_eigenvalue,maximum_eigenvalue,near_zero_eigenvalue_count,near_one_eigenvalue_count
12,0.04164721506336693,0.06759259259259259,9.714610389610389,0.2853896103896112,-0.201353583316116,1.0988589951236232,3,1
24,0.020814673308852314,0.029513888888888888,9.962246679114696,0.037753320885304475,-0.11370125631366955,1.0408748318886336,0,1
60,0.008322338775376477,0.011493629362686782,10.007998871884126,0.007998871884126402,-0.04282041280272733,1.018932990115657,0,1
120,0.004164644744784135,0.004816669339980261,9.996197613799632,0.003802386200367991,-0.02106212177573281,1.0081745685790684,0,1
360,0.0013871003718571525,0.001604847872474866,10.000430283804276,0.0004302838042757884,-0.005712767152968677,1.0012942026950729,0,1
1080,0.00045735787979913326,0.000425363061509893,10.000016103462347,1.610346234670601e-05,-0.0010351902012832178,1.00026430510914,0,1
10000,3.883327777939184e-05,3.492612788526723e-05,9.999999918999372,8.100062842686384e-08,-3.737210893657079e-05,1.0000105377688306,34,4
100000,4.180725104283591e-06,4.008866806162145e-06,10.000000000436282,4.362821215408985e-10,-4.0946541903657454e-06,1.0000000799525322,44,10
