probe_id,point_norm_squared,e1_direct,e1_canonical,e1_residual,e2_direct,e2_canonical,e2_residual,e3_direct,e3_canonical,e3_residual,e4_direct,e4_canonical,e4_residual,e5_direct,e5_canonical,e5_residual
10,4.263713720088935,1.7765473833703909,1.7765473833703895,1.3322676295501878e-15,1.2304080675260503,1.2304080675260478,2.4424906541753444e-15,0.4136154188139964,0.4136154188139951,1.27675647831893e-15,0.0678468272256045,0.06784682722560416,3.469446951953614e-16,0.00475607386552795,0.004756073865527909,4.0766001685454967e-17
11,7.890861085467136,3.287858785611311,3.2878587856113066,4.440892098500626e-15,4.189650523514386,4.189650523514371,1.509903313490213e-14,2.567017077104114,2.567017077104096,1.8207657603852567e-14,0.7538765206410741,0.7538765206410643,9.880984919163893e-15,0.09090403158457065,0.0909040315845685,2.1510571102112408e-15
12,1.1060594604322482,0.4608581085134369,0.4608581085134367,1.6653345369377348e-16,0.08015072336960402,0.08015072336960397,5.551115123125783e-17,0.006306451089008341,0.006306451089008327,1.3877787807814457e-17,0.0001997008699002834,0.00019970086990028283,5.692061405548898e-19,9.822157437023995e-07,9.822157437023825e-07,1.6940658945086007e-20
13,1.7678999053569773,0.7366249605654053,0.7366249605654073,1.9984014443252818e-15,0.21072601545632919,0.21072601545633046,1.27675647831893e-15,0.029096421051231284,0.029096421051231624,3.400058012914542e-16,0.0019417096120514865,0.0019417096120515297,4.3151246464923076e-17,5.429545439286164e-05,5.429545439286399e-05,2.3445871979999033e-18
14,4.955934684760001,2.064972785316668,2.0649727853166673,8.881784197001252e-16,1.6058111808030975,1.6058111808030948,2.6645352591003757e-15,0.56113415006069,0.5611341500606873,2.6645352591003757e-15,0.07678089901355245,0.07678089901355144,1.0130785099704553e-15,0.00102977561639574,0.0010297756163955936,1.463672932855431e-16
15,4.637474692529035,1.9322811218870954,1.9322811218870979,2.4424906541753444e-15,1.5126876162341154,1.5126876162341198,4.440892098500626e-15,0.6118774895153638,0.6118774895153669,3.1086244689504383e-15,0.1343479147567694,0.1343479147567704,9.992007221626409e-16,0.015127629632278781,0.015127629632278924,1.4224732503009818e-16
16,2.9909006131534825,1.2462085888139536,1.2462085888139511,2.4424906541753444e-15,0.6203990325678731,0.6203990325678703,2.7755575615628914e-15,0.15661792805087205,0.1566179280508707,1.3600232051658168e-15,0.020931093791468798,0.020931093791468545,2.5326962749261384e-16,0.0013894109031704484,0.001389410903170425,2.3418766925686896e-17
17,2.6380021734281236,1.0991675722617176,1.0991675722617182,6.661338147750939e-16,0.48409701146145573,0.4840970114614561,3.885780586188048e-16,0.10919428196052632,0.10919428196052647,1.5265566588595902e-16,0.013309163719232102,0.013309163719232138,3.642919299551295e-17,0.0008319885128573839,0.0008319885128573862,2.2768245622195593e-18
18,0.25506917845016086,0.10627882435423373,0.1062788243542337,2.7755575615628914e-17,0.004464084533424442,0.004464084533424437,5.204170427930421e-18,9.32311679468218e-05,9.32311679468216e-05,2.0328790734103208e-19,9.95046289312247e-07,9.950462893122446e-07,2.329340604949326e-21,4.976024547260692e-09,4.976024547260673e-09,1.9025154088719637e-23
19,1.830117610427905,0.7625490043449609,0.7625490043449605,3.3306690738754696e-16,0.23101434278827637,0.2310143427882761,2.7755575615628914e-16,0.035299249634389414,0.03529924963438934,7.632783294297951e-17,0.0028423282416404827,0.0028423282416404757,6.938893903907228e-18,0.00011327884623182068,0.00011327884623182024,4.472333961502706e-19
