file,role,exists,immutable_import,hash_match,expected_sha256,actual_sha256
data/imported/project45/native_g60_surface_orientation_004.json,oriented surface and signed chain-complex authority,True,True,True,b7671045c8dee327d9f02d6a04c5707231f46815e05596b2b1074bed564b2ae8,b7671045c8dee327d9f02d6a04c5707231f46815e05596b2b1074bed564b2ae8
data/imported/project45/native_g60_surface_symmetry_and_kernel_005.json,surface symmetry descent authority,True,True,True,1e4901457a9d327d689af6a48ac4057e54e14af872730ed0b4473c38dbccac85,1e4901457a9d327d689af6a48ac4057e54e14af872730ed0b4473c38dbccac85
data/imported/project45/native_g60_surface_integral_homology_006.json,integral homology authority,True,True,True,47a5b68557e962e4079bcad35e749df86ec8e300ae214cc966f39ee2c1c40192,47a5b68557e962e4079bcad35e749df86ec8e300ae214cc966f39ee2c1c40192
data/imported/project45/native_g60_surface_canonicity_census_007.json,bounded surface canonicity authority,True,True,True,afe127f934ea0c9a6a62b52b99db39c96264e068ee5fd7ed88d074c45d1b0a74,afe127f934ea0c9a6a62b52b99db39c96264e068ee5fd7ed88d074c45d1b0a74
data/imported/project45/native_g60_oriented_dodecagonal_faces_004.csv,oriented face list,True,True,True,eb8208c00bf259b994b1d7ec405d197a14691992d5ac981823b65fed902fc1d7,eb8208c00bf259b994b1d7ec405d197a14691992d5ac981823b65fed902fc1d7
data/imported/project45/native_g60_B1_vertex_edge_004.csv,signed vertex-edge boundary matrix,True,True,True,9a3db57bb31a3e9ab31a5dfb969697ccdca685e8bcafa19bde51a9349b81093c,9a3db57bb31a3e9ab31a5dfb969697ccdca685e8bcafa19bde51a9349b81093c
data/imported/project45/native_g60_B2_edge_face_004.csv,signed edge-face boundary matrix,True,True,True,1ed06f750330b53e238331eef1c12879c6b94fa74c7c06bb32368b62dafa20b8,1ed06f750330b53e238331eef1c12879c6b94fa74c7c06bb32368b62dafa20b8
data/imported/project45/native_g60_fundamental_cycle_basis_006.csv,integral graph cycle basis,True,True,True,845294f8e421f2dff35cf9378e88168991e49a5cc0d63788c6e9c397cd473fad,845294f8e421f2dff35cf9378e88168991e49a5cc0d63788c6e9c397cd473fad
data/imported/project45/native_g60_face_in_cycle_basis_006.csv,face boundaries in the integral cycle basis,True,True,True,58285ce4bd6543fb8d87c3a22763288a580efa49cd2ba6b88750346a67f90ba0,58285ce4bd6543fb8d87c3a22763288a580efa49cd2ba6b88750346a67f90ba0
