sample_id,source_index,s4,s6,s8,residual_norm_squared,operator_norm,gap_0,gap_1,gap_2,gap_3,gap_4,gap_5,gap_determinant,elementary_1,elementary_2,elementary_3,elementary_4,elementary_5
10,100,1.2734861459664821,0.7980931678949894,0.5291079754093916,0.0929943572907968,0.30786614606460166,0.01632954721844048,0.016329547218440536,0.08366886423565383,0.08366886423565385,0.10833492187923906,0.10833492187923907,2.190851706223425e-08,0.41666666666666685,0.06780196730213123,0.005379195003357732,0.00021050313717746146,3.6114523704694933e-06
11,110,1.5454481763406867,1.1723087492271376,0.9591427286415775,0.012189996640532948,0.3292663998693499,0.002694749028188559,0.00269474902818867,0.09510362119322929,0.0951036211932293,0.1105349631119158,0.11053496311191581,8.024723853200228e-10,0.4166666666666674,0.06553561704901312,0.004667664068591382,0.00013426895336075866,6.269778213002143e-07
12,120,1.4397219049530043,1.0145551575146499,0.7633251544134813,0.04890262111623764,0.3212887505559651,0.007884649877297967,0.007884649877298054,0.0893413000653594,0.08934130006535942,0.11110738339067555,0.11110738339067561,6.125692634587072e-09,0.416666666666666,0.06641666931057655,0.004951094344334678,0.00016502096927396525,1.801223741728666e-06
13,130,1.0953164157278743,0.5122782640326404,0.25054916046661846,0.02507555093565032,0.2783031196233901,0.033658484719000216,0.033658484719000265,0.06356458751139571,0.06356458751139572,0.11111026110293737,0.11111026110293742,5.65103404034264e-08,0.4166666666666667,0.06928671505411958,0.005867925005945341,0.00026654415085101003,6.153104635000409e-06
14,140,1.5145757420698702,1.1446240671864143,0.9617890300740222,0.043601037619422356,0.3278644413895459,0.0036160191834321434,0.0036160191834322527,0.0976150682519701,0.09761506825197012,0.10710224589793094,0.10710224589793095,1.4291977769604277e-09,0.4166666666666665,0.0657928873346029,0.0047402156220784294,0.00014108122324301762,8.464520957974867e-07
15,150,1.1795703026221056,0.6841322127713452,0.4196818975230385,0.10180236347561236,0.29909530078804775,0.021653112157618327,0.021653112157618375,0.08054662649756283,0.0805466264975629,0.10613359467815235,0.10613359467815237,3.426424051513486e-08,0.4166666666666672,0.06858459933000113,0.00561642487350861,0.00023565854461549563,4.6613068914125816e-06
16,160,1.555234805918241,1.184309935665831,0.9655468471720879,0.005059793685377435,0.3298414024251688,0.002315760357309036,0.0023157603573090817,0.09511857674668515,0.0951185767466852,0.11089899622933846,0.11089899622933853,5.967235082778972e-10,0.41666666666666546,0.0654540618025327,0.0046428733546854065,0.00013174308377012485,5.38667107107331e-07
17,170,1.185367731729074,0.66104968810916,0.397563785947608,0.07165216573530558,0.29676566047259256,0.023041253875376932,0.02304125387537704,0.07573758918342416,0.07573758918342423,0.10955449027453239,0.10955449027453251,3.655068640173755e-08,0.41666666666666724,0.06853628742077647,0.005618512518493231,0.00023758263428572886,4.805083138230681e-06
18,180,1.3988187103492609,0.9569361239144978,0.7028310506849688,0.060520722877633985,0.31804032136890625,0.009961465094673912,0.009961465094673992,0.08750054904079972,0.08750054904079975,0.11087131919785992,0.11087131919785993,9.339130009321338e-09,0.41666666666666724,0.06675752926560824,0.005058851575230661,0.0001766274268894395,2.2569838997578297e-06
19,190,1.3823685697473065,0.9374880766303151,0.6764788245559173,0.06797447795166747,0.3168897123218211,0.010692021335704573,0.010692021335704672,0.08729723722190288,0.0872972372219029,0.1103440747757254,0.11034407477572541,1.0607637433198628e-08,0.41666666666666585,0.06689461377062397,0.0051001192692809675,0.00018088050015605548,2.419503717827896e-06
20,200,1.5578053678296468,1.1961961878629945,1.0046421275309834,0.011889218906713746,0.33035341684548847,0.0019777310896219795,0.0019777310896222024,0.09694537008176973,0.09694537008176977,0.10941023216194148,0.10941023216194155,4.4005251372009623e-10,0.41666666666666674,0.06543264045327149,0.004631509581406675,0.00013006930765558766,4.621298729455211e-07
21,210,0.8094448875594774,0.3124981959849022,0.1371298384244686,0.04225138142840628,0.24966267324012129,0.048779660701707576,0.04877966070170762,0.07600621014728093,0.07600621014728093,0.08354746248434454,0.08354746248434457,9.594939362646071e-08,0.4166666666666662,0.07166897778885603,0.006508305651468866,0.00032880992878619943,8.755653069420579e-06
22,220,0.8896049140222728,0.3866968568935099,0.19247423236988367,0.07210419560256681,0.26475106926839465,0.041017982432352815,0.04101798243235288,0.07575546750452047,0.07575546750452052,0.09155988339646001,0.09155988339646003,8.094443885326033e-08,0.41666666666666674,0.07100097756833296,0.0063186396797367175,0.0003089598919554867,7.851891009680959e-06
23,230,1.5415259635039917,1.1635121415081244,0.9375840235493367,0.011006956310650217,0.328864463342227,0.002959275861740109,0.0029592758617402164,0.094343038540101,0.09434303854010102,0.11103101893149246,0.11103101893149249,9.609023894136067e-10,0.4166666666666673,0.06556830215598553,0.004679814429984705,0.00013574362840511377,6.870963582280662e-07
24,240,1.38461865048001,0.9346737693129312,0.6709563594733368,0.06151244350863573,0.3167337421408139,0.010790847700587523,0.010790847700587707,0.08648846526761231,0.08648846526761232,0.1110540203651339,0.11105402036513391,1.0742270356556892e-08,0.41666666666666763,0.06687586309785214,0.005097515957174605,0.0001809318187829143,2.4328661537367696e-06
25,250,1.1700457458859523,0.6849884428277714,0.43959817328271883,0.11412409030072135,0.29927667553710297,0.021544582590570707,0.021544582590570825,0.0826148304274363,0.08261483042743634,0.10417392031532667,0.10417392031532671,3.438034388667094e-08,0.4166666666666675,0.06866397063613591,0.005633587258173868,0.00023679003824344548,4.683914541230296e-06
26,260,1.4651991003285199,1.0517731610889578,0.8034704325419431,0.041304004389661676,0.3232824204125631,0.0065995877633059025,0.006599587763305942,0.09063482516639185,0.09063482516639196,0.11109892040363568,0.11109892040363571,4.4161467567407685e-09,0.4166666666666671,0.06620435934911433,0.004883237684246206,0.00015766723683394667,1.5152584703745995e-06
27,270,1.5515393680348262,1.1818852134117463,0.9700943880517008,0.009881606500853488,0.3297132288201265,0.0024002978521180693,0.002400297852118105,0.09552576991882909,0.09552576991882925,0.11040726556238639,0.1104072655623864,6.408651777270231e-10,0.4166666666666673,0.06548485711822855,0.0046510638260922514,0.00013245260495053715,5.590147961806077e-07
