probe_id,f0,f1,f2,f3,sigma,target_gap,quadratic_relation_score
170,-0.3228141418175288,-0.6215503129595843,-0.5326402577999647,-0.47514270916561735,0.30633078290971766,0.027002550423615657,0.0
171,0.10889828638668787,0.3330026683710319,-0.9366160401336328,-0.0008828613756052028,0.31718317220645814,0.016150161126875173,0.0
172,0.47271894654151525,-0.08360311525006844,-0.3221126437921,0.8159600243948397,0.32370551240344114,0.009627820929892172,0.0
173,-0.720939891410205,-0.21126463085488686,0.6045613965404589,-0.2647988794089586,0.3293284621558802,0.004004871177453129,0.0
174,-0.11326589456571268,0.16892327802291013,0.09478575529164468,0.9745006022902274,0.3156411465650902,0.017692186768243134,0.0
175,-0.004668351334751393,0.5477360685152329,-0.462797323080751,-0.696980662208488,0.2854457110561075,0.047887622277225816,0.0
176,0.15464279198657446,0.9769155014682281,-0.0649156510138445,-0.13231654519041167,0.3090518367432996,0.024281496590033702,0.0
177,0.8071838764707068,-0.06683230609040045,0.284989593116954,-0.5126095631603012,0.32022932453924835,0.013104008794084965,0.0
178,0.3037605131891883,0.7014223651689941,0.5042503199868723,0.40183059995589193,0.3089153556072938,0.02441797772603954,0.0
179,-0.8005102304809796,0.3963502996790527,-0.4319410493655473,-0.12456621015590011,0.32132162515697416,0.01201170817635916,0.0
180,-0.010182059132635153,-0.6994925242238331,0.7136132009737807,-0.03691522210070396,0.25780998257241533,0.07552335076091798,0.0
181,-0.11938609234611713,-0.4662010361152589,-0.7569638313438571,-0.4420512559835252,0.3237648517937059,0.009568481539627416,0.0
182,0.6364375017033064,-0.5521533591767134,0.5370285331042335,-0.04091856555942222,0.32678967435150597,0.006543658981827349,0.0
183,0.5847325498117638,0.3077120423915735,-0.3221062428219407,-0.6779739762652934,0.30882075756319005,0.024512575770143263,0.0
184,0.618062479704667,0.22015719772392306,-0.40904879012676026,0.6341992327080671,0.32194389552811503,0.011389437805218283,0.0
185,-0.45224978760726336,0.3657982097174886,0.7741365821706443,-0.24974857661620128,0.296536484773283,0.03679684856005033,0.0
186,0.46190014208932595,0.11143015403922937,-0.31064244900011634,-0.8232453148289786,0.31770953301289206,0.01562380032044125,0.0
187,-0.45805977123846653,-0.6400800900467676,0.6147635607062868,-0.05044292543472531,0.3129633812522023,0.020369952081131015,0.0
188,0.7270331897399348,0.2913323174978631,-0.45305968000189123,0.42577593656110263,0.32846940991062357,0.004863923422709748,0.0
189,0.33994746987386437,0.2050279360681571,0.828941012237071,-0.39402545779349063,0.30943254062561504,0.023900792707718277,0.0
190,-0.18408106274615446,-0.3379278209021668,0.5456559746310589,0.7444316674806284,0.3034547732869569,0.0298785600463764,0.0
191,-0.860873652360108,0.4172712043382816,0.012887744215555556,0.2908869243387926,0.29334178359925,0.03999154973408331,0.0
192,-0.2955271140601636,0.6627933623950601,-0.06735446179713454,-0.6847131224800207,0.31152504483822,0.021808288495113293,0.0
193,-0.03949757133257984,0.4766545602304257,-0.6352163634595915,0.606416147264846,0.25929098445904003,0.07404234887429328,0.0
194,0.6108589840662626,0.061645801518934534,0.3077648436656813,-0.7268644287238579,0.3206895345345619,0.012643798798771422,0.0
195,-0.10544434236173912,0.3840770378288453,0.4160872314882976,0.8174580940139523,0.3266304602406183,0.006702873092715,0.0
196,0.08254150279988347,0.023490958436136477,-0.964913289270567,0.24814797878754505,0.3282595195937633,0.005073813739569999,0.0
197,0.9537252944181509,0.12095428600568935,-0.053796322356964035,-0.26997051539886924,0.29350078498373267,0.03983254834960065,0.0
198,-0.26811613605955714,-0.6360941399947885,0.5281922805470564,-0.4944804317860144,0.2959998096294315,0.037333523703901805,0.0
199,-0.8809996623605753,-0.11657061413914506,-0.05031996734265359,0.4557617664157549,0.31324035672741657,0.020092976605916746,0.0
200,-0.6673461818586894,-0.32481328641685564,0.32545628060486514,-0.5858528927474524,0.3168923461251132,0.016440987208220126,0.0
201,0.730915206821798,-0.31717412890816304,-0.5671223686201222,0.20865222596152314,0.29952380419118224,0.033809529142151074,0.0
202,0.7089296359549063,0.2793688185403019,-0.22752515976916968,0.6063036666261006,0.3098575323963523,0.02347580093698104,0.0
203,-0.26338694998293843,0.546946190034156,-0.16049433550491637,-0.7782793509124094,0.3164143853433666,0.016918947989966737,0.0
204,-0.18035294407259378,0.38903683483536206,-0.730240498153232,-0.5318570969372793,0.26664184384475936,0.06669148948857395,0.0
205,-0.4048436378870868,-0.6902999900239458,0.4934459969441798,-0.34073244743501296,0.3160886684631296,0.017244664870203708,0.0
206,-0.18746660018468184,-0.744919673843284,-0.3559659147478032,0.5322022368180838,0.2700490068685762,0.06328432646475712,0.0
207,-0.04119839885249614,0.9674888325691546,0.24642731577570046,-0.039263581415200775,0.31265909287742555,0.020674240455907766,0.0
208,-0.1193195060619768,0.3316427539333798,0.767150935297208,0.5359621084640486,0.3317940327841759,0.0015393005491574074,0.0
209,0.42411579822361634,0.8474326128659998,-0.18663714369527523,-0.25913381281013553,0.3142015206986335,0.01913181263469982,0.0
