sample_id,source_index,f0,f1,f2,f3,operator_norm,top_eigenvalue,s2,s4,s6,s8,projective_distance_to_axis_register
3618,36186,0.2781333481465125,0.4886978808801827,0.8203475378424243,0.10414479837179516,0.2952045654101103,0.0871457354389721,2.5000000000000013,1.1820245444127895,0.6458026942914478,0.3790094685533843,0.599420490403151
3619,36196,0.4209549089420393,0.6364105808135135,0.11632527988277128,-0.6358041888242012,0.31783120386209107,0.10101667414842609,2.499999999999999,1.3881074809164429,0.9538115651218553,0.7193145282603367,0.3717753783477469
3620,36206,-0.776409072382149,-0.10183937382873379,0.6219366216300938,0.003540188724917716,0.30322845182051417,0.09194749399346588,2.500000000000001,1.1912524184113935,0.7329009332668908,0.5190757958426571,0.43642324784133607
3621,36216,0.18922935242993713,0.3891075110544245,-0.6184176058474034,0.6560085836312993,0.2863564776870311,0.08200003231332313,2.5,1.025018294065261,0.5424766236875778,0.3369070352864238,0.5352316956607456
3622,36226,0.06537349380992367,0.8767311949109705,-0.28360637566139313,-0.3829309883794655,0.26005568933602846,0.06762896155603695,2.4999999999999996,0.9455317325276235,0.397758216215754,0.17606247148096651,0.7339874942847017
3623,36236,0.48975402820082337,-0.46974165998923745,0.1053491786919892,0.7269011729805821,0.3256540243646836,0.10605054358491395,2.500000000000001,1.4955854141838112,1.0980243591207957,0.8693231918879553,0.3108883665438004
3624,36246,-0.05704552022219145,0.5779346865805237,0.7075023942775501,-0.40271288626164603,0.2407773134456442,0.057973714670102,2.5000000000000013,0.7852942965762114,0.2873700852270752,0.11619562951186793,0.7648497966561173
3625,36256,0.6820072050140578,0.6294751132111875,0.19169200178333143,0.319188706894487,0.30005125212847006,0.09003075390386271,2.499999999999999,1.1577380910050372,0.6922058932234876,0.47621574440898634,0.46212022944696274
3626,36266,-0.11545398208918324,0.4889416838519672,-0.736656833088825,0.4527064369713518,0.2819296596531342,0.07948433299213209,2.4999999999999996,1.0607729734750986,0.5216545088882187,0.27318802505499956,0.6796543162853856
3627,36276,0.36780587857352975,0.8962528233726109,0.07846653387512108,-0.23514403106394532,0.31146614591175087,0.09701116004912008,2.499999999999999,1.3260579581383052,0.8508802347177311,0.5791793847334302,0.4834223772286732
3628,36286,0.6946619711155976,-0.015303228996718508,-0.6935342564579049,-0.19031760871618716,0.28025284345845003,0.0785416562665465,2.5000000000000018,1.007368906556272,0.4971786411350484,0.2721172982097428,0.6200605641591891
3629,36296,0.4440808266832429,0.5140308401153275,0.3976143000337174,0.6168203816277109,0.2862173538869124,0.08192037366602604,2.4999999999999996,1.0562058030368386,0.5485917502148385,0.3138100336909382,0.6002991955160115
3630,36306,-0.32700841314368145,-0.7969289658523021,0.10124445290299482,0.4977140563367735,0.29801933833437116,0.08881552602125639,2.5,1.2003913621271824,0.6754623478668959,0.404794557935891,0.6115751210019523
3631,36316,0.9046789462858646,-0.22017840703780533,-0.08816350707137054,0.35398399574312484,0.3077744009789467,0.09472508189794947,2.5000000000000013,1.289874375078831,0.7974490737049315,0.5310545255926543,0.49507058691322303
3632,36326,-0.2729848627327938,0.5494335199183902,-0.6341772811044585,0.470554192458002,0.28296289133400565,0.0800679978721003,2.4999999999999996,1.0490888188141345,0.5248998982770599,0.2916979319185849,0.5962471434773662
3633,36336,-0.18699537380818818,0.5367706621462826,-0.30752592295641645,-0.7631106034797194,0.30548487444472744,0.09332100851451089,2.5000000000000004,1.2357675453592114,0.7645220790563169,0.5158307027376142,0.5013461013856311
3634,36346,-0.3017354155654958,-0.4753803630905829,-0.4929298107673458,0.6633170064443183,0.29320631604703196,0.08596994376987199,2.5000000000000004,1.1108384273934757,0.6161827999010258,0.3876013617500347,0.5229508379605377
3635,36356,-0.5809691809737141,-0.35008012579732734,-0.6555302113313446,-0.33196213385315776,0.2639991173987813,0.06969553398733551,2.5,0.927960628246772,0.4000692462894835,0.1854280140029969,0.7236431809597732
3636,36366,0.614059551593653,-0.5158942269082349,-0.1920437712881186,-0.5655998617828626,0.2775122153231489,0.07701302965356176,2.4999999999999996,1.0560769230310434,0.49679204218199363,0.2456380161028314,0.7344717400919506
3637,36376,0.06958822711023956,-0.0727009013322596,0.8691655427920353,0.484172817097529,0.3154580453702067,0.0995137783887914,2.500000000000001,1.3651725233212932,0.9137168451600226,0.6519744543067472,0.5115358388382264
3638,36386,0.14998351693293427,0.5943713100997081,0.7031100765160753,-0.3603663561992761,0.24359243544090786,0.05933727460403287,2.500000000000001,0.7995054190317983,0.29855053187697916,0.12264057762210119,0.7705711173979037
3639,36396,-0.0022041048995332683,-0.5275180881702896,-0.8494231115524177,0.014148714972164838,0.29558438322061614,0.08737012760391207,2.5000000000000013,1.1315483302124412,0.6418562556532581,0.4010159913312178,0.5487747961551874
3640,36406,-0.18965894534131586,-0.07220255523550222,-0.9003578283641009,-0.3849312359018995,0.32119951900663496,0.10316913101009366,2.5000000000000004,1.4384506635559022,1.0129353875381615,0.7596717150286894,0.4464127498983398
3641,36416,-0.6155368461339824,0.2950734426846352,-0.07349015345791007,0.7270799487115569,0.2753193983707243,0.07580077111921757,2.4999999999999996,1.0839129064726074,0.49587824590523755,0.23566439498593908,0.7164245200136102
