group_index,source_line,target_line,projective_distance,action_pass
91,15,13,0.0,True
91,16,17,0.0,True
91,17,11,0.0,True
91,18,21,0.0,True
91,19,15,1.4901161193847656e-08,True
91,20,27,0.0,True
91,21,24,0.0,True
91,22,12,2.1073424255447017e-08,True
91,23,28,0.0,True
91,24,18,0.0,True
91,25,20,0.0,True
91,26,26,0.0,True
91,27,25,0.0,True
91,28,14,0.0,True
91,29,22,0.0,True
92,0,0,0.0,True
92,1,9,0.0,True
92,2,7,0.0,True
92,3,5,0.0,True
92,4,2,0.0,True
92,5,6,0.0,True
92,6,3,0.0,True
92,7,4,0.0,True
92,8,1,0.0,True
92,9,8,0.0,True
92,10,10,0.0,True
92,11,18,0.0,True
92,12,17,0.0,True
92,13,19,0.0,True
92,14,26,0.0,True
92,15,13,0.0,True
92,16,29,0.0,True
92,17,25,0.0,True
92,18,27,0.0,True
92,19,15,0.0,True
92,20,21,0.0,True
92,21,22,0.0,True
92,22,20,0.0,True
92,23,14,0.0,True
92,24,16,0.0,True
92,25,12,2.1073424255447017e-08,True
92,26,23,0.0,True
92,27,11,0.0,True
92,28,28,0.0,True
92,29,24,0.0,True
93,0,0,0.0,True
93,1,9,0.0,True
93,2,2,0.0,True
93,3,5,0.0,True
93,4,7,0.0,True
93,5,3,0.0,True
93,6,6,0.0,True
93,7,4,0.0,True
93,8,8,0.0,True
93,9,1,0.0,True
93,10,10,0.0,True
93,11,22,0.0,True
93,12,17,0.0,True
93,13,19,0.0,True
93,14,23,0.0,True
93,15,15,0.0,True
93,16,29,0.0,True
93,17,12,1.4901161193847656e-08,True
93,18,21,0.0,True
93,19,13,0.0,True
93,20,27,0.0,True
93,21,18,0.0,True
93,22,11,0.0,True
93,23,14,0.0,True
93,24,24,0.0,True
93,25,25,0.0,True
93,26,26,0.0,True
93,27,20,0.0,True
93,28,28,1.4901161193847656e-08,True
93,29,16,1.4901161193847656e-08,True
94,0,3,0.0,True
94,1,4,0.0,True
94,2,8,0.0,True
94,3,6,0.0,True
94,4,7,0.0,True
94,5,0,0.0,True
94,6,5,0.0,True
94,7,9,0.0,True
94,8,2,0.0,True
94,9,1,0.0,True
94,10,10,0.0,True
94,11,25,0.0,True
94,12,27,0.0,True
94,13,19,0.0,True
94,14,28,0.0,True
94,15,15,1.4901161193847656e-08,True
94,16,21,0.0,True
94,17,16,0.0,True
94,18,29,0.0,True
94,19,13,0.0,True
94,20,17,0.0,True
94,21,20,0.0,True
94,22,24,0.0,True
94,23,26,0.0,True
94,24,11,1.4901161193847656e-08,True
94,25,22,0.0,True
94,26,14,0.0,True
94,27,18,0.0,True
94,28,23,0.0,True
94,29,12,1.4901161193847656e-08,True
95,0,5,0.0,True
95,1,9,0.0,True
95,2,8,0.0,True
95,3,0,0.0,True
95,4,1,0.0,True
95,5,6,0.0,True
95,6,3,0.0,True
95,7,4,0.0,True
95,8,2,0.0,True
95,9,7,0.0,True
95,10,10,0.0,True
95,11,24,0.0,True
95,12,29,0.0,True
95,13,19,0.0,True
95,14,26,0.0,True
95,15,15,1.4901161193847656e-08,True
95,16,17,0.0,True
95,17,20,0.0,True
95,18,27,0.0,True
95,19,13,0.0,True
95,20,21,0.0,True
95,21,16,0.0,True
95,22,25,0.0,True
95,23,28,0.0,True
95,24,22,0.0,True
95,25,11,0.0,True
95,26,23,0.0,True
95,27,12,2.1073424255447017e-08,True
95,28,14,0.0,True
95,29,18,0.0,True
96,0,8,0.0,True
96,1,9,0.0,True
96,2,2,0.0,True
96,3,7,0.0,True
96,4,5,0.0,True
96,5,4,0.0,True
96,6,6,0.0,True
96,7,3,0.0,True
96,8,0,0.0,True
96,9,1,0.0,True
96,10,26,0.0,True
96,11,17,0.0,True
96,12,22,0.0,True
96,13,27,0.0,True
96,14,23,0.0,True
96,15,25,0.0,True
96,16,16,0.0,True
96,17,11,1.4901161193847656e-08,True
96,18,21,0.0,True
96,19,20,0.0,True
96,20,19,0.0,True
96,21,18,0.0,True
96,22,12,1.4901161193847656e-08,True
96,23,14,0.0,True
96,24,24,0.0,True
96,25,15,1.4901161193847656e-08,True
96,26,10,0.0,True
96,27,13,0.0,True
96,28,28,0.0,True
96,29,29,0.0,True
97,0,4,0.0,True
97,1,3,0.0,True
97,2,0,0.0,True
97,3,6,0.0,True
97,4,5,0.0,True
97,5,8,0.0,True
97,6,7,0.0,True
97,7,9,0.0,True
97,8,2,0.0,True
97,9,1,0.0,True
97,10,26,0.0,True
97,11,15,1.4901161193847656e-08,True
97,12,19,0.0,True
97,13,27,0.0,True
97,14,28,0.0,True
97,15,25,0.0,True
97,16,21,0.0,True
97,17,29,0.0,True
97,18,16,0.0,True
97,19,20,0.0,True
97,20,22,0.0,True
97,21,13,0.0,True
97,22,24,0.0,True
97,23,10,0.0,True
97,24,12,1.4901161193847656e-08,True
97,25,17,0.0,True
97,26,14,0.0,True
97,27,18,0.0,True
97,28,23,0.0,True
97,29,11,0.0,True
98,0,7,0.0,True
98,1,9,0.0,True
98,2,0,0.0,True
98,3,8,0.0,True
98,4,1,0.0,True
98,5,6,0.0,True
98,6,4,0.0,True
98,7,3,0.0,True
98,8,2,0.0,True
98,9,5,0.0,True
98,10,26,0.0,True
98,11,24,0.0,True
98,12,16,0.0,True
98,13,27,0.0,True
98,14,10,0.0,True
98,15,25,0.0,True
98,16,22,0.0,True
98,17,13,0.0,True
98,18,19,0.0,True
98,19,20,0.0,True
98,20,21,0.0,True
98,21,29,0.0,True
98,22,15,0.0,True
98,23,28,0.0,True
98,24,17,0.0,True
98,25,12,0.0,True
98,26,23,0.0,True
98,27,11,0.0,True
98,28,14,0.0,True
98,29,18,0.0,True
99,0,6,0.0,True
99,1,3,0.0,True
99,2,1,0.0,True
99,3,4,0.0,True
99,4,2,0.0,True
99,5,8,0.0,True
99,6,7,0.0,True
99,7,9,0.0,True
99,8,5,0.0,True
99,9,0,0.0,True
99,10,26,0.0,True
99,11,11,0.0,True
99,12,21,0.0,True
99,13,27,0.0,True
99,14,28,0.0,True
99,15,20,0.0,True
99,16,19,0.0,True
99,17,24,0.0,True
99,18,16,0.0,True
99,19,25,0.0,True
99,20,22,0.0,True
99,21,12,1.4901161193847656e-08,True
99,22,29,0.0,True
99,23,23,0.0,True
99,24,13,0.0,True
99,25,18,0.0,True
99,26,14,0.0,True
99,27,17,0.0,True
99,28,10,0.0,True
99,29,15,0.0,True
100,0,8,0.0,True
100,1,9,0.0,True
100,2,5,0.0,True
100,3,7,0.0,True
100,4,2,0.0,True
100,5,6,0.0,True
100,6,4,0.0,True
100,7,3,0.0,True
100,8,1,0.0,True
100,9,0,0.0,True
100,10,26,0.0,True
100,11,18,0.0,True
100,12,22,0.0,True
100,13,27,0.0,True
100,14,10,0.0,True
100,15,20,0.0,True
100,16,16,0.0,True
100,17,15,0.0,True
100,18,19,0.0,True
100,19,25,0.0,True
100,20,21,0.0,True
100,21,17,0.0,True
100,22,13,0.0,True
100,23,14,0.0,True
100,24,29,0.0,True
100,25,11,0.0,True
100,26,23,0.0,True
100,27,12,1.4901161193847656e-08,True
100,28,28,2.1073424255447017e-08,True
100,29,24,0.0,True
101,0,4,0.0,True
101,1,3,0.0,True
101,2,5,0.0,True
101,3,6,0.0,True
101,4,0,0.0,True
101,5,7,0.0,True
101,6,8,0.0,True
101,7,9,0.0,True
101,8,1,0.0,True
101,9,2,0.0,True
101,10,26,0.0,True
101,11,13,0.0,True
101,12,19,0.0,True
101,13,27,0.0,True
101,14,14,0.0,True
101,15,20,0.0,True
101,16,21,0.0,True
101,17,17,0.0,True
101,18,22,0.0,True
101,19,25,0.0,True
101,20,16,0.0,True
101,21,15,0.0,True
101,22,18,0.0,True
101,23,10,0.0,True
101,24,11,0.0,True
101,25,29,0.0,True
101,26,28,0.0,True
101,27,24,0.0,True
101,28,23,0.0,True
101,29,12,1.4901161193847656e-08,True
102,0,7,0.0,True
102,1,9,0.0,True
102,2,1,0.0,True
102,3,8,0.0,True
102,4,0,0.0,True
102,5,4,0.0,True
102,6,6,0.0,True
102,7,3,0.0,True
102,8,5,0.0,True
102,9,2,0.0,True
102,10,26,0.0,True
102,11,29,0.0,True
102,12,16,0.0,True
102,13,27,0.0,True
102,14,23,0.0,True
102,15,20,0.0,True
102,16,22,0.0,True
102,17,12,0.0,True
102,18,21,0.0,True
102,19,25,0.0,True
102,20,19,0.0,True
102,21,24,0.0,True
102,22,11,0.0,True
102,23,28,0.0,True
102,24,18,0.0,True
102,25,13,0.0,True
102,26,10,0.0,True
102,27,15,0.0,True
102,28,14,0.0,True
102,29,17,0.0,True
103,0,6,0.0,True
103,1,3,0.0,True
103,2,2,0.0,True
103,3,4,0.0,True
103,4,1,0.0,True
103,5,7,0.0,True
103,6,8,0.0,True
103,7,9,0.0,True
103,8,0,0.0,True
103,9,5,0.0,True
103,10,26,0.0,True
103,11,12,0.0,True
103,12,21,0.0,True
103,13,27,0.0,True
103,14,14,0.0,True
103,15,25,0.0,True
103,16,19,0.0,True
103,17,18,0.0,True
103,18,22,0.0,True
103,19,20,0.0,True
103,20,16,0.0,True
103,21,11,0.0,True
103,22,17,0.0,True
103,23,23,0.0,True
103,24,15,2.1073424255447017e-08,True
103,25,24,0.0,True
103,26,28,0.0,True
103,27,29,0.0,True
103,28,10,0.0,True
103,29,13,0.0,True
104,0,5,0.0,True
104,1,3,0.0,True
104,2,1,0.0,True
104,3,2,0.0,True
104,4,4,0.0,True
104,5,9,0.0,True
104,6,7,0.0,True
104,7,8,0.0,True
104,8,6,0.0,True
104,9,0,1.4901161193847656e-08,True
104,10,14,0.0,True
104,11,21,0.0,True
104,12,11,0.0,True
104,13,22,0.0,True
104,14,28,0.0,True
104,15,18,0.0,True
104,16,15,1.4901161193847656e-08,True
104,17,29,0.0,True
104,18,16,1.4901161193847656e-08,True
104,19,17,0.0,True
104,20,27,0.0,True
104,21,12,1.4901161193847656e-08,True
104,22,24,0.0,True
104,23,23,0.0,True
104,24,13,0.0,True
104,25,20,0.0,True
104,26,26,0.0,True
104,27,25,0.0,True
104,28,10,0.0,True
104,29,19,0.0,True
105,0,9,0.0,True
105,1,8,0.0,True
105,2,6,0.0,True
105,3,7,0.0,True
105,4,4,0.0,True
105,5,5,0.0,True
105,6,2,0.0,True
105,7,3,0.0,True
105,8,1,0.0,True
105,9,0,0.0,True
105,10,14,0.0,True
105,11,20,0.0,True
105,12,27,0.0,True
105,13,22,0.0,True
105,14,10,0.0,True
105,15,18,0.0,True
105,16,16,0.0,True
105,17,19,0.0,True
105,18,15,0.0,True
105,19,17,0.0,True
105,20,11,0.0,True
105,21,25,0.0,True
105,22,13,0.0,True
105,23,26,0.0,True
105,24,24,0.0,True
105,25,21,0.0,True
105,26,23,0.0,True
105,27,12,2.1073424255447017e-08,True
105,28,28,0.0,True
105,29,29,0.0,True
106,0,2,0.0,True
106,1,3,0.0,True
106,2,6,0.0,True
106,3,5,0.0,True
106,4,0,0.0,True
106,5,7,0.0,True
106,6,9,0.0,True
106,7,8,0.0,True
106,8,1,0.0,True
106,9,4,0.0,True
106,10,14,0.0,True
106,11,13,0.0,True
106,12,15,0.0,True
106,13,22,0.0,True
106,14,26,0.0,True
106,15,18,0.0,True
106,16,11,0.0,True
106,17,25,0.0,True
106,18,27,0.0,True
106,19,17,0.0,True
106,20,16,0.0,True
106,21,19,0.0,True
106,22,20,0.0,True
106,23,10,0.0,True
106,24,21,0.0,True
106,25,24,0.0,True
106,26,28,0.0,True
106,27,29,0.0,True
106,28,23,0.0,True
106,29,12,0.0,True
107,0,7,0.0,True
107,1,8,0.0,True
107,2,0,0.0,True
107,3,9,0.0,True
107,4,1,0.0,True
107,5,5,0.0,True
107,6,2,0.0,True
107,7,3,0.0,True
107,8,4,0.0,True
107,9,6,0.0,True
107,10,14,0.0,True
107,11,29,0.0,True
107,12,16,0.0,True
107,13,22,0.0,True
107,14,10,0.0,True
107,15,17,0.0,True
107,16,27,0.0,True
107,17,13,0.0,True
107,18,15,0.0,True
107,19,18,0.0,True
107,20,11,1.4901161193847656e-08,True
107,21,24,0.0,True
107,22,19,0.0,True
107,23,28,0.0,True
107,24,25,0.0,True
107,25,12,1.4901161193847656e-08,True
107,26,23,0.0,True
107,27,21,0.0,True
107,28,26,0.0,True
107,29,20,0.0,True
108,0,5,0.0,True
108,1,3,0.0,True
108,2,4,0.0,True
108,3,2,0.0,True
108,4,1,0.0,True
108,5,7,0.0,True
108,6,9,0.0,True
108,7,8,0.0,True
108,8,0,0.0,True
108,9,6,0.0,True
108,10,14,0.0,True
108,11,12,0.0,True
108,12,11,0.0,True
108,13,22,0.0,True
108,14,26,0.0,True
108,15,17,0.0,True
108,16,15,1.4901161193847656e-08,True
108,17,20,0.0,True
108,18,27,0.0,True
108,19,18,0.0,True
108,20,16,0.0,True
108,21,21,0.0,True
108,22,25,0.0,True
108,23,23,0.0,True
108,24,19,0.0,True
108,25,29,0.0,True
108,26,28,0.0,True
108,27,24,0.0,True
108,28,10,0.0,True
108,29,13,0.0,True
109,0,9,0.0,True
109,1,8,0.0,True
109,2,4,0.0,True
109,3,7,0.0,True
109,4,6,0.0,True
109,5,2,0.0,True
109,6,5,0.0,True
109,7,3,0.0,True
109,8,0,0.0,True
109,9,1,0.0,True
109,10,14,0.0,True
109,11,25,0.0,True
109,12,27,0.0,True
109,13,22,0.0,True
109,14,23,0.0,True
109,15,17,0.0,True
109,16,16,0.0,True
109,17,21,0.0,True
109,18,11,0.0,True
109,19,18,0.0,True
109,20,15,1.4901161193847656e-08,True
109,21,20,0.0,True
109,22,12,2.5809568279517847e-08,True
109,23,26,0.0,True
109,24,29,0.0,True
109,25,19,0.0,True
109,26,10,0.0,True
109,27,13,0.0,True
109,28,28,0.0,True
109,29,24,0.0,True
110,0,2,0.0,True
110,1,3,0.0,True
110,2,0,0.0,True
110,3,5,0.0,True
110,4,6,0.0,True
110,5,9,0.0,True
110,6,7,0.0,True
110,7,8,0.0,True
110,8,4,0.0,True
110,9,1,0.0,True
110,10,14,0.0,True
110,11,19,0.0,True
110,12,15,0.0,True
110,13,22,0.0,True
110,14,28,0.0,True
110,15,17,0.0,True
110,16,11,0.0,True
110,17,24,0.0,True
110,18,16,0.0,True
110,19,18,0.0,True
110,20,27,0.0,True
110,21,13,0.0,True
110,22,29,0.0,True
110,23,10,0.0,True
110,24,12,0.0,True
110,25,25,0.0,True
110,26,26,0.0,True
110,27,20,0.0,True
110,28,23,0.0,True
110,29,21,0.0,True
111,0,7,0.0,True
111,1,8,0.0,True
111,2,1,0.0,True
111,3,9,0.0,True
111,4,0,0.0,True
111,5,2,0.0,True
111,6,5,0.0,True
111,7,3,0.0,True
111,8,6,0.0,True
111,9,4,0.0,True
111,10,14,0.0,True
111,11,24,0.0,True
111,12,16,0.0,True
111,13,22,0.0,True
111,14,23,0.0,True
111,15,18,0.0,True
111,16,27,0.0,True
111,17,12,0.0,True
111,18,11,0.0,True
111,19,17,0.0,True
111,20,15,0.0,True
111,21,29,0.0,True
111,22,21,0.0,True
111,23,28,0.0,True
111,24,20,0.0,True
111,25,13,0.0,True
111,26,10,0.0,True
111,27,19,0.0,True
111,28,26,0.0,True
111,29,25,0.0,True
112,0,2,0.0,True
112,1,5,0.0,True
112,2,6,0.0,True
112,3,3,0.0,True
112,4,0,1.4901161193847656e-08,True
112,5,4,0.0,True
112,6,1,0.0,True
112,7,8,0.0,True
112,8,9,0.0,True
112,9,7,0.0,True
112,10,23,0.0,True
112,11,19,0.0,True
112,12,15,0.0,True
112,13,11,0.0,True
112,14,26,0.0,True
112,15,21,0.0,True
112,16,22,0.0,True
112,17,25,0.0,True
112,18,20,0.0,True
112,19,12,1.4901161193847656e-08,True
112,20,29,0.0,True
112,21,13,0.0,True
112,22,27,0.0,True
112,23,10,0.0,True
112,24,18,0.0,True
112,25,24,0.0,True
112,26,28,0.0,True
112,27,16,0.0,True
112,28,14,0.0,True
112,29,17,0.0,True
113,0,2,0.0,True
113,1,5,0.0,True
113,2,0,0.0,True
113,3,3,0.0,True
113,4,6,0.0,True
113,5,1,0.0,True
113,6,4,0.0,True
113,7,8,0.0,True
113,8,7,0.0,True
113,9,9,0.0,True
113,10,23,0.0,True
113,11,13,0.0,True
113,12,15,0.0,True
113,13,11,1.4901161193847656e-08,True
113,14,28,0.0,True
113,15,12,1.4901161193847656e-08,True
113,16,22,0.0,True
113,17,24,0.0,True
113,18,29,0.0,True
113,19,21,0.0,True
113,20,20,0.0,True
113,21,19,0.0,True
113,22,16,0.0,True
113,23,10,0.0,True
113,24,17,0.0,True
113,25,25,0.0,True
113,26,26,1.4901161193847656e-08,True
113,27,27,0.0,True
113,28,14,0.0,True
113,29,18,0.0,True
114,0,3,0.0,True
114,1,5,0.0,True
114,2,7,0.0,True
114,3,2,0.0,True
114,4,9,0.0,True
114,5,4,0.0,True
114,6,1,0.0,True
114,7,8,0.0,True
114,8,0,0.0,True
114,9,6,0.0,True
114,10,23,1.4901161193847656e-08,True
114,11,17,0.0,True
114,12,22,0.0,True
114,13,11,0.0,True
114,14,26,0.0,True
114,15,12,1.4901161193847656e-08,True
114,16,15,0.0,True
114,17,27,0.0,True
114,18,20,1.4901161193847656e-08,True
114,19,21,0.0,True
114,20,29,0.0,True
114,21,18,0.0,True
114,22,25,0.0,True
114,23,14,0.0,True
114,24,13,0.0,True
114,25,16,0.0,True
114,26,28,0.0,True
114,27,24,0.0,True
114,28,10,0.0,True
114,29,19,0.0,True
115,0,4,0.0,True
115,1,8,0.0,True
115,2,0,0.0,True
115,3,1,0.0,True
115,4,9,0.0,True
115,5,3,0.0,True
115,6,2,0.0,True
115,7,5,0.0,True
115,8,7,0.0,True
115,9,6,0.0,True
115,10,23,0.0,True
115,11,16,0.0,True
115,12,29,0.0,True
115,13,11,0.0,True
115,14,10,0.0,True
115,15,12,2.1073424255447017e-08,True
115,16,20,0.0,True
115,17,19,0.0,True
115,18,15,0.0,True
115,19,21,0.0,True
115,20,22,0.0,True
115,21,24,0.0,True
115,22,13,0.0,True
115,23,28,0.0,True
115,24,25,0.0,True
115,25,17,0.0,True
115,26,14,0.0,True
115,27,18,0.0,True
115,28,26,0.0,True
115,29,27,0.0,True
116,0,3,0.0,True
116,1,5,0.0,True
116,2,9,0.0,True
116,3,2,0.0,True
116,4,7,0.0,True
116,5,1,0.0,True
116,6,4,0.0,True
116,7,8,0.0,True
116,8,6,0.0,True
116,9,0,0.0,True
116,10,23,0.0,True
116,11,18,0.0,True
116,12,22,0.0,True
116,13,11,0.0,True
116,14,28,0.0,True
116,15,21,0.0,True
116,16,15,1.4901161193847656e-08,True
116,17,16,1.4901161193847656e-08,True
116,18,29,0.0,True
116,19,12,2.1073424255447017e-08,True
116,20,20,0.0,True
116,21,17,0.0,True
116,22,24,0.0,True
116,23,14,0.0,True
116,24,19,0.0,True
116,25,27,1.4901161193847656e-08,True
116,26,26,1.4901161193847656e-08,True
116,27,25,0.0,True
116,28,10,0.0,True
116,29,13,0.0,True
117,0,4,0.0,True
117,1,8,0.0,True
117,2,9,0.0,True
117,3,1,0.0,True
117,4,0,0.0,True
117,5,2,0.0,True
117,6,3,0.0,True
117,7,5,0.0,True
117,8,6,0.0,True
117,9,7,0.0,True
117,10,23,0.0,True
117,11,24,0.0,True
117,12,29,0.0,True
117,13,11,0.0,True
117,14,14,0.0,True
117,15,21,0.0,True
117,16,20,0.0,True
117,17,17,0.0,True
117,18,22,0.0,True
117,19,12,1.4901161193847656e-08,True
117,20,15,0.0,True
117,21,16,1.4901161193847656e-08,True
117,22,18,0.0,True
117,23,28,0.0,True
117,24,27,0.0,True
117,25,19,0.0,True
117,26,10,0.0,True
117,27,13,0.0,True
117,28,26,0.0,True
117,29,25,0.0,True
118,0,1,0.0,True
118,1,8,0.0,True
118,2,6,0.0,True
118,3,4,0.0,True
118,4,7,0.0,True
118,5,3,0.0,True
118,6,2,0.0,True
118,7,5,0.0,True
118,8,9,0.0,True
118,9,0,0.0,True
118,10,23,0.0,True
118,11,27,0.0,True
118,12,20,0.0,True
118,13,11,0.0,True
118,14,10,0.0,True
118,15,21,0.0,True
118,16,29,0.0,True
118,17,13,0.0,True
118,18,15,1.4901161193847656e-08,True
118,19,12,2.1073424255447017e-08,True
118,20,22,0.0,True
118,21,25,0.0,True
118,22,19,0.0,True
118,23,26,0.0,True
118,24,24,0.0,True
118,25,18,0.0,True
118,26,14,0.0,True
118,27,17,0.0,True
118,28,28,0.0,True
118,29,16,0.0,True
119,0,1,0.0,True
119,1,8,0.0,True
119,2,7,0.0,True
119,3,4,0.0,True
119,4,6,0.0,True
119,5,2,0.0,True
119,6,3,0.0,True
119,7,5,0.0,True
119,8,0,0.0,True
119,9,9,0.0,True
119,10,23,0.0,True
119,11,25,0.0,True
119,12,20,0.0,True
119,13,11,0.0,True
119,14,14,0.0,True
119,15,12,1.4901161193847656e-08,True
119,16,29,0.0,True
119,17,18,0.0,True
119,18,22,0.0,True
119,19,21,0.0,True
119,20,15,0.0,True
119,21,27,0.0,True
119,22,17,0.0,True
119,23,26,0.0,True
119,24,16,0.0,True
119,25,13,0.0,True
119,26,10,0.0,True
119,27,19,0.0,True
119,28,28,0.0,True
119,29,24,0.0,True
120,0,6,0.0,True
120,1,7,0.0,True
120,2,9,0.0,True
120,3,5,0.0,True
120,4,2,0.0,True
120,5,0,0.0,True
120,6,3,0.0,True
120,7,1,0.0,True
120,8,4,0.0,True
120,9,8,0.0,True
120,10,10,0.0,True
120,11,17,0.0,True
120,12,18,0.0,True
120,13,13,0.0,True
120,14,28,0.0,True
120,15,19,0.0,True
120,16,20,0.0,True
120,17,24,0.0,True
120,18,16,1.4901161193847656e-08,True
120,19,15,0.0,True
120,20,12,1.4901161193847656e-08,True
120,21,22,0.0,True
120,22,29,0.0,True
120,23,14,0.0,True
120,24,27,0.0,True
120,25,21,0.0,True
120,26,23,0.0,True
120,27,11,0.0,True
120,28,26,1.4901161193847656e-08,True
120,29,25,0.0,True
121,0,3,0.0,True
121,1,1,0.0,True
121,2,9,0.0,True
121,3,0,0.0,True
121,4,8,0.0,True
121,5,5,0.0,True
121,6,6,0.0,True
121,7,7,0.0,True
121,8,4,0.0,True
121,9,2,0.0,True
121,10,10,0.0,True
121,11,29,0.0,True
121,12,16,0.0,True
121,13,13,0.0,True
121,14,14,0.0,True
121,15,19,0.0,True
121,16,12,2.1073424255447017e-08,True
121,17,22,0.0,True
121,18,18,0.0,True
121,19,15,0.0,True
121,20,20,0.0,True
121,21,24,0.0,True
121,22,17,0.0,True
121,23,28,0.0,True
121,24,21,0.0,True
121,25,27,0.0,True
121,26,26,0.0,True
121,27,25,0.0,True
121,28,23,0.0,True
121,29,11,1.4901161193847656e-08,True
122,0,6,0.0,True
122,1,7,0.0,True
122,2,2,0.0,True
122,3,5,0.0,True
122,4,9,0.0,True
122,5,3,0.0,True
122,6,0,0.0,True
122,7,1,0.0,True
122,8,8,0.0,True
122,9,4,0.0,True
122,10,10,0.0,True
122,11,22,0.0,True
122,12,18,0.0,True
122,13,13,0.0,True
122,14,23,0.0,True
122,15,15,0.0,True
122,16,20,0.0,True
122,17,21,0.0,True
122,18,12,2.1073424255447017e-08,True
122,19,19,0.0,True
122,20,16,0.0,True
122,21,17,0.0,True
122,22,11,0.0,True
122,23,14,0.0,True
122,24,25,0.0,True
122,25,24,0.0,True
122,26,28,0.0,True
122,27,29,0.0,True
122,28,26,1.4901161193847656e-08,True
122,29,27,0.0,True
123,0,3,0.0,True
123,1,1,0.0,True
123,2,8,0.0,True
123,3,0,1.4901161193847656e-08,True
123,4,9,0.0,True
123,5,6,0.0,True
123,6,5,0.0,True
123,7,7,0.0,True
123,8,2,0.0,True
123,9,4,0.0,True
123,10,10,0.0,True
123,11,24,0.0,True
123,12,16,0.0,True
123,13,13,0.0,True
123,14,26,0.0,True
123,15,15,0.0,True
123,16,12,0.0,True
123,17,27,0.0,True
123,18,20,0.0,True
123,19,19,0.0,True
123,20,18,0.0,True
123,21,29,0.0,True
123,22,25,0.0,True
123,23,28,0.0,True
123,24,11,0.0,True
123,25,22,0.0,True
123,26,14,0.0,True
123,27,17,0.0,True
123,28,23,0.0,True
123,29,21,0.0,True
124,0,0,0.0,True
124,1,1,0.0,True
124,2,2,0.0,True
124,3,3,0.0,True
124,4,4,0.0,True
124,5,5,0.0,True
124,6,6,0.0,True
124,7,7,0.0,True
124,8,8,0.0,True
124,9,9,0.0,True
124,10,10,0.0,True
124,11,11,0.0,True
124,12,12,2.1073424255447017e-08,True
124,13,13,0.0,True
124,14,14,0.0,True
124,15,15,0.0,True
124,16,16,0.0,True
124,17,17,0.0,True
124,18,18,0.0,True
124,19,19,0.0,True
124,20,20,0.0,True
124,21,21,0.0,True
124,22,22,0.0,True
124,23,23,1.4901161193847656e-08,True
124,24,24,0.0,True
124,25,25,0.0,True
124,26,26,0.0,True
124,27,27,0.0,True
124,28,28,0.0,True
124,29,29,0.0,True
125,0,5,0.0,True
125,1,7,0.0,True
125,2,4,0.0,True
125,3,6,0.0,True
125,4,8,0.0,True
125,5,3,0.0,True
125,6,0,0.0,True
125,7,1,0.0,True
125,8,9,0.0,True
125,9,2,0.0,True
125,10,10,0.0,True
125,11,27,0.0,True
125,12,20,0.0,True
125,13,13,0.0,True
125,14,23,0.0,True
125,15,19,0.0,True
125,16,18,0.0,True
125,17,11,1.4901161193847656e-08,True
125,18,12,0.0,True
125,19,15,1.4901161193847656e-08,True
125,20,16,0.0,True
125,21,25,0.0,True
125,22,21,0.0,True
125,23,26,0.0,True
125,24,17,0.0,True
125,25,29,0.0,True
125,26,28,0.0,True
125,27,24,0.0,True
125,28,14,0.0,True
125,29,22,0.0,True
126,0,0,0.0,True
126,1,1,0.0,True
126,2,4,0.0,True
126,3,3,0.0,True
126,4,2,0.0,True
126,5,6,0.0,True
126,6,5,0.0,True
126,7,7,0.0,True
126,8,9,0.0,True
126,9,8,0.0,True
126,10,10,0.0,True
126,11,21,0.0,True
126,12,12,0.0,True
126,13,13,0.0,True
126,14,26,0.0,True
126,15,19,0.0,True
126,16,16,0.0,True
126,17,25,0.0,True
126,18,20,0.0,True
126,19,15,0.0,True
126,20,18,0.0,True
126,21,11,0.0,True
126,22,27,0.0,True
126,23,23,1.4901161193847656e-08,True
126,24,29,0.0,True
126,25,17,0.0,True
126,26,14,0.0,True
126,27,22,0.0,True
126,28,28,0.0,True
126,29,24,0.0,True
127,0,5,0.0,True
127,1,7,0.0,True
127,2,8,0.0,True
127,3,6,0.0,True
127,4,4,0.0,True
127,5,0,0.0,True
127,6,3,0.0,True
127,7,1,0.0,True
127,8,2,0.0,True
127,9,9,0.0,True
127,10,10,0.0,True
127,11,25,0.0,True
127,12,20,0.0,True
127,13,13,0.0,True
127,14,28,0.0,True
127,15,15,0.0,True
127,16,18,0.0,True
127,17,29,0.0,True
127,18,16,0.0,True
127,19,19,0.0,True
127,20,12,1.4901161193847656e-08,True
127,21,27,0.0,True
127,22,24,0.0,True
127,23,26,0.0,True
127,24,22,0.0,True
127,25,11,0.0,True
127,26,23,0.0,True
127,27,21,0.0,True
127,28,14,0.0,True
127,29,17,0.0,True
128,0,8,0.0,True
128,1,7,0.0,True
128,2,5,0.0,True
128,3,9,0.0,True
128,4,2,0.0,True
128,5,0,0.0,True
128,6,1,0.0,True
128,7,3,0.0,True
128,8,4,0.0,True
128,9,6,0.0,True
128,10,28,0.0,True
128,11,17,0.0,True
128,12,22,0.0,True
128,13,16,0.0,True
128,14,10,0.0,True
128,15,29,0.0,True
128,16,27,0.0,True
128,17,15,0.0,True
128,18,13,0.0,True
128,19,24,1.4901161193847656e-08,True
128,20,12,2.1073424255447017e-08,True
128,21,18,0.0,True
128,22,19,0.0,True
128,23,14,0.0,True
128,24,20,1.4901161193847656e-08,True
