sample_id,source_index,s4,s6,e4,e4_residual,e5,e5_residual
1234,30864,0.9200836528689422,0.38576984071128956,0.00030484356351622506,0.0001416215124443385,7.738440233890526e-06,7.738440233890526e-06
1235,30889,1.2505904436847755,0.7484037541289225,0.00021914305622519102,7.712319862302635e-05,4.011680746356114e-06,4.011680746356114e-06
1236,30914,1.5818921260905856,1.2376125875071924,0.00012249406973224576,3.5474707185920737e-06,1.7635682485334397e-07,1.7635682485334397e-07
1237,30939,1.4654273691189663,1.0520296304996346,0.00015761036257321275,3.0355629587398386e-05,1.5132065915679094e-06,1.5132065915679094e-06
1238,30964,1.395181884747613,0.950186523118821,0.00017785045865608128,4.573079897845066e-05,2.3086788462062823e-06,2.3086788462062823e-06
1239,30989,1.276258901327508,0.818439585766788,0.00020779961525374118,6.803267915998754e-05,3.466352564176199e-06,3.466352564176199e-06
1240,31014,1.2723134497562916,0.7881077078940439,0.00021180638256276048,7.140984291477843e-05,3.6822594307240106e-06,3.6822594307240106e-06
1241,31039,1.2629199569276588,0.7788978351892456,0.00021405572987446918,7.307247207495626e-05,3.770025414969943e-06,3.770025414969943e-06
1242,31064,1.2517159527168813,0.7680534752885794,0.00021672634820632232,7.504532385150411e-05,3.874382318939228e-06,3.874382318939228e-06
1243,31089,1.5531350639578068,1.1846312010549551,0.0001319495321982099,1.084787782910048e-05,5.398067571223782e-07,5.398067571223782e-07
1244,31114,1.5415866877895186,1.1770498978726698,0.00013416968602235972,1.2400890729719925e-05,6.036514981932292e-07,6.036514981932292e-07
1245,31139,1.1220947854015464,0.5558334985735187,0.0002579817473244208,0.00010697192696936428,5.749829524572554e-06,5.749829524572554e-06
1246,31164,1.5297738959213176,1.1569616784256,0.0001378729332450859,1.5243145449805808e-05,7.457834442744613e-07,7.457834442744613e-07
1247,31189,1.1450992898908996,0.585530860738734,0.0002515394004851317,0.00010206986102082358,5.462866527774445e-06,5.462866527774445e-06
1248,31214,1.3230910043134283,0.8949966873245293,0.00019309107365111396,5.6692922161299394e-05,2.8357701637976597e-06,2.8357701637976597e-06
1249,31239,1.4644280329975181,1.0606884978269056,0.0001567272284355985,2.9549636834802528e-05,1.4602195841594606e-06,1.4602195841594606e-06
1250,31265,1.286645786048412,0.8414876328398038,0.00020382847003660255,6.489656244224997e-05,3.283936324166087e-06,3.283936324166087e-06
1251,31290,0.9260304749809366,0.4153844659768978,0.00030059561867883084,0.00013808937992171105,7.490488687344702e-06,7.490488687344702e-06
1252,31315,1.0742884593970712,0.5604162324888493,0.0002637552028092589,0.00011050441598166688,5.878017828044812e-06,5.878017828044812e-06
1253,31340,1.0814475287005005,0.5351070710824097,0.0002657354386735912,0.00011246372079181446,6.036574316225112e-06,6.036574316225112e-06
1254,31365,1.2989678955068686,0.8299254328812709,0.00020362512905415295,6.512052363482048e-05,3.3304875877239625e-06,3.3304875877239625e-06
1255,31390,1.4614384677277001,1.0473299494308248,0.00015862970668269598,3.1114406171106135e-05,1.5504911306180279e-06,1.5504911306180279e-06
1256,31415,1.2116651220934904,0.7226164723876213,0.00022708081483257799,8.280889004263172e-05,4.299188241828549e-06,4.299188241828549e-06
1257,31440,0.9022449486459053,0.3595255132075146,0.00031034920323768565,0.00014588619014105925,8.00931727337178e-06,8.00931727337178e-06
1258,31465,1.320220531056795,0.8417211459349964,0.00019961345973034184,6.230538201282184e-05,3.1979009720458957e-06,3.1979009720458957e-06
1259,31490,1.425558497665814,0.9957038619491679,0.00016890597853535697,3.891146682367358e-05,1.950550959030208e-06,1.950550959030208e-06
1260,31515,1.1362614368952668,0.6671756882714227,0.00024324211106900261,9.452817199859825e-05,4.9124407088696e-06,4.9124407088696e-06
1261,31540,1.3117389982110084,0.8344456484232694,0.00020150978973028813,6.368701678343151e-05,3.2678001086513813e-06,3.2678001086513813e-06
1262,31565,1.5014136050534321,1.1230668231347167,0.00014512458007641448,2.0635243904819947e-05,1.002468272322752e-06,1.002468272322752e-06
1263,31590,1.2821919961859083,0.7911877882825088,0.00021020870022953167,7.033353497978333e-05,3.6351204380327374e-06,3.6351204380327374e-06
1264,31615,1.3179379764820205,0.8446890767652544,0.00019955342617546766,6.217815661971161e-05,3.1837985517371997e-06,3.1837985517371997e-06
1265,31640,0.947486810078943,0.4585603239722039,0.000292648856182479,0.0001318033351052418,7.082541986349697e-06,7.082541986349697e-06
1266,31665,1.5031866193957395,1.107077732189944,0.0001467662532272403,2.2130980816824277e-05,1.0993681793728015e-06,1.0993681793728015e-06
1267,31690,1.5334218455412734,1.1566537668237553,0.00013748244055511742,1.5024258801393277e-05,7.419731510956194e-07,7.419731510956194e-07
1268,31715,1.0807601409843965,0.4913699545461833,0.00027088865348788316,0.00011695048217537517,6.354881602467912e-06,6.354881602467912e-06
1269,31740,1.1414923888788358,0.670396006432846,0.00024218701202347747,9.377216675319016e-05,4.873528287652665e-06,4.873528287652665e-06
1270,31765,1.2476396312746254,0.7662010210870734,0.00021745682561442333,7.555223999823553e-05,3.898209022309632e-06,3.898209022309632e-06
1271,31790,1.3563575880904015,0.895468610342528,0.00018892882795908456,5.414308525636779e-05,2.754244561912254e-06,2.754244561912254e-06
1272,31815,1.2247085864905363,0.7554423595850928,0.0002216159233427909,7.844881906802833e-05,4.03552224161542e-06,4.03552224161542e-06
1273,31840,1.4501670096714134,1.043342387205838,0.00016043755510780178,3.232051323380375e-05,1.5972193261980288e-06,1.5972193261980288e-06
1274,31865,1.4380063511110701,1.0142589188041935,0.00016526118035625263,3.613611277731392e-05,1.8065238541851389e-06,1.8065238541851389e-06
1275,31890,1.2755713673707192,0.8050811081167725,0.0002094321525980462,6.943861367246141e-05,3.5586107144587478e-06,3.5586107144587478e-06
1276,31915,0.9479682288361857,0.43512875665555756,0.00029529484688367493,0.00013413329117714526,7.257203471027267e-06,7.257203471027267e-06
1277,31940,1.5066375036321946,1.1141132826546283,0.00014554564518396738,2.1178794946468115e-05,1.0495908193345788e-06,1.0495908193345788e-06
1278,31965,1.279103433481321,0.8118931279418153,0.0002081999477506116,6.847551261394703e-05,3.503256815528749e-06,3.503256815528749e-06
1279,31990,0.8808303948751675,0.3833199547207655,0.00031057265461666183,0.00014542061511967308,7.91270202726779e-06,7.91270202726779e-06
1280,32015,1.1449958087475687,0.6718465356634655,0.00024156263726240765,9.33378832355394e-05,4.852522000892019e-06,4.852522000892019e-06
1281,32040,1.299286410082265,0.8239050820271441,0.00020428215102771209,6.570574865109727e-05,3.3701200127423637e-06,3.3701200127423637e-06
1282,32065,1.5165251757656852,1.1489837192954886,0.00014034782702657025,1.696308979070633e-05,8.162187786206973e-07,8.162187786206973e-07
1283,32090,1.4935415437420223,1.0957636274615494,0.00014921356331031076,2.394896282940226e-05,1.1868118843190982e-06,1.1868118843190982e-06
1284,32115,1.1361045443089535,0.6696012495732488,0.00024298185610117224,9.429546490839451e-05,4.8957133545960185e-06,4.8957133545960185e-06
1285,32140,1.3811160926456731,0.9327582474134744,0.00018158075765268005,4.8529880643277765e-05,2.453160428092665e-06,2.453160428092665e-06
1286,32165,1.4346488508723163,1.0081308381341263,0.0001663737576787942,3.6997914419522725e-05,1.852445819103902e-06,1.852445819103902e-06
1287,32190,1.4085585146339057,0.9703277434177959,0.0001738964707160927,4.271404790241238e-05,2.149446830189503e-06,2.149446830189503e-06
1288,32215,1.4675436973189573,1.055790967253767,0.00015692302178719187,2.9824892152453006e-05,1.4854428757608876e-06,1.4854428757608876e-06
1289,32240,1.4547206797772634,1.0364895248909982,0.0001606862639482782,3.268977624385999e-05,1.6321146471481832e-06,1.6321146471481832e-06
1290,32265,1.2556464411764297,0.7827853198802812,0.00021452420981816285,7.324619121270971e-05,3.7631818010264306e-06,3.7631818010264306e-06
1291,32290,0.8516829759382202,0.32559700377245965,0.0003213317377829817,0.00015393714883451824,8.476824395074887e-06,8.476824395074887e-06
1292,32315,1.077160280201067,0.5850478852657599,0.0002605233910852527,0.00010776785562064678,5.690156401192298e-06,5.690156401192298e-06
1293,32340,1.2030365064022457,0.7058340646260299,0.00023012830987932689,8.519693883929979e-05,4.440553256565979e-06,4.440553256565979e-06
1294,32365,1.2390571132398402,0.7248944650733257,0.00022332613249275815,8.04092360229246e-05,4.20504608642069e-06,4.20504608642069e-06
1295,32390,1.2101486435755022,0.7598855551006654,0.00022296129525245306,7.915580487044617e-05,4.045499132135072e-06,4.045499132135072e-06
