probe_id,trace_c_squared,quartic_prediction,quartic_residual,directional_c_squared,sextic_prediction,sextic_residual,f_transpose_c_f,s4,f_transpose_c_f_residual
132,2.8112552649771376,2.8112552649771363,1.3322676295501878e-15,2.3762200392838992,2.3762200392838975,1.7763568394002505e-15,1.5370640522274588,1.537064052227459,2.220446049250313e-16
133,1.9989266092967393,1.9989266092967388,4.440892098500626e-16,1.0825185710830687,1.0825185710830691,4.440892098500626e-16,1.0053580230548353,1.0053580230548353,0.0
134,1.789781316612081,1.7897813166120815,4.440892098500626e-16,0.8226814825391944,0.8226814825391948,4.440892098500626e-16,0.868462922388514,0.8684629223885141,1.1102230246251565e-16
135,2.0143060893488007,2.0143060893487994,1.3322676295501878e-15,1.1172802813082092,1.1172802813082088,4.440892098500626e-16,1.015424591816184,1.015424591816184,0.0
136,1.735960441608826,1.7359604416088263,4.440892098500626e-16,0.7333511096449487,0.7333511096449485,1.1102230246251565e-16,0.833234713295474,0.8332347132954742,1.1102230246251565e-16
137,2.538943597472407,2.538943597472406,8.881784197001252e-16,1.91543783805018,1.9154378380501793,6.661338147750939e-16,1.3588236880425448,1.3588236880425448,0.0
138,1.6858502680822245,1.6858502680822243,2.220446049250313e-16,0.6764682209441231,0.6764682209441231,0.0,0.8004353269871533,0.800435326987153,2.220446049250313e-16
139,2.358837444613897,2.3588374446138953,1.7763568394002505e-15,1.6162309563071213,1.6162309563071213,0.0,1.2409360243533372,1.2409360243533376,4.440892098500626e-16
140,2.2904548556658124,2.2904548556658133,8.881784197001252e-16,1.4895789102790762,1.4895789102790764,2.220446049250313e-16,1.1961765115873195,1.1961765115873202,6.661338147750939e-16
141,2.0379771507627757,2.0379771507627744,1.3322676295501878e-15,1.1255595602933641,1.1255595602933637,4.440892098500626e-16,1.0309183774689674,1.0309183774689674,0.0
142,2.354008047728137,2.3540080477281364,4.440892098500626e-16,1.601262384480896,1.6012623844808953,6.661338147750939e-16,1.2377749645735683,1.237774964573568,2.220446049250313e-16
143,1.6750147817114436,1.675014781711444,4.440892098500626e-16,0.6628279795074538,0.662827979507454,2.220446049250313e-16,0.7933430086353694,0.7933430086353694,0.0
144,2.267892544909218,2.2678925449092184,4.440892098500626e-16,1.4659132672679163,1.4659132672679163,0.0,1.1814084536375487,1.181408453637549,4.440892098500626e-16
