coefficient_id,monomial,f0_power,f1_power,f2_power,f3_power,determinant_coefficient,candidate_coefficient,residual,coefficient_pass
121,f0^4*f1^7*f2,4,7,1,0,-1.184114828917995e-07,6.5553972093704036e-09,-1.249668801011699e-07,False
122,f0^4*f1^7*f3,4,7,0,1,2.684808422555911e-09,3.610394563011107e-08,-3.341913720755516e-08,False
123,f0^4*f1^6*f2^2,4,6,2,0,5.398320433030927e-07,1.7597871732821183e-06,-1.2199551299790256e-06,False
124,f0^4*f1^6*f2*f3,4,6,1,1,1.6899139828803111e-07,3.840355205387711e-07,-2.1504412225074e-07,False
125,f0^4*f1^6*f3^2,4,6,0,2,-4.4764527042995684e-07,6.350083228379563e-07,-1.082653593267913e-06,False
126,f0^4*f1^5*f2^3,4,5,3,0,3.898973947014767e-06,4.384958494636319e-06,-4.85984547621552e-07,False
127,f0^4*f1^5*f2^2*f3,4,5,2,1,3.831065904629338e-06,3.90378255724539e-06,-7.271665261605131e-08,False
128,f0^4*f1^5*f2*f3^2,4,5,1,2,1.815122089801848e-06,2.1479985745935267e-06,-3.3287648479167877e-07,False
129,f0^4*f1^5*f3^3,4,5,0,3,1.0210654756567638e-06,1.3502336584131066e-06,-3.2916818275634277e-07,False
130,f0^4*f1^4*f2^4,4,4,4,0,4.583918864992912e-06,6.70898863200888e-06,-2.1250697670159686e-06,False
131,f0^4*f1^4*f2^3*f3,4,4,3,1,3.2261584562137985e-06,3.614915578041738e-06,-3.887571218279393e-07,False
132,f0^4*f1^4*f2^2*f3^2,4,4,2,2,1.174173924748198e-06,4.997146764120672e-06,-3.822972839372474e-06,False
133,f0^4*f1^4*f2*f3^3,4,4,1,3,3.9483231048542945e-06,4.4202993807547145e-06,-4.7197627590042007e-07,False
134,f0^4*f1^4*f3^4,4,4,0,4,2.4196777935967984e-06,4.221041184938986e-06,-1.8013633913421879e-06,False
135,f0^4*f1^3*f2^5,4,3,5,0,4.582029281408111e-06,5.0439300186937915e-06,-4.619007372856807e-07,False
136,f0^4*f1^3*f2^4*f3,4,3,4,1,2.611211004152968e-06,2.187305453446424e-06,4.2390555070654395e-07,False
137,f0^4*f1^3*f2^3*f3^2,4,3,3,2,1.1151251147916427e-06,1.1736099166371738e-06,-5.8484801845531135e-08,False
138,f0^4*f1^3*f2^2*f3^3,4,3,2,3,4.749120986763116e-06,4.939619060034741e-06,-1.9049807327162506e-07,False
139,f0^4*f1^3*f2*f3^4,4,3,1,4,3.3633880602857e-06,3.3289672222095163e-06,3.442083807618387e-08,False
140,f0^4*f1^3*f3^5,4,3,0,5,3.6252519446204148e-06,4.207451224757659e-06,-5.821992801372444e-07,False
141,f0^4*f1^2*f2^6,4,2,6,0,2.7582174544526194e-06,4.096432305193866e-06,-1.338214850741247e-06,False
142,f0^4*f1^2*f2^5*f3,4,2,5,1,5.106686470200711e-06,5.66119176365303e-06,-5.54505293452319e-07,False
143,f0^4*f1^2*f2^4*f3^2,4,2,4,2,6.528061006013315e-06,1.0621744502592245e-05,-4.09368349657893e-06,False
144,f0^4*f1^2*f2^3*f3^3,4,2,3,3,1.1734237952085824e-05,1.2897258927741673e-05,-1.1630209756558492e-06,False
145,f0^4*f1^2*f2^2*f3^4,4,2,2,4,2.735373181761584e-06,6.4574866421758864e-06,-3.7221134604143025e-06,False
146,f0^4*f1^2*f2*f3^5,4,2,1,5,2.2548704084539606e-06,2.4572404586095384e-06,-2.0237005015557788e-07,False
147,f0^4*f1^2*f3^6,4,2,0,6,3.760963304408722e-06,5.006110819382626e-06,-1.2451475149739036e-06,False
148,f0^4*f1*f2^7,4,1,7,0,6.795173390021782e-07,8.372156343761444e-07,-1.5769829537396626e-07,False
149,f0^4*f1*f2^6*f3,4,1,6,1,1.2105295187408047e-06,1.0630515090325068e-06,1.4747800970829787e-07,False
150,f0^4*f1*f2^5*f3^2,4,1,5,2,-2.344555889739055e-06,-2.458290191788237e-06,1.1373430204918211e-07,False
151,f0^4*f1*f2^4*f3^3,4,1,4,3,-2.0999035573279755e-06,-2.4084656665292415e-06,3.08562109201266e-07,False
152,f0^4*f1*f2^3*f3^4,4,1,3,4,4.7104968929472845e-09,-2.344174036377264e-07,2.3912790053067366e-07,False
153,f0^4*f1*f2^2*f3^5,4,1,2,5,8.866362137110156e-07,1.0104640467681624e-06,-1.2382783305714682e-07,False
154,f0^4*f1*f2*f3^6,4,1,1,6,2.5717907114306328e-06,2.437185084286607e-06,1.346056271440258e-07,False
155,f0^4*f1*f3^7,4,1,0,7,1.651097061218046e-06,1.9158365338992417e-06,-2.6473947268119577e-07,False
156,f0^4*f2^8,4,0,8,0,1.6188095915320065e-07,4.552819747078279e-07,-2.934010155546272e-07,False
157,f0^4*f2^7*f3,4,0,7,1,1.2083499954312072e-06,1.481987139083916e-06,-2.7363714365270873e-07,False
158,f0^4*f2^6*f3^2,4,0,6,2,3.404286968141089e-06,4.653571356359016e-06,-1.2492843882179273e-06,False
159,f0^4*f2^5*f3^3,4,0,5,3,4.885585243739261e-06,5.4272433781313264e-06,-5.416581343920655e-07,False
160,f0^4*f2^4*f3^4,4,0,4,4,4.634449298196648e-06,6.524271608737248e-06,-1.8898223105406e-06,False
161,f0^4*f2^3*f3^5,4,0,3,5,4.136810113968732e-06,4.582937855551247e-06,-4.4612774158251514e-07,False
162,f0^4*f2^2*f3^6,4,0,2,6,1.92065091536282e-06,3.193359728882075e-06,-1.2727088135192551e-06,False
163,f0^4*f2*f3^7,4,0,1,7,7.73469840578848e-07,9.29312222785547e-07,-1.5584238220669908e-07,False
164,f0^4*f3^8,4,0,0,8,2.5531140282370717e-07,5.587165258229729e-07,-3.0340512299926576e-07,False
165,f0^3*f1^9,3,9,0,0,-1.0294285200027955e-08,-8.755772717157504e-09,-1.538512482870451e-09,True
166,f0^3*f1^8*f2,3,8,1,0,5.6243876951100465e-09,1.4272480864705182e-08,-8.648093169595136e-09,False
167,f0^3*f1^8*f3,3,8,0,1,4.023082356833886e-08,2.562069015786635e-08,1.4610133410472513e-08,False
168,f0^3*f1^7*f2^2,3,7,2,0,2.1580743164374927e-07,2.3811614800340358e-07,-2.2308716359654312e-08,False
169,f0^3*f1^7*f2*f3,3,7,1,1,1.2422542581467943e-07,2.0317545605311567e-07,-7.895003023843623e-08,False
170,f0^3*f1^7*f3^2,3,7,0,2,-2.1875322864876582e-09,7.594375137174357e-09,-9.781907423662016e-09,False
171,f0^3*f1^6*f2^3,3,6,3,0,1.1754823731873817e-07,1.3573559436493973e-07,-1.8187357046201558e-08,False
172,f0^3*f1^6*f2^2*f3,3,6,2,1,5.089850482004337e-07,4.6117652254749286e-07,4.780852565294085e-08,False
173,f0^3*f1^6*f2*f3^2,3,6,1,2,1.4284645108402961e-07,2.6390478448812086e-07,-1.2105833340409124e-07,False
174,f0^3*f1^6*f3^3,3,6,0,3,-3.8775994733951105e-08,-6.951101037615796e-08,3.073501564220686e-08,False
175,f0^3*f1^5*f2^4,3,5,4,0,4.869438156061704e-07,5.087883867612964e-07,-2.1844571155125985e-08,False
176,f0^3*f1^5*f2^3*f3,3,5,3,1,2.14490456268221e-06,2.3493631411842482e-06,-2.0445857850203833e-07,False
177,f0^3*f1^5*f2^2*f3^2,3,5,2,2,1.4453359652636865e-06,1.4261745734772645e-06,1.9161391786422007e-08,False
178,f0^3*f1^5*f2*f3^3,3,5,1,3,2.3453156577823643e-06,2.6432811144524736e-06,-2.9796545667010936e-07,False
179,f0^3*f1^5*f3^4,3,5,0,4,-3.0029316619630184e-07,-2.8674254009645316e-07,-1.3550626099848674e-08,False
180,f0^3*f1^4*f2^5,3,4,5,0,-1.16540737087971e-07,-1.1336028930208574e-07,-3.1804477858852546e-09,True
181,f0^3*f1^4*f2^4*f3,3,4,4,1,1.7306175473542112e-06,1.7588381823798301e-06,-2.8220635025618933e-08,False
182,f0^3*f1^4*f2^3*f3^2,3,4,3,2,4.116162991338965e-07,5.981409207602439e-07,-1.865246216263474e-07,False
183,f0^3*f1^4*f2^2*f3^3,3,4,2,3,-2.3861997528152407e-07,-5.202198486831777e-07,2.8159987340165365e-07,False
184,f0^3*f1^4*f2*f3^4,3,4,1,4,2.252569828803241e-06,2.449854224218099e-06,-1.9728439541485814e-07,False
185,f0^3*f1^4*f3^5,3,4,0,5,-8.136814486876809e-08,-9.886078003669966e-08,1.749263516793157e-08,False
186,f0^3*f1^3*f2^6,3,3,6,0,3.794001324111447e-07,4.0317255258303816e-07,-2.3772420171893476e-08,False
187,f0^3*f1^3*f2^5*f3,3,3,5,1,2.609749101220313e-06,2.799221418662626e-06,-1.8947231744231288e-07,False
188,f0^3*f1^3*f2^4*f3^2,3,3,4,2,3.5905982392939387e-06,3.527785070256377e-06,6.281316903756154e-08,False
189,f0^3*f1^3*f2^3*f3^3,3,3,3,3,3.793319752912043e-06,4.0366462477904446e-06,-2.433264948784016e-07,False
190,f0^3*f1^3*f2^2*f3^4,3,3,2,4,1.2362669060758323e-06,1.249795381229805e-06,-1.3528475153972818e-08,False
191,f0^3*f1^3*f2*f3^5,3,3,1,5,3.0996897479368446e-06,3.2125359962655794e-06,-1.1284624832873481e-07,False
192,f0^3*f1^3*f3^6,3,3,0,6,-1.1453017842139356e-07,-8.370457559998847e-08,-3.082560282140509e-08,False
193,f0^3*f1^2*f2^7,3,2,7,0,-2.14145293105125e-07,-2.2534907479922645e-07,1.1203781694101465e-08,False
194,f0^3*f1^2*f2^6*f3,3,2,6,1,8.483026349895525e-07,8.286258917917363e-07,1.96767431978162e-08,False
195,f0^3*f1^2*f2^5*f3^2,3,2,5,2,1.3918974081597347e-07,2.749889547142536e-07,-1.3579921389828015e-07,False
196,f0^3*f1^2*f2^4*f3^3,3,2,4,3,1.3605824794145227e-06,1.1079929516961808e-06,2.525895277183419e-07,False
197,f0^3*f1^2*f2^3*f3^4,3,2,3,4,3.4976296309740306e-06,3.896059169283543e-06,-3.9842953830951226e-07,False
198,f0^3*f1^2*f2^2*f3^5,3,2,2,5,9.474943111324344e-07,9.296745421147739e-07,1.7819769017660524e-08,False
199,f0^3*f1^2*f2*f3^6,3,2,1,6,2.0433144974436517e-06,2.1020546352822903e-06,-5.8740137838638615e-08,False
200,f0^3*f1^2*f3^7,3,2,0,7,3.594852097203178e-08,4.157957286388619e-08,-5.631051891854409e-09,False
201,f0^3*f1*f2^8,3,1,8,0,2.7126595938384076e-08,3.232171045013763e-08,-5.1951145117535545e-09,False
202,f0^3*f1*f2^7*f3,3,1,7,1,6.175186240014554e-07,6.818024281633996e-07,-6.42838041619442e-08,False
203,f0^3*f1*f2^6*f3^2,3,1,6,2,2.317884828931642e-06,2.3465145874866437e-06,-2.862975855500159e-08,False
204,f0^3*f1*f2^5*f3^3,3,1,5,3,8.813512586142141e-07,9.560474631707599e-07,-7.469620455654575e-08,False
205,f0^3*f1*f2^4*f3^4,3,1,4,4,1.1396767604520793e-06,9.597020246921623e-07,1.79974735759917e-07,False
206,f0^3*f1*f2^3*f3^5,3,1,3,5,1.9424640161447308e-06,2.0637908441932115e-06,-1.213268280484807e-07,False
207,f0^3*f1*f2^2*f3^6,3,1,2,6,-5.224423469272867e-07,-6.370153347461588e-07,1.1457298781887205e-07,False
208,f0^3*f1*f2*f3^7,3,1,1,7,1.619581600476617e-06,1.6451663962483217e-06,-2.5584795771704638e-08,False
209,f0^3*f1*f3^8,3,1,0,8,9.186624234167372e-08,1.0071318376806384e-07,-8.846941426390123e-09,False
210,f0^3*f2^9,3,0,9,0,0.0,-7.014723856828183e-09,7.014723856828183e-09,False
211,f0^3*f2^8*f3,3,0,8,1,-1.5338824534503806e-08,-1.8276419436328835e-08,2.9375949018250296e-09,True
212,f0^3*f2^7*f3^2,3,0,7,2,7.958200090961028e-08,1.2883973332154214e-07,-4.9257732411931866e-08,False
213,f0^3*f2^6*f3^3,3,0,6,3,1.3007239884067773e-06,1.2944219900479245e-06,6.301998358852806e-09,False
214,f0^3*f2^5*f3^4,3,0,5,4,1.0397357633111766e-06,1.169873475000362e-06,-1.3013771168918532e-07,False
215,f0^3*f2^4*f3^5,3,0,4,5,1.8270210425792093e-06,1.787009681767743e-06,4.0011360811466413e-08,False
216,f0^3*f2^3*f3^6,3,0,3,6,1.4167955964219762e-06,1.570854560527283e-06,-1.5405896410530689e-07,False
217,f0^3*f2^2*f3^7,3,0,2,7,6.302010852318122e-07,6.091967877416207e-07,2.1004297490191532e-08,False
218,f0^3*f2*f3^8,3,0,1,8,4.673124633961643e-07,5.39840153987464e-07,-7.252769059129968e-08,False
219,f0^3*f3^9,3,0,0,9,2.129463312019347e-08,2.5547873208303706e-08,-4.2532400881102355e-09,True
220,f0^2*f1^10,2,10,0,0,-1.812625619484215e-08,7.495433058588957e-08,-9.308058678073173e-08,False
221,f0^2*f1^9*f2,2,9,1,0,1.855337639784566e-07,2.1594552250966468e-07,-3.0411758531208074e-08,False
222,f0^2*f1^9*f3,2,9,0,1,1.6831715279000723e-07,1.2945583160079905e-07,3.8861321189208174e-08,False
223,f0^2*f1^8*f2^2,2,8,2,0,-1.0538599799273286e-07,5.446383672586675e-07,-6.500243652514004e-07,False
224,f0^2*f1^8*f2*f3,2,8,1,1,-6.293602225360188e-07,-6.555558890282044e-07,2.619566649218555e-08,False
225,f0^2*f1^8*f3^2,2,8,0,2,-3.8838221917226606e-07,1.7914548445881312e-07,-5.675277036310792e-07,False
226,f0^2*f1^7*f2^3,2,7,3,0,1.8230269172018402e-06,1.925332420027572e-06,-1.0230550282573188e-07,False
227,f0^2*f1^7*f2^2*f3,2,7,2,1,-1.2993867841825971e-06,-1.6182036009566178e-06,3.1881681677402065e-07,False
228,f0^2*f1^7*f2*f3^2,2,7,1,2,-5.9410106222924865e-08,-6.052358138789478e-08,1.113475164969911e-09,True
229,f0^2*f1^7*f3^3,2,7,0,3,1.3110046730078474e-07,1.2337358222669624e-07,7.726885074088496e-09,False
230,f0^2*f1^6*f2^4,2,6,4,0,2.638062128324997e-06,4.120785278654846e-06,-1.4827231503298492e-06,False
231,f0^2*f1^6*f2^3*f3,2,6,3,1,-4.179110781640432e-07,-2.709592134655099e-07,-1.4695186469853326e-07,False
232,f0^2*f1^6*f2^2*f3^2,2,6,2,2,2.186995343586267e-06,5.220810643172171e-06,-3.0338152995859043e-06,False
233,f0^2*f1^6*f2*f3^3,2,6,1,3,5.814115859062527e-07,6.030951835829245e-07,-2.1683597676671796e-08,False
234,f0^2*f1^6*f3^4,2,6,0,4,-1.2217195032800628e-07,1.1372470730881303e-06,-1.2594190234161365e-06,False
235,f0^2*f1^5*f2^5,2,5,5,0,3.3737869698954767e-06,3.541120925313553e-06,-1.673339554180761e-07,False
236,f0^2*f1^5*f2^4*f3,2,5,4,1,-4.13751837901699e-06,-4.471615908682967e-06,3.3409752966597684e-07,False
237,f0^2*f1^5*f2^3*f3^2,2,5,3,2,-1.022733984605144e-06,-9.963700294499449e-07,-2.636395515519918e-08,False
238,f0^2*f1^5*f2^2*f3^3,2,5,2,3,-3.039854841397679e-07,-4.40120731757492e-07,1.361352476177241e-07,False
239,f0^2*f1^5*f2*f3^4,2,5,1,4,-2.899268476533603e-06,-3.1574110497573603e-06,2.5814257322375717e-07,False
240,f0^2*f1^5*f3^5,2,5,0,5,2.0081665629237963e-06,2.2274142905995664e-06,-2.1924772767577005e-07,False
241,f0^2*f1^4*f2^6,2,4,6,0,3.7882715109321953e-06,5.333699582419502e-06,-1.5454280714873069e-06,False
242,f0^2*f1^4*f2^5*f3,2,4,5,1,1.5987575133121043e-06,1.8384305914816178e-06,-2.396730781695135e-07,False
243,f0^2*f1^4*f2^4*f3^2,2,4,4,2,5.3022796190033914e-06,9.402276229720642e-06,-4.0999966107172505e-06,False
244,f0^2*f1^4*f2^3*f3^3,2,4,3,3,3.86297610062995e-06,3.783173409872477e-06,7.980269075747264e-08,False
245,f0^2*f1^4*f2^2*f3^4,2,4,2,4,3.23417512591012e-06,7.82789681109793e-06,-4.59372168518781e-06,False
246,f0^2*f1^4*f2*f3^5,2,4,1,5,4.6737479382488e-07,5.482316042208629e-07,-8.085681039598284e-08,False
247,f0^2*f1^4*f3^6,2,4,0,6,1.9819382012804547e-06,3.279208323541672e-06,-1.2972701222612174e-06,False
248,f0^2*f1^3*f2^7,2,3,7,0,1.6843721483329503e-06,1.801654272065791e-06,-1.172821237328406e-07,False
249,f0^2*f1^3*f2^6*f3,2,3,6,1,-4.973425330977753e-06,-5.4497814206836384e-06,4.7635608970588556e-07,False
250,f0^2*f1^3*f2^5*f3^2,2,3,5,2,-2.2284116374953143e-06,-2.1018577698001244e-06,-1.2655386769518983e-07,False
251,f0^2*f1^3*f2^4*f3^3,2,3,4,3,-7.419311886980916e-06,-7.796154934275917e-06,3.7684304729500074e-07,False
252,f0^2*f1^3*f2^3*f3^4,2,3,3,4,-6.0277954395400565e-06,-6.216711748122776e-06,1.8891630858271915e-07,False
253,f0^2*f1^3*f2^2*f3^5,2,3,2,5,1.2779232876354727e-06,1.1948662309083148e-06,8.305705672715785e-08,False
254,f0^2*f1^3*f2*f3^6,2,3,1,6,-2.312503390844679e-06,-2.4843660521323324e-06,1.718626612876532e-07,False
255,f0^2*f1^3*f3^7,2,3,0,7,2.5670984856418594e-06,2.8600702487300586e-06,-2.9297176308819916e-07,False
256,f0^2*f1^2*f2^8,2,2,8,0,8.143148770656606e-07,1.4948199233897783e-06,-6.805050463241178e-07,False
257,f0^2*f1^2*f2^7*f3,2,2,7,1,1.561298962788606e-06,1.7500866937592868e-06,-1.8878773097068087e-07,False
258,f0^2*f1^2*f2^6*f3^2,2,2,6,2,4.283896773708493e-06,7.179013497521318e-06,-2.895116723812825e-06,False
259,f0^2*f1^2*f2^5*f3^3,2,2,5,3,6.040578160525426e-06,6.247553165987152e-06,-2.0697500546172587e-07,False
260,f0^2*f1^2*f2^4*f3^4,2,2,4,4,4.372422040193345e-06,9.051720659890353e-06,-4.679298619697009e-06,False
261,f0^2*f1^2*f2^3*f3^5,2,2,3,5,3.6772420993640065e-06,3.847232075144834e-06,-1.699899757808274e-07,False
262,f0^2*f1^2*f2^2*f3^6,2,2,2,6,3.901047909429897e-07,2.942068286290088e-06,-2.5519634953470986e-06,False
263,f0^2*f1^2*f2*f3^7,2,2,1,7,-8.230181887291194e-07,-7.897748320185046e-07,-3.3243356710614793e-08,False
264,f0^2*f1^2*f3^8,2,2,0,8,1.8273127158672575e-06,2.45838607205755e-06,-6.310733561902924e-07,False
265,f0^2*f1*f2^9,2,1,9,0,0.0,3.5558632997044067e-08,-3.5558632997044067e-08,False
266,f0^2*f1*f2^8*f3,2,1,8,1,-5.551943892100797e-07,-6.612451045589965e-07,1.0605071534891677e-07,False
267,f0^2*f1*f2^7*f3^2,2,1,7,2,-1.5387245845326594e-06,-1.455631142788396e-06,-8.309344174426342e-08,False
268,f0^2*f1*f2^6*f3^3,2,1,6,3,-5.242524365880667e-06,-5.609397909045749e-06,3.6687354316508174e-07,False
269,f0^2*f1*f2^5*f3^4,2,1,5,4,-4.0738226552200435e-06,-4.264536712490716e-06,1.9071405727067212e-07,False
270,f0^2*f1*f2^4*f3^5,2,1,4,5,-3.3559886871668713e-06,-3.3756055107212763e-06,1.961682355440501e-08,False
271,f0^2*f1*f2^3*f3^6,2,1,3,6,-2.5420706513099375e-06,-2.799222313623798e-06,2.571516623138605e-07,False
272,f0^2*f1*f2^2*f3^7,2,1,2,7,1.4530633719908828e-06,1.6711603992672984e-06,-2.1809702727641564e-07,False
273,f0^2*f1*f2*f3^8,2,1,1,8,-4.574661969145867e-07,-5.272996783250039e-07,6.983348141041723e-08,False
274,f0^2*f1*f3^9,2,1,0,9,5.67582910864891e-07,6.791551988028668e-07,-1.1157228793797588e-07,False
275,f0^2*f2^10,2,0,10,0,0.0,1.0223057440432228e-07,-1.0223057440432228e-07,False
276,f0^2*f2^9*f3,2,0,9,1,0.0,6.185457906899007e-08,-6.185457906899007e-08,False
277,f0^2*f2^8*f3^2,2,0,8,2,4.803545876883966e-07,1.0970680534870356e-06,-6.16713465798639e-07,False
278,f0^2*f2^7*f3^3,2,0,7,3,1.4646933712412813e-06,1.6553191741714712e-06,-1.906258029301899e-07,False
279,f0^2*f2^6*f3^4,2,0,6,4,7.978123646565167e-07,2.0898504275039896e-06,-1.2920380628474729e-06,False
280,f0^2*f2^5*f3^5,2,0,5,5,2.0008206279676813e-06,2.1797959112698664e-06,-1.7897528330218506e-07,False
281,f0^2*f2^4*f3^6,2,0,4,6,4.6547475630645037e-07,1.7932401182552433e-06,-1.327765361948793e-06,False
282,f0^2*f2^3*f3^7,2,0,3,7,4.957358753723564e-07,5.50678211461858e-07,-5.494233608950157e-08,False
283,f0^2*f2^2*f3^8,2,0,2,8,1.8864794190061345e-07,8.43663814372489e-07,-6.550158724718755e-07,False
284,f0^2*f2*f3^9,2,0,1,9,-1.1103860729485027e-07,-1.1359798063956349e-07,2.5593733447132197e-09,True
285,f0^2*f3^10,2,0,0,10,6.849476634372113e-08,1.8342312261868285e-07,-1.1492835627496172e-07,False
286,f0*f1^11,1,11,0,0,3.691506693792868e-09,4.614680749845637e-09,-9.231740560527687e-10,True
287,f0*f1^10*f2,1,10,1,0,1.3510988019191927e-08,1.7633743224255326e-08,-4.122755205063399e-09,True
288,f0*f1^10*f3,1,10,0,1,-3.088847659185294e-08,-3.4008939537121685e-08,3.120462945268744e-09,True
289,f0*f1^9*f2^2,1,9,2,0,3.073409803317577e-08,3.3064663631372615e-08,-2.3305655981968422e-09,True
290,f0*f1^9*f2*f3,1,9,1,1,-2.2530950777761606e-08,-7.00536142745408e-09,-1.5525589350307526e-08,False
291,f0*f1^9*f3^2,1,9,0,2,1.0438005441114148e-07,1.0847929810508148e-07,-4.099243693939998e-09,True
292,f0*f1^8*f2^3,1,8,3,0,2.0803804327467131e-07,2.2309148297029694e-07,-1.5053439695625623e-08,False
293,f0*f1^8*f2^2*f3,1,8,2,1,-3.350103849245619e-07,-3.344773264554659e-07,-5.330584690959989e-10,True
294,f0*f1^8*f2*f3^2,1,8,1,2,-1.326934180089845e-07,-1.0590578920984865e-07,-2.6787628799135843e-08,False
295,f0*f1^8*f3^3,1,8,0,3,-1.6504542832585892e-07,-1.7707389868031313e-07,1.2028470354454216e-08,False
296,f0*f1^7*f2^4,1,7,4,0,7.085128037329572e-08,6.913819713507253e-08,1.7130832382231925e-09,True
297,f0*f1^7*f2^3*f3,1,7,3,1,6.738105830452889e-07,7.473925384075512e-07,-7.358195536226233e-08,False
298,f0*f1^7*f2^2*f3^2,1,7,2,2,-1.9008156929204687e-07,-2.1095199298013819e-07,2.0870423688091318e-08,False
299,f0*f1^7*f2*f3^3,1,7,1,3,2.849479532459232e-07,3.5163137222549344e-07,-6.668341897957023e-08,False
300,f0*f1^7*f3^4,1,7,0,4,1.5242853538443205e-07,1.6283259425109606e-07,-1.0404058866664011e-08,False
301,f0*f1^6*f2^5,1,6,5,0,3.6833388534728735e-07,3.896257437406126e-07,-2.1291858393325272e-08,False
302,f0*f1^6*f2^4*f3,1,6,4,1,-4.9505272708125e-07,-4.742725715904158e-07,-2.078015549083419e-08,False
303,f0*f1^6*f2^3*f3^2,1,6,3,2,4.2423999069978597e-07,5.39997504986802e-07,-1.1575751428701606e-07,False
304,f0*f1^6*f2^2*f3^3,1,6,2,3,-1.2595617557965445e-06,-1.1913215903884918e-06,-6.824016540805277e-08,False
305,f0*f1^6*f2*f3^4,1,6,1,4,4.917266281302574e-07,5.555340293669851e-07,-6.380740123672769e-08,False
306,f0*f1^6*f3^5,1,6,0,5,-1.5105095169359055e-07,-1.5857800898508855e-07,7.527057291498005e-09,False
307,f0*f1^5*f2^6,1,5,6,0,1.0545856255101177e-07,1.030036045319085e-07,2.4549580191032773e-09,True
308,f0*f1^5*f2^5*f3,1,5,5,1,1.3357788337332105e-06,1.4372350748106973e-06,-1.0145624107748677e-07,False
309,f0*f1^5*f2^4*f3^2,1,5,4,2,-5.170985845104083e-07,-5.326670596059369e-07,1.5568475095528588e-08,False
310,f0*f1^5*f2^3*f3^3,1,5,3,3,1.1158267801015844e-06,1.2084822415947296e-06,-9.265546149314521e-08,False
311,f0*f1^5*f2^2*f3^4,1,5,2,4,-4.304713182944566e-07,-3.072294214342456e-07,-1.2324189686021096e-07,False
312,f0*f1^5*f2*f3^5,1,5,1,5,3.498680078322018e-07,3.650116252919331e-07,-1.514361745973132e-08,False
313,f0*f1^5*f3^6,1,5,0,6,1.2553029767260896e-07,1.5237634738650376e-07,-2.6846049713894793e-08,False
314,f0*f1^4*f2^7,1,4,7,0,1.7182428660062195e-07,1.8521705378795655e-07,-1.3392767187334592e-08,False
315,f0*f1^4*f2^6*f3,1,4,6,1,-2.2126235845130025e-07,-1.883335369975e-07,-3.292882145380026e-08,False
316,f0*f1^4*f2^5*f3^2,1,4,5,2,9.087941020039656e-07,1.0666925122777415e-06,-1.5789841027377593e-07,False
317,f0*f1^4*f2^4*f3^3,1,4,4,3,-2.108220814221351e-06,-2.050072099512564e-06,-5.814871470878724e-08,False
318,f0*f1^4*f2^3*f3^4,1,4,3,4,1.7886706757397701e-06,1.8628022905238e-06,-7.413161478402976e-08,False
319,f0*f1^4*f2^2*f3^5,1,4,2,5,-1.3466676215943255e-06,-1.2089107344932082e-06,-1.3775688710111728e-07,False
320,f0*f1^4*f2*f3^6,1,4,1,6,1.167353209580821e-06,1.2165160342909654e-06,-4.916282471014451e-08,False
321,f0*f1^4*f3^7,1,4,0,7,8.508039771437087e-08,9.559129926915733e-08,-1.0510901554786456e-08,False
322,f0*f1^3*f2^8,1,3,8,0,6.813266931511354e-08,7.235515817866463e-08,-4.222488863551089e-09,True
323,f0*f1^3*f2^7*f3,1,3,7,1,6.519775478885936e-07,7.153704811552792e-07,-6.339293326668556e-08,False
324,f0*f1^3*f2^6*f3^2,1,3,6,2,-2.655546155578891e-07,-2.9382744536631806e-07,2.8272829808428964e-08,False
325,f0*f1^3*f2^5*f3^3,1,3,5,3,8.248033624880073e-07,9.73008003540417e-07,-1.4820464105240965e-07,False
326,f0*f1^3*f2^4*f3^4,1,3,4,4,-1.4155955776154183e-06,-1.3283098434718053e-06,-8.728573414361308e-08,False
327,f0*f1^3*f2^3*f3^5,1,3,3,5,4.0189888370360273e-07,4.997182964429596e-07,-9.78194127393569e-08,False
328,f0*f1^3*f2^2*f3^6,1,3,2,6,-7.530863572348971e-07,-6.241666531185758e-07,-1.289197041163213e-07,False
329,f0*f1^3*f2*f3^7,1,3,1,7,3.139843525212618e-07,2.8427490067655685e-07,2.970945184470497e-08,False
330,f0*f1^3*f3^8,1,3,0,8,1.1202763760728883e-07,1.358904996202449e-07,-2.3862862012956066e-08,False
331,f0*f1^2*f2^9,1,2,9,0,0.0,3.618426157965765e-09,-3.618426157965765e-09,True
332,f0*f1^2*f2^8*f3,1,2,8,1,-8.493547810342975e-08,-8.622230557701192e-08,1.2868274735821672e-09,True
333,f0*f1^2*f2^7*f3^2,1,2,7,2,3.8399644039308904e-07,4.777941390784176e-07,-9.379769868532855e-08,False
334,f0*f1^2*f2^6*f3^3,1,2,6,3,-1.0645057268267717e-06,-1.0579781715834386e-06,-6.527555243333049e-09,False
335,f0*f1^2*f2^5*f3^4,1,2,5,4,1.774832560489678e-06,1.883060017607923e-06,-1.08227457118245e-07,False
336,f0*f1^2*f2^4*f3^5,1,2,4,5,-1.5431315451122355e-06,-1.3976684218204006e-06,-1.454631232918349e-07,False
337,f0*f1^2*f2^3*f3^6,1,2,3,6,2.1132303326697005e-06,2.211072699799651e-06,-9.78423671299503e-08,False
338,f0*f1^2*f2^2*f3^7,1,2,2,7,-6.593899240124437e-07,-5.891293630386483e-07,-7.026056097379541e-08,False
