row,column,row_monomial,column_monomial,projector_entry,best_rational_entry
9,6,f0^3*f3^2,f0^3*f1*f3,-0.144906408930799,-0.14490640912726133
9,7,f0^3*f3^2,f0^3*f2^2,-0.002313795780819755,-0.0023137957512157667
9,8,f0^3*f3^2,f0^3*f2*f3,-0.05812679185075217,-0.058126791901435736
9,9,f0^3*f3^2,f0^3*f3^2,0.23448218725940626,0.23448218724109363
10,0,f0^2*f1^3,f0^5,-0.03531590707218602,-0.035315906890600664
10,1,f0^2*f1^3,f0^4*f1,0.3229967819317563,0.32299678175966834
10,2,f0^2*f1^3,f0^4*f2,-0.01968672449273262,-0.019686724300265343
10,3,f0^2*f1^3,f0^4*f3,0.005195567874667498,0.005195567810457516
10,4,f0^2*f1^3,f0^3*f1^2,-0.027978359266155894,-0.02797835928011483
10,5,f0^2*f1^3,f0^3*f1*f2,0.002243877679169299,0.0022438774201820745
10,6,f0^2*f1^3,f0^3*f1*f3,0.03693547216559103,0.03693547212852185
10,7,f0^2*f1^3,f0^3*f2^2,0.020913940375363742,0.02091394033746194
10,8,f0^2*f1^3,f0^3*f2*f3,-0.011934478010496132,-0.01193447821475633
10,9,f0^2*f1^3,f0^3*f3^2,0.0016457238201384972,0.0016457236898496563
10,10,f0^2*f1^3,f0^2*f1^3,0.4786648271759196,0.47866482718204795
11,0,f0^2*f1^2*f2,f0^5,0.024754574431101715,0.024754574560566546
11,1,f0^2*f1^2*f2,f0^4*f1,-0.05791610729424003,-0.057916107167977494
11,2,f0^2*f1^2*f2,f0^4*f2,0.025692601122480282,0.025692601194426012
11,3,f0^2*f1^2*f2,f0^4*f3,-0.04343573729719101,-0.04343573734910704
11,4,f0^2*f1^2*f2,f0^3*f1^2,0.0104754884549248,0.010475488165829907
11,5,f0^2*f1^2*f2,f0^3*f1*f2,0.005043875315598393,0.005043875515498548
11,6,f0^2*f1^2*f2,f0^3*f1*f3,-0.019176675391044427,-0.01917667544760459
11,7,f0^2*f1^2*f2,f0^3*f2^2,-0.01056511373414493,-0.010565113666485743
11,8,f0^2*f1^2*f2,f0^3*f2*f3,0.0036012213735128027,0.003601221190230478
11,9,f0^2*f1^2*f2,f0^3*f3^2,0.007139167187918229,0.0071391672693460065
11,10,f0^2*f1^2*f2,f0^2*f1^3,-0.10814150743582066,-0.10814150742026446
11,11,f0^2*f1^2*f2,f0^2*f1^2*f2,0.03049377601275054,0.03049377535319625
12,0,f0^2*f1^2*f3,f0^5,-0.023996267035496868,-0.023996266848538148
12,1,f0^2*f1^2*f3,f0^4*f1,-0.04963561955996383,-0.0496356194469402
12,2,f0^2*f1^2*f3,f0^4*f2,-0.012994418478680757,-0.01299441843123924
12,3,f0^2*f1^2*f3,f0^4*f3,0.0999282475812842,0.09992824766804921
12,4,f0^2*f1^2*f3,f0^3*f1^2,0.018604724938987464,0.018604725059976804
12,5,f0^2*f1^2*f3,f0^3*f1*f2,-0.018422322556113677,-0.018422322518379743
12,6,f0^2*f1^2*f3,f0^3*f1*f3,0.026294861608829486,0.026294861599240656
12,7,f0^2*f1^2*f3,f0^3*f2^2,0.010486789815760142,0.010486789609555455
12,8,f0^2*f1^2*f3,f0^3*f2*f3,0.004647172818164975,0.004647173150631386
12,9,f0^2*f1^2*f3,f0^3*f3^2,-0.023101666880199875,-0.023101666829125646
12,10,f0^2*f1^2*f3,f0^2*f1^3,0.012570486792250427,0.012570486823609249
12,11,f0^2*f1^2*f3,f0^2*f1^2*f2,-0.01608274951182096,-0.01608274941608275
12,12,f0^2*f1^2*f3,f0^2*f1^2*f3,0.03923703386296642,0.03923703395348341
13,0,f0^2*f1*f2^2,f0^5,-0.00044447769203584425,-0.00044447736869397735
13,1,f0^2*f1*f2^2,f0^4*f1,0.04147039553482192,0.041470395707923144
13,2,f0^2*f1*f2^2,f0^4*f2,-0.08194636084805142,-0.08194636081407382
13,3,f0^2*f1*f2^2,f0^4*f3,0.009274957972235867,0.009274957614441009
13,4,f0^2*f1*f2^2,f0^3*f1^2,0.0049073906131061155,0.004907390530138388
13,5,f0^2*f1*f2^2,f0^3*f1*f2,0.0019275107748575751,0.0019275109489941564
13,6,f0^2*f1*f2^2,f0^3*f1*f3,-0.003575571310333766,-0.003575571314112146
13,7,f0^2*f1*f2^2,f0^3*f2^2,-0.007246265104705391,-0.00724626508996161
13,8,f0^2*f1*f2^2,f0^3*f2*f3,-0.00686391153748935,-0.006863911514374992
13,9,f0^2*f1*f2^2,f0^3*f3^2,0.011311206020776144,0.011311205512307161
13,10,f0^2*f1*f2^2,f0^2*f1^3,0.0025864360952305003,0.0025864360342677216
13,11,f0^2*f1*f2^2,f0^2*f1^2*f2,-0.00288431203368598,-0.002884312046509532
13,12,f0^2*f1*f2^2,f0^2*f1^2*f3,-0.008081867470036513,-0.00808186757032973
13,13,f0^2*f1*f2^2,f0^2*f1*f2^2,0.02806069072053031,0.028060690617370074
14,0,f0^2*f1*f2*f3,f0^5,-0.020072059699138174,-0.02007205964540947
14,1,f0^2*f1*f2*f3,f0^4*f1,-0.030204868252719133,-0.030204867798984417
14,2,f0^2*f1*f2*f3,f0^4*f2,0.03897544009834178,0.03897544013361443
14,3,f0^2*f1*f2*f3,f0^4*f3,0.029679510215944276,0.029679509898233
14,4,f0^2*f1*f2*f3,f0^3*f1^2,-0.011418378496648618,-0.01141837847664061
14,5,f0^2*f1*f2*f3,f0^3*f1*f2,-0.0009454980900710783,-0.0009454980166277237
14,6,f0^2*f1*f2*f3,f0^3*f1*f3,0.007005714935861401,0.007005714858632444
14,7,f0^2*f1*f2*f3,f0^3*f2^2,0.0017095304980455825,0.0017095303629795287
14,8,f0^2*f1*f2*f3,f0^3*f2*f3,0.006125663867439176,0.006125663613558136
14,9,f0^2*f1*f2*f3,f0^3*f3^2,-0.008322338775376477,-0.008322338374099259
14,10,f0^2*f1*f2*f3,f0^2*f1^3,0.015463716284625638,0.015463716238203709
14,11,f0^2*f1*f2*f3,f0^2*f1^2*f2,-0.00697445386881223,-0.006974453801780797
14,12,f0^2*f1*f2*f3,f0^2*f1^2*f3,0.017426407664981734,0.01742640762447037
14,13,f0^2*f1*f2*f3,f0^2*f1*f2^2,-0.01839858999088453,-0.018398589903550987
14,14,f0^2*f1*f2*f3,f0^2*f1*f2*f3,0.01756419309643263,0.017564193069150448
15,0,f0^2*f1*f3^2,f0^5,0.05030090464175995,0.05030090476125493
15,1,f0^2*f1*f3^2,f0^4*f1,0.08293774036812815,0.08293774037301063
15,2,f0^2*f1*f3^2,f0^4*f2,-0.01771473619094837,-0.017714736012608354
15,3,f0^2*f1*f3^2,f0^4*f3,-0.142497847899213,-0.14249784784700303
15,4,f0^2*f1*f3^2,f0^3*f1^2,0.013165573022504295,0.013165573093838511
15,5,f0^2*f1*f3^2,f0^3*f1*f2,0.009863104329198737,0.009863104529568593
15,6,f0^2*f1*f3^2,f0^3*f1*f3,-0.021486092497412883,-0.021486092470032858
15,7,f0^2*f1*f3^2,f0^3*f2^2,-0.008850724514828507,-0.008850724616444178
15,8,f0^2*f1*f3^2,f0^3*f2*f3,-0.00671395811086092,-0.006713958045357192
15,9,f0^2*f1*f3^2,f0^3*f3^2,0.010548397983759224,0.010548397949692256
15,10,f0^2*f1*f3^2,f0^2*f1^3,-0.024705642334196115,-0.024705642142516845
15,11,f0^2*f1*f3^2,f0^2*f1^2*f2,0.024422767417186256,0.024422767353018907
15,12,f0^2*f1*f3^2,f0^2*f1^2*f3,-0.05917898685543542,-0.05917898680325527
15,13,f0^2*f1*f3^2,f0^2*f1*f2^2,0.025719279789140383,0.02571927974918847
15,14,f0^2*f1*f3^2,f0^2*f1*f2*f3,-0.03730026313677513,-0.03730026310723224
15,15,f0^2*f1*f3^2,f0^2*f1*f3^2,0.10622383670491026,0.10622383688041333
16,0,f0^2*f2^3,f0^5,0.021921125772140823,0.021921125701997952
16,1,f0^2*f2^3,f0^4*f1,-0.07913710886665266,-0.07913710896615886
16,2,f0^2*f2^3,f0^4*f2,0.3014463880203866,0.3014463878135206
16,3,f0^2*f2^3,f0^4*f3,-0.06396778061201365,-0.06396778074167059
16,4,f0^2*f2^3,f0^3*f1^2,-0.02757062782587209,-0.027570628013727394
16,5,f0^2*f2^3,f0^3*f1*f2,-0.009589233120953436,-0.009589233141735595
16,6,f0^2*f2^3,f0^3*f1*f3,0.01903228071673728,0.019032280652615363
16,7,f0^2*f2^3,f0^3*f2^2,0.05299157769065327,0.0529915775665518
16,8,f0^2*f2^3,f0^3*f2*f3,0.0105170410778964,0.010517040980840614
16,9,f0^2*f2^3,f0^3*f3^2,-0.03468519119899962,-0.034685190941916355
16,10,f0^2*f2^3,f0^2*f1^3,0.07041916933497348,0.07041916930871318
16,11,f0^2*f2^3,f0^2*f1^2*f2,-0.003627969682117091,-0.0036279683377308707
16,12,f0^2*f2^3,f0^2*f1^2*f3,0.019305018036753475,0.019305019305019305
16,13,f0^2*f2^3,f0^2*f1*f2^2,-0.0982290960251483,-0.09822909609139546
16,14,f0^2*f2^3,f0^2*f1*f2*f3,0.06280308966984209,0.06280308994853889
16,15,f0^2*f2^3,f0^2*f1*f3^2,-0.07689365337996623,-0.07689365342996628
16,16,f0^2*f2^3,f0^2*f2^3,0.36336754201833077,0.3633675421812489
17,0,f0^2*f2^2*f3,f0^5,-0.0009194416618469374,-0.0009194415924728382
17,1,f0^2*f2^2*f3,f0^4*f1,0.026863398570107378,0.02686339861938109
17,2,f0^2*f2^2*f3,f0^4*f2,-0.1410494464646847,-0.14104944639295786
17,3,f0^2*f2^2*f3,f0^4*f3,0.04924536207958335,0.04924536218800463
17,4,f0^2*f2^2*f3,f0^3*f1^2,0.008024317629859598,0.008024317675395097
17,5,f0^2*f2^2*f3,f0^3*f1*f2,-0.0049104808753834515,-0.004910480959731625
17,6,f0^2*f2^2*f3,f0^3*f1*f3,0.001980734309954354,0.001980734395368129
17,7,f0^2*f2^2*f3,f0^3*f2^2,0.002907650378874331,0.0029076504919828914
17,8,f0^2*f2^2*f3,f0^3*f2*f3,-0.015611429507154594,-0.015611429564009032
17,9,f0^2*f2^2*f3,f0^3*f3^2,0.013821609080175582,0.013821609098567817
17,10,f0^2*f2^2*f3,f0^2*f1^3,-0.03215810529296455,-0.03215810563927609
17,11,f0^2*f2^2*f3,f0^2*f1^2*f2,-0.0014114507126934983,-0.0014114507147073164
17,12,f0^2*f2^2*f3,f0^2*f1^2*f3,-0.0022134968748167894,-0.0022134967687396415
17,13,f0^2*f2^2*f3,f0^2*f1*f2^2,0.045194251391420984,0.04519425106669661
17,14,f0^2*f2^2*f3,f0^2*f1*f2*f3,-0.027055395974034377,-0.02705539608414378
17,15,f0^2*f2^2*f3,f0^2*f1*f3^2,0.026242092899866856,0.026242092778070637
17,16,f0^2*f2^2*f3,f0^2*f2^3,-0.1667036657459252,-0.16670366567694314
17,17,f0^2*f2^2*f3,f0^2*f2^2*f3,0.08022528164906893,0.0802252816020025
18,0,f0^2*f2*f3^2,f0^5,0.010476803442110471,0.010476803588486938
18,1,f0^2*f2*f3^2,f0^4*f1,0.015369099514738365,0.015369099559316831
18,2,f0^2*f2*f3^2,f0^4*f2,0.06952513636428134,0.06952513635285748
18,3,f0^2*f2*f3^2,f0^4*f3,-0.08237638711163045,-0.0823763869438759
18,4,f0^2*f2*f3^2,f0^3*f1^2,0.003992597240591655,0.003992597415949827
18,5,f0^2*f2*f3^2,f0^3*f1*f2,0.0094655843272786,0.009465584249267809
18,6,f0^2*f2*f3^2,f0^3*f1*f3,-0.01166175015990868,-0.011661750245821043
18,7,f0^2*f2*f3^2,f0^3*f2^2,-0.018880194270516876,-0.01888019422105651
18,8,f0^2*f2*f3^2,f0^3*f2*f3,0.012653706661371732,0.012653706821776621
18,9,f0^2*f2*f3^2,f0^3*f3^2,-0.006448577706956409,-0.0064485777558490436
18,10,f0^2*f2*f3^2,f0^2*f1^3,0.005745897673976295,0.0057458976962959
18,11,f0^2*f2*f3^2,f0^2*f1^2*f2,0.010970161357074125,0.010970161161640339
18,12,f0^2*f2*f3^2,f0^2*f1^2*f3,-0.02148072894428501,-0.02148072878512182
18,13,f0^2*f2*f3^2,f0^2*f1*f2^2,-0.015325246901596772,-0.015325246851468946
18,14,f0^2*f2*f3^2,f0^2*f1*f2*f3,0.000897876025208023,0.0008978758471397119
18,15,f0^2*f2*f3^2,f0^2*f1*f3^2,0.02620862753588865,0.02620862761852628
18,16,f0^2*f2*f3^2,f0^2*f2^3,0.06177239421566659,0.06177239491850823
18,17,f0^2*f2*f3^2,f0^2*f2^2*f3,-0.035158055066583795,-0.03515805512882961
18,18,f0^2*f2*f3^2,f0^2*f2*f3^2,0.030735652405346887,0.030735652459898646
19,0,f0^2*f3^3,f0^5,-0.052004267158350166,-0.05200426726833515
19,1,f0^2*f3^3,f0^4*f1,-0.11269417562277452,-0.11269417553790242
19,2,f0^2*f3^3,f0^4*f2,-0.036905221920187754,-0.03690522162963272
19,3,f0^2*f3^3,f0^4*f3,0.2522099385148641,0.2522099386312781
19,4,f0^2*f3^3,f0^3*f1^2,-0.01966502750119049,-0.019665027914340473
19,5,f0^2*f3^3,f0^3*f1*f2,-0.01370955491239105,-0.01370955491417287
19,6,f0^2*f3^3,f0^3*f1*f3,0.020320587385962412,0.02032058730326397
19,7,f0^2*f3^3,f0^3*f2^2,0.027895056130972304,0.027895056149169834
19,8,f0^2*f3^3,f0^3*f2*f3,-0.009421451022311738,-0.009421451069237995
19,9,f0^2*f3^3,f0^3*f3^2,0.021338798859310525,0.02133879895126722
19,10,f0^2*f3^3,f0^2*f1^3,0.03177945949380484,0.031779459518213066
19,11,f0^2*f3^3,f0^2*f1^2*f2,-0.04164721506336693,-0.04164721491928548
19,12,f0^2*f3^3,f0^2*f1^2*f3,0.09403100372857007,0.09403100375959211
19,13,f0^2*f3^3,f0^2*f1*f2^2,-0.01968249970064522,-0.01968249972466527
19,14,f0^2*f3^3,f0^2*f1*f2*f3,0.04786277651553336,0.04786277646020628
19,15,f0^2*f3^3,f0^2*f1*f3^2,-0.16216913822687898,-0.16216913835179275
19,16,f0^2*f3^3,f0^2*f2^3,0.045936212922421005,0.0459362129271271
19,17,f0^2*f3^3,f0^2*f2^2*f3,-0.003460545168723595,-0.003460544913973778
19,18,f0^2*f3^3,f0^2*f2*f3^2,-0.061638615980399825,-0.06163861584365595
19,19,f0^2*f3^3,f0^2*f3^3,0.2707637287619807,0.27076372876570515
20,0,f0*f1^4,f0^5,0.16534265622038719,0.1653426563186411
20,1,f0*f1^4,f0^4*f1,-0.0165563540137633,-0.016556354188397276
20,2,f0*f1^4,f0^4*f2,-0.021167871863930515,-0.02116787190882485
20,3,f0*f1^4,f0^4*f3,0.06579206965908362,0.06579206944170447
20,4,f0*f1^4,f0^3*f1^2,0.3860242618979993,0.3860242619658007
20,5,f0*f1^4,f0^3*f1*f2,-0.08578781869445468,-0.08578781812982557
20,6,f0*f1^4,f0^3*f1*f3,0.036880791359842194,0.03688079140799145
20,7,f0*f1^4,f0^3*f2^2,-0.05288610526956471,-0.05288610508609623
20,8,f0*f1^4,f0^3*f2*f3,0.04964231253405513,0.04964231250852375
20,9,f0*f1^4,f0^3*f3^2,-0.07832641471246483,-0.07832641468210619
20,10,f0*f1^4,f0^2*f1^3,0.05787905025950232,0.05787905009133737
20,11,f0*f1^4,f0^2*f1^2*f2,-0.015569198329412802,-0.015569198234843498
20,12,f0*f1^4,f0^2*f1^2*f3,0.05083968815411697,0.050839688294370126
20,13,f0*f1^4,f0^2*f1*f2^2,-0.0006380874127454082,-0.0006380874392487584
20,14,f0*f1^4,f0^2*f1*f2*f3,-0.0018414526630263933,-0.0018414527421236873
20,15,f0*f1^4,f0^2*f1*f3^2,-0.01543711089276294,-0.015437110731978046
20,16,f0*f1^4,f0^2*f2^3,-0.002243037006947041,-0.0022430370044748023
20,17,f0*f1^4,f0^2*f2^2*f3,-0.002046670106390572,-0.002046670052884759
20,18,f0*f1^4,f0^2*f2*f3^2,0.0003978653635518077,0.00039786524715663545
20,19,f0*f1^4,f0^2*f3^3,0.010825441243878171,0.010825439783491205
20,20,f0*f1^4,f0*f1^4,0.5713904162872679,0.5713904163393558
21,0,f0*f1^3*f2,f0^5,-0.0277431361795103,-0.02774313616392625
21,1,f0*f1^3*f2,f0^4*f1,0.020320820446326448,0.020320820314219074
21,2,f0*f1^3*f2,f0^4*f2,0.004824176598731765,0.0048241767004226135
21,3,f0*f1^3*f2,f0^4*f3,-0.023609494158642007,-0.023609494142202363
21,4,f0*f1^3*f2,f0^3*f1^2,-0.0834936726396002,-0.08349367255615538
21,5,f0*f1^3*f2,f0^3*f1*f2,0.02738528337872164,0.02738528329949953
21,6,f0*f1^3*f2,f0^3*f1*f3,-0.022600132866416572,-0.02260013198639525
21,7,f0*f1^3*f2,f0^3*f2^2,0.000832243846395951,0.0008322434906669837
21,8,f0*f1^3*f2,f0^3*f2*f3,-0.011226592140292735,-0.011226591977037568
21,9,f0*f1^3*f2,f0^3*f3^2,0.03669400089047015,0.036694000950464614
21,10,f0*f1^3*f2,f0^2*f1^3,0.0021643030889204125,0.0021643032883117415
21,11,f0*f1^3*f2,f0^2*f1^2*f2,0.0014391042118964354,0.0014391042069155857
21,12,f0*f1^3*f2,f0^2*f1^2*f3,-0.014034279728599325,-0.014034279303194527
21,13,f0*f1^3*f2,f0^2*f1*f2^2,0.00041295865018457464,0.0004129586421919845
21,14,f0*f1^3*f2,f0^2*f1*f2*f3,0.00037488564006091935,0.00037488565987373854
21,15,f0*f1^3*f2,f0^2*f1*f3^2,0.004647325440108999,0.004647325438101802
21,16,f0*f1^3*f2,f0^2*f2^3,0.0017207551186244818,0.0017207552024701683
21,17,f0*f1^3*f2,f0^2*f2^2*f3,-0.0016603254081248972,-0.0016603251470079558
21,18,f0*f1^3*f2,f0^2*f2*f3^2,0.001772902670159188,0.001772902755455404
21,19,f0*f1^3*f2,f0^2*f3^3,-0.0031223981370509875,-0.0031223980016652788
21,20,f0*f1^3*f2,f0*f1^4,-0.12755664000722705,-0.12755663994423144
21,21,f0*f1^3*f2,f0*f1^3*f2,0.03161034864830201,0.03161034861010782
22,0,f0*f1^3*f3,f0^5,-0.03664627469162623,-0.036646274787954014
22,1,f0*f1^3*f3,f0^4*f1,0.019661021403883927,0.01966102378479749
22,2,f0*f1^3*f3,f0^4*f2,-0.003415977221322135,-0.0034159767626548883
22,3,f0*f1^3*f3,f0^4*f3,0.025887069967060593,0.02588707008972887
22,4,f0*f1^3*f3,f0^3*f1^2,-0.00474790335718878,-0.004747903485990824
22,5,f0*f1^3*f3,f0^3*f1*f2,-0.01926161157993554,-0.019261611496022582
22,6,f0*f1^3*f3,f0^3*f1*f3,0.04286858918398762,0.042868589743589744
22,7,f0*f1^3*f3,f0^3*f2^2,0.020087920338384004,0.020087920217382028
22,8,f0*f1^3*f3,f0^3*f2*f3,0.004417272089553221,0.004417272174386223
22,9,f0*f1^3*f3,f0^3*f3^2,-0.05220806477501481,-0.05220806482557811
22,10,f0*f1^3*f3,f0^2*f1^3,0.05772078522337583,0.05772078515391159
22,11,f0*f1^3*f3,f0^2*f1^2*f2,-0.016694703187853755,-0.016694703213129585
22,12,f0*f1^3*f3,f0^2*f1^2*f3,0.010970504661960919,0.010970504739450512
22,13,f0*f1^3*f3,f0^2*f1*f2^2,-0.001565178603333688,-0.0015651785048818663
22,14,f0*f1^3*f3,f0^2*f1*f2*f3,0.00435213236140143,0.004352132544947024
22,15,f0*f1^3*f3,f0^2*f1*f3^2,-0.01062737030157828,-0.010627370417193426
22,16,f0*f1^3*f3,f0^2*f2^3,0.014084017262686772,0.01408401724857421
22,17,f0*f1^3*f3,f0^2*f2^2*f3,-0.0036863034269295322,-0.0036863035791202957
22,18,f0*f1^3*f3,f0^2*f2*f3^2,-0.0025801854642206194,-0.002580185471072774
22,19,f0*f1^3*f3,f0^2*f3^3,0.01004089825148269,0.01004089829304729
22,20,f0*f1^3*f3,f0*f1^4,0.028199562061999535,0.028199566160520606
22,21,f0*f1^3*f3,f0*f1^3*f2,-0.009116989463376022,-0.00911698945369529
22,22,f0*f1^3*f3,f0*f1^3*f3,0.020651645808096104,0.020651645737960665
23,0,f0*f1^2*f2^2,f0^5,0.023159479994273327,0.023159480323856146
23,1,f0*f1^2*f2^2,f0^4*f1,-0.0003222378679974304,-0.0003222380026017735
23,2,f0*f1^2*f2^2,f0^4*f2,-0.0035015172593882648,-0.0035015173241738085
23,3,f0*f1^2*f2^2,f0^4*f3,0.00466030156860819,0.0046603013769810344
23,4,f0*f1^2*f2^2,f0^3*f1^2,0.015598350646695812,0.01559835056888102
23,5,f0*f1^2*f2^2,f0^3*f1*f2,-0.009437857536286561,-0.009437857606323364
23,6,f0*f1^2*f2^2,f0^3*f1*f3,0.00562021704275445,0.005620216836734694
23,7,f0*f1^2*f2^2,f0^3*f2^2,0.018568314268900522,0.01856831435558654
23,8,f0*f1^2*f2^2,f0^3*f2*f3,-0.007887153710840233,-0.0078871530411042
23,9,f0*f1^2*f2^2,f0^3*f3^2,-0.00010584483856165856,-0.0001058447469252101
23,10,f0*f1^2*f2^2,f0^2*f1^3,0.0004242992008166983,0.00042429917481126003
23,11,f0*f1^2*f2^2,f0^2*f1^2*f2,-0.0007592577299483084,-0.0007592577680122401
23,12,f0*f1^2*f2^2,f0^2*f1^2*f3,0.0019269132932640222,0.0019269133115705477
23,13,f0*f1^2*f2^2,f0^2*f1*f2^2,0.0020758683040225626,0.0020758683608573204
23,14,f0*f1^2*f2^2,f0^2*f1*f2*f3,-0.0019832286559733196,-0.0019832287826855506
23,15,f0*f1^2*f2^2,f0^2*f1*f3^2,0.0014814306366580533,0.0014814304416729829
23,16,f0*f1^2*f2^2,f0^2*f2^3,-0.006124993378338942,-0.006124993224565017
23,17,f0*f1^2*f2^2,f0^2*f2^2*f3,0.0046466564892103405,0.004646656384703603
23,18,f0*f1^2*f2^2,f0^2*f2*f3^2,-0.0029480039467706756,-0.0029480040446045828
23,19,f0*f1^2*f2^2,f0^2*f3^3,0.0004214221573137431,0.00042142230026338893
23,20,f0*f1^2*f2^2,f0*f1^4,0.021220218421367665,0.021220218463155305
23,21,f0*f1^2*f2^2,f0*f1^3*f2,-0.005386113061204839,-0.0053861129136924075
23,22,f0*f1^2*f2^2,f0*f1^3*f3,0.0016971856181314793,0.0016971853305932992
23,23,f0*f1^2*f2^2,f0*f1^2*f2^2,0.002832436904075226,0.0028324368489140057
24,0,f0*f1^2*f2*f3,f0^5,-0.01888072292502217,-0.01888072242807103
24,1,f0*f1^2*f2*f3,f0^4*f1,-0.011291161246493724,-0.011291161270467883
24,2,f0*f1^2*f2*f3,f0^4*f2,0.0024824115022395415,0.0024824114854430017
24,3,f0*f1^2*f2*f3,f0^4*f3,0.002884518873641243,0.0028845189124109562
24,4,f0*f1^2*f2*f3,f0^3*f1^2,0.0003262560688025283,0.0003262560859308337
24,5,f0*f1^2*f2*f3,f0^3*f1*f2,-0.0036459944789725635,-0.003645994565404327
24,6,f0*f1^2*f2*f3,f0^3*f1*f3,0.010627347366511716,0.010627347336208095
24,7,f0*f1^2*f2*f3,f0^3*f2^2,-0.005607793981417355,-0.005607794267588082
24,8,f0*f1^2*f2*f3,f0^3*f2*f3,0.007858355341054397,0.007858355566335193
24,9,f0*f1^2*f2*f3,f0^3*f3^2,-0.021137490276212402,-0.021137490335198073
24,10,f0*f1^2*f2*f3,f0^2*f1^3,-0.008833566680336283,-0.00883356755671552
24,11,f0*f1^2*f2*f3,f0^2*f1^2*f2,0.0016474137112573268,0.0016474137588821404
24,12,f0*f1^2*f2*f3,f0^2*f1^2*f3,0.0013723753448466381,0.001372375332177211
24,13,f0*f1^2*f2*f3,f0^2*f1*f2^2,-0.0016210669439267985,-0.0016210668719240547
24,14,f0*f1^2*f2*f3,f0^2*f1*f2*f3,0.0006887931054501946,0.0006887930814561596
24,15,f0*f1^2*f2*f3,f0^2*f1*f3^2,-0.000326474994329296,-0.00032647397900364224
24,16,f0*f1^2*f2*f3,f0^2*f2^3,0.0032766313689074162,0.003276631344116007
24,17,f0*f1^2*f2*f3,f0^2*f2^2*f3,-0.0020377801216128607,-0.002037780194776782
24,18,f0*f1^2*f2*f3,f0^2*f2*f3^2,0.0015060696791544266,0.0015060697643859986
24,19,f0*f1^2*f2*f3,f0^2*f3^3,-0.00373915359485776,-0.0037391537704624745
24,20,f0*f1^2*f2*f3,f0*f1^4,0.007025469764426174,0.007025469918968769
24,21,f0*f1^2*f2*f3,f0*f1^3*f2,-0.0031377505652948386,-0.003137750576547809
24,22,f0*f1^2*f2*f3,f0*f1^3*f3,0.003400828395791894,0.0034008282998988096
24,23,f0*f1^2*f2*f3,f0*f1^2*f2^2,-0.0002353942932820515,-0.00023539434156839888
24,24,f0*f1^2*f2*f3,f0*f1^2*f2*f3,0.0023800973557470077,0.002380097460887407
25,0,f0*f1^2*f3^2,f0^5,0.05443120207485581,0.05443120205881618
25,1,f0*f1^2*f3^2,f0^4*f1,0.02123598760222311,0.02123598763045999
25,2,f0*f1^2*f3^2,f0^4*f2,-0.0034730663612743966,-0.0034730663702983366
25,3,f0*f1^2*f3^2,f0^4*f3,-0.014514649977156312,-0.014514650106280998
25,4,f0*f1^2*f3^2,f0^3*f1^2,0.007944445427044125,0.007944445492800935
25,5,f0*f1^2*f3^2,f0^3*f1*f2,0.02441844716010598,0.024418447178440095
25,6,f0*f1^2*f3^2,f0^3*f1*f3,-0.05403270909498176,-0.05403270920398828
25,7,f0*f1^2*f3^2,f0^3*f2^2,-0.016944141108248024,-0.01694414119359534
25,8,f0*f1^2*f3^2,f0^3*f2*f3,-0.01276476110077472,-0.012764761012183693
25,9,f0*f1^2*f3^2,f0^3*f3^2,0.08116945469535206,0.08116945566455087
25,10,f0*f1^2*f3^2,f0^2*f1^3,0.0054660596040228965,0.005466059583516306
25,11,f0*f1^2*f3^2,f0^2*f1^2*f2,0.000994923692578246,0.0009949236283055773
25,12,f0*f1^2*f3^2,f0^2*f1^2*f3,-0.005344947627019153,-0.0053449481099102
25,13,f0*f1^2*f3^2,f0^2*f1*f2^2,0.0020563573284837107,0.002056357461260879
25,14,f0*f1^2*f3^2,f0^2*f1*f2*f3,-0.0005023892870745966,-0.0005023892698998726
25,15,f0*f1^2*f3^2,f0^2*f1*f3^2,-0.0018846811042341862,-0.001884681076624065
25,16,f0*f1^2*f3^2,f0^2*f2^3,-0.007083508630435516,-0.007083508825669105
25,17,f0*f1^2*f3^2,f0^2*f2^2*f3,0.0011875117915275272,0.0011875119708868033
25,18,f0*f1^2*f3^2,f0^2*f2*f3^2,-0.0016080594620027672,-0.00160805946625205
25,19,f0*f1^2*f3^2,f0^2*f3^3,0.014101942650405689,0.014101942498736293
25,20,f0*f1^2*f3^2,f0*f1^4,-0.018422465569957698,-0.018422464675371134
25,21,f0*f1^2*f3^2,f0*f1^3*f2,0.011833411234854244,0.011833411745453801
25,22,f0*f1^2*f3^2,f0*f1^3*f3,-0.01805856934593303,-0.01805856930222549
25,23,f0*f1^2*f3^2,f0*f1^2*f2^2,-0.000952974074577354,-0.0009529739139273961
25,24,f0*f1^2*f3^2,f0*f1^2*f2*f3,-0.006886923353483493,-0.006886923181112535
25,25,f0*f1^2*f3^2,f0*f1^2*f3^2,0.029670762653756136,0.029670762544950886
26,0,f0*f1*f2^3,f0^5,-0.042605241302461516,-0.04260524122403472
26,1,f0*f1*f2^3,f0^4*f1,0.003991632471697754,0.003991632513661202
26,2,f0*f1*f2^3,f0^4*f2,-0.0026811673610412524,-0.0026811672229998923
26,3,f0*f1*f2^3,f0^4*f3,-0.01476467170630141,-0.014764671941971645
26,4,f0*f1*f2^3,f0^3*f1^2,0.012346442868218486,0.012346443048550298
