probe_id,time_index,time,initial_energy,current_energy,field_norm,velocity_norm,harmonic_field_norm,oscillatory_field_norm,initial_field_max_abs,initial_velocity_max_abs,wave_equation_max_abs,harmonic_linear_field_max_abs,harmonic_constant_velocity_max_abs,oscillatory_field_has_no_harmonic_part_max_abs,oscillatory_velocity_has_no_harmonic_part_max_abs,energy_conservation_max_abs,sector_reconstruction_max_abs,all_checks_pass
0,11,2.75,336.48633188716144,336.4863318871616,18.587324968380848,21.81240902237296,17.322547137210886,6.7392885499361945,0.0,0.0,0.0,1.4210854715202004e-14,9.270362255620057e-15,1.1546319456101628e-14,9.159339953157541e-15,1.7053025658242404e-13,1.2434497875801753e-14,True
0,12,3.0,336.48633188716144,336.4863318871618,20.0322370196042,17.58936291846816,18.77091582894012,6.995944464648524,0.0,0.0,0.0,1.509903313490213e-14,9.159339953157541e-15,1.2656542480726785e-14,8.049116928532385e-15,3.410605131648481e-13,1.4377388168895777e-14,True
0,13,3.25,336.48633188716144,336.4863318871617,21.326108361374747,17.710127765634923,20.233809719248466,6.737643659792671,0.0,0.0,0.0,1.7319479184152442e-14,8.659739592076221e-15,1.3711254354120683e-14,7.528699885739343e-15,2.8421709430404007e-13,1.5654144647214707e-14,True
0,14,3.5,336.48633188716144,336.48633188716155,22.534527428981686,22.62945662196744,21.70829250341191,6.046070048704221,0.0,0.0,0.0,1.865174681370263e-14,1.04638520070921e-14,1.4155343563970746e-14,9.658940314238862e-15,1.1368683772161603e-13,1.84297022087776e-14,True
0,15,3.75,336.48633188716144,336.4863318871616,24.369083233480872,16.944268583343124,23.192153932611852,7.481725309469411,0.0,0.0,0.0,2.1316282072803006e-14,9.992007221626409e-15,1.6903145549918008e-14,8.409939411535561e-15,1.7053025658242404e-13,1.9317880628477724e-14,True
0,16,4.0,336.48633188716144,336.48633188716155,25.900965854219052,14.053179475658721,24.683702672321566,7.84696467214213,0.0,0.0,0.0,2.220446049250313e-14,1.1546319456101628e-14,1.790234627208065e-14,8.93729534823251e-15,1.1368683772161603e-13,2.0317081350640365e-14,True
0,17,4.25,336.48633188716144,336.4863318871613,26.891186267781396,22.44598909672312,26.181624933501034,6.136645234164319,0.0,0.0,0.0,2.2648549702353193e-14,1.482147737874584e-14,1.84297022087776e-14,1.176836406102666e-14,1.1368683772161603e-13,2.3092638912203256e-14,True
0,18,4.5,336.48633188716144,336.4863318871613,28.41635415617887,20.688551239957253,27.684886195590707,6.405955031576102,0.0,0.0,0.0,2.4202861936828413e-14,1.1934897514720433e-14,1.874889132835733e-14,9.2148511043888e-15,1.1368683772161603e-13,2.5979218776228663e-14,True
0,19,4.75,336.48633188716144,336.48633188716127,30.197127553777445,15.196501373560688,29.192661682834476,7.723665992951326,0.0,0.0,0.0,2.4868995751603507e-14,9.992007221626409e-15,1.9484414082171497e-14,8.021361352916756e-15,1.7053025658242404e-13,2.864375403532904e-14,True
0,20,5.0,336.48633188716144,336.4863318871613,31.611040156760122,19.90391099188634,30.70428637104912,7.5169580441098915,0.0,0.0,0.0,2.6645352591003757e-14,1.2656542480726785e-14,2.0511370379949767e-14,1.0880185641326534e-14,1.1368683772161603e-13,3.019806626980426e-14,True
0,21,5.25,336.48633188716144,336.48633188716116,33.10507272389886,18.78013527096129,32.21921848747562,7.607088806563352,0.0,0.0,0.0,2.708944180085382e-14,9.103828801926284e-15,2.2037927038809357e-14,7.549516567451064e-15,2.8421709430404007e-13,3.1252778143198157e-14,True
0,22,5.5,336.48633188716144,336.4863318871613,34.56157851770124,15.277416029316985,33.7370124832257,7.50444523878359,0.0,0.0,0.0,2.9753977059954195e-14,7.549516567451064e-15,2.2343238370581275e-14,6.661338147750939e-15,1.1368683772161603e-13,3.2862601528904634e-14,True
0,23,5.75,336.48633188716144,336.48633188716144,35.736662059969305,22.17802828744452,35.257298756488694,5.8336866203242295,0.0,0.0,0.0,3.1530333899354446e-14,9.270362255620057e-15,2.1885271372923398e-14,9.076073226310655e-15,0.0,3.3084646133829665e-14,True
0,24,6.0,336.48633188716144,336.48633188716167,37.30529054474241,21.744990391495225,36.779768254797496,6.23965942588522,0.0,0.0,0.0,3.3306690738754696e-14,8.770761894538737e-15,2.325917236589703e-14,8.43769498715119e-15,2.2737367544323206e-13,3.26405569239796e-14,True
0,25,6.25,336.48633188716144,336.48633188716184,39.15828524036461,13.352802069099603,38.30416065012072,8.134038348538802,0.0,0.0,0.0,3.419486915845482e-14,6.050715484207103e-15,2.3370194668359545e-14,5.564992910933597e-15,3.979039320256561e-13,3.2612801348363973e-14,True
0,26,6.5,336.48633188716144,336.486331887162,40.58168925337801,18.175489714260085,39.83025516244205,7.773305368534938,0.0,0.0,0.0,3.552713678800501e-14,9.325873406851315e-15,2.5202062658991053e-14,7.771561172376096e-15,5.684341886080801e-13,3.5083047578154947e-14,True
0,27,6.75,336.48633188716144,336.48633188716184,41.926943804514146,21.2897161450915,41.35786336915345,6.884457445966422,0.0,0.0,0.0,3.552713678800501e-14,1.176836406102666e-14,2.481348460037225e-14,9.880984919163893e-15,3.979039320256561e-13,3.452793606584237e-14,True
0,28,7.0,336.48633188716144,336.48633188716167,43.47280384153982,16.177800317420594,42.88682351934244,7.113722110525233,0.0,0.0,0.0,3.730349362740526e-14,1.0103029524088925e-14,2.5895952049381776e-14,7.896461262646426e-15,2.2737367544323206e-13,3.4583447217073626e-14,True
0,29,7.25,336.48633188716144,336.4863318871619,44.85239894645923,19.89360310780141,44.41699599993478,6.2344332215619795,0.0,0.0,0.0,3.730349362740526e-14,9.270362255620057e-15,2.6201263381153694e-14,8.493206138382448e-15,4.547473508864641e-13,3.47499806707674e-14,True
0,30,7.5,336.48633188716144,336.48633188716167,46.346378422855224,22.488542384564827,45.948259691728865,6.061701429132294,0.0,0.0,0.0,3.597122599785507e-14,9.43689570931383e-15,2.584044089815052e-14,9.270362255620057e-15,2.2737367544323206e-13,3.674838211509268e-14,True
0,31,7.75,336.48633188716144,336.4863318871613,48.12741396800625,14.640955519476663,47.48050901896722,7.864428685391956,0.0,0.0,0.0,3.730349362740526e-14,5.88418203051333e-15,2.7554347692415604e-14,4.669875597329565e-15,1.1368683772161603e-13,3.7664316110408436e-14,True
0,32,8.0,336.48633188716144,336.4863318871615,49.623933104058764,16.17456665955956,49.01365154386315,7.7586531726106935,0.0,0.0,0.0,3.863576125695545e-14,6.994405055138486e-15,2.7755575615628914e-14,5.773159728050814e-15,5.684341886080802e-14,3.9190872769268026e-14,True
0,33,8.25,336.48633188716144,336.48633188716127,50.94164773627467,22.531569029037495,50.54760599264406,6.323843965430681,0.0,0.0,0.0,3.863576125695545e-14,9.769962616701378e-15,2.980948821118545e-14,9.159339953157541e-15,1.7053025658242404e-13,3.852473895449293e-14,True
0,34,8.5,336.48633188716144,336.48633188716116,52.53113949907913,18.206801226968384,52.082300625771786,6.852341103480149,0.0,0.0,0.0,3.9968028886505635e-14,7.105427357601002e-15,2.736699755701011e-14,6.411537967210279e-15,2.8421709430404007e-13,4.107825191113079e-14,True
0,35,8.75,336.48633188716144,336.48633188716144,54.09679168455266,17.10744662316843,53.61767188455958,7.183880026948972,0.0,0.0,0.0,4.085620730620576e-14,7.271960811294775e-15,2.8782531913407183e-14,6.022959908591474e-15,0.0,4.1522341120980855e-14,True
0,36,9.0,336.48633188716144,336.4863318871614,55.57247592312158,21.853826800965678,55.15366326118918,6.809809769536746,0.0,0.0,0.0,4.085620730620576e-14,9.547918011776346e-15,2.9032332093947844e-14,9.242606680004428e-15,5.684341886080802e-14,4.446443213623752e-14,True
0,37,9.25,336.48633188716144,336.4863318871619,57.23534298072966,17.201838070282555,56.690224350397,7.880542444744223,0.0,0.0,0.0,4.3520742565306136e-14,8.43769498715119e-15,2.983724378680108e-14,8.215650382226158e-15,4.547473508864641e-13,4.529709940470639e-14,True
0,38,9.5,336.48633188716144,336.4863318871616,58.789335051151824,15.12695669785905,58.22731004974711,8.109641183628767,0.0,0.0,0.0,4.0745185003743245e-14,1.021405182655144e-14,3.03368441478824e-14,8.493206138382448e-15,1.7053025658242404e-13,4.796163466380676e-14,True
0,39,9.75,336.48633188716144,336.4863318871619,60.14725315506354,21.84508897868327,59.764879882099244,6.7713510304480815,0.0,0.0,0.0,4.3520742565306136e-14,1.4876988529977098e-14,3.1710745140856034e-14,1.3489209749195652e-14,4.547473508864641e-13,4.96269692007445e-14,True
0,40,10.0,336.48633188716144,336.4863318871618,61.68443043947671,18.99370200373887,61.3028974190899,6.850089537165317,0.0,0.0,0.0,4.707345624410664e-14,1.1213252548714081e-14,3.4583447217073626e-14,9.492406860545088e-15,3.410605131648481e-13,5.079270337660091e-14,True
0,41,10.25,336.48633188716144,336.48633188716144,63.23109139031386,15.49991351725335,62.84132978852775,7.009863680537408,0.0,0.0,0.0,4.929390229335695e-14,8.659739592076221e-15,3.583244811977693e-14,7.216449660063518e-15,0.0,5.206945985491984e-14,True
0,42,10.5,336.48633188716144,336.48633188716167,64.63101699379936,22.375128856231157,64.3801472518267,5.689024299991429,0.0,0.0,0.0,4.8405723873656825e-14,1.176836406102666e-14,3.6665115388245795e-14,9.769962616701378e-15,2.2737367544323206e-13,5.162537064506978e-14,True
0,43,10.75,336.48633188716144,336.48633188716184,66.24676630866178,20.56353392210477,65.91932284015522,6.578519791703693,0.0,0.0,0.0,5.3290705182007514e-14,1.3156142841808105e-14,3.645694857112858e-14,1.099120794378905e-14,3.979039320256561e-13,5.5594417958104714e-14,True
0,44,11.0,336.48633188716144,336.4863318871611,67.95194821594495,13.34151694179942,67.45883204002028,8.171489835935619,0.0,0.0,0.0,5.3290705182007514e-14,1.2656542480726785e-14,4.061334601956901e-14,1.0894063429134349e-14,3.410605131648481e-13,5.395683899678261e-14,True
0,45,11.25,336.48633188716144,336.48633188716167,69.41156917227039,19.37453883388024,68.99865252064032,7.559886592589578,0.0,0.0,0.0,5.950795411990839e-14,1.0158540675320182e-14,4.4027281820291364e-14,8.604228440844963e-15,2.2737367544323206e-13,5.784261958297066e-14,True
0,46,11.5,336.48633188716144,336.48633188716104,70.88141177823735,20.600230776866564,70.53876389678088,6.961129476618721,0.0,0.0,0.0,6.217248937900877e-14,1.3100631690576847e-14,4.132805209167145e-14,1.086630785351872e-14,3.979039320256561e-13,5.88418203051333e-14,True
0,47,11.75,336.48633188716144,336.48633188716127,72.43218211121838,15.678839219704516,72.07914752179626,7.142653423192066,0.0,0.0,0.0,5.950795411990839e-14,9.880984919163893e-15,4.324318680914985e-14,9.769962616701378e-15,1.7053025658242404e-13,6.161737786669619e-14,True
0,48,12.0,336.48633188716144,336.4863318871611,73.86278878882385,20.966954850257,73.61978630649017,5.986537550966043,0.0,0.0,0.0,5.861977570020827e-14,1.2212453270876722e-14,4.390932062392494e-14,1.176836406102666e-14,3.410605131648481e-13,6.111777750561487e-14,True
1,0,0.0,505.58608902296044,505.58608902296066,12.972676410204183,11.348689559545797,6.963874156618846,10.94508062896954,3.816391647148976e-15,3.774758283725532e-15,0.0,2.6645352591003757e-15,3.1086244689504383e-15,5.023759186428833e-15,4.0245584642661925e-15,2.2737367544323206e-13,2.4424906541753444e-15,True
1,1,0.25,505.58608902296044,505.5860890229607,11.757617479989284,22.28077389607702,7.2311536043370275,9.271029411895595,0.0,0.0,0.0,3.497202527569243e-15,8.881784197001252e-15,3.941291737419306e-15,8.1601392309949e-15,2.8421709430404007e-13,2.609024107869118e-15,True
1,2,0.5,505.58608902296044,505.58608902296055,10.20099387238423,28.410227254494533,7.856789963900185,6.506237580013347,0.0,0.0,0.0,4.8433479449272454e-15,1.2823075934420558e-14,3.2751579226442118e-15,1.1879386363489175e-14,1.1368683772161603e-13,3.635980405647388e-15,True
1,3,0.75,505.58608902296044,505.5860890229605,11.448429669381202,23.16635468544715,8.764373424906237,7.365616088526821,0.0,0.0,0.0,7.271960811294775e-15,1.2434497875801753e-14,3.83026943495679e-15,1.1324274851176597e-14,5.684341886080802e-14,5.995204332975845e-15,True
1,4,1.0,505.58608902296044,505.58608902296066,13.110757364783776,21.849323290217633,9.876480214762566,8.622476282694878,0.0,0.0,0.0,8.631984016460592e-15,1.1088352458443751e-14,4.884981308350689e-15,1.0019762797242038e-14,2.2737367544323206e-13,7.549516567451064e-15,True
1,5,1.25,505.58608902296044,505.58608902296055,14.4408743708451,23.293478515434373,11.131981325937616,9.198795809969207,0.0,0.0,0.0,9.603429163007604e-15,1.0880185641326534e-14,4.829470157119431e-15,9.43689570931383e-15,1.1368683772161603e-13,8.881784197001252e-15,True
1,6,1.5,505.58608902296044,505.5860890229605,15.779434838285827,20.351917466483705,12.48770122786756,9.646133000286879,0.0,0.0,0.0,9.159339953157541e-15,7.993605777301127e-15,5.495603971894525e-15,7.327471962526033e-15,5.684341886080802e-14,9.325873406851315e-15,True
1,7,1.75,505.58608902296044,505.5860890229605,16.52129327573592,23.02326266420756,13.91437683042183,8.907482749009242,0.0,0.0,0.0,1.021405182655144e-14,1.2545520178264269e-14,6.772360450213455e-15,8.659739592076221e-15,5.684341886080802e-14,9.992007221626409e-15,True
1,8,2.0,505.58608902296044,505.58608902296055,17.408395663809866,25.332971711439725,15.392290606290814,8.132012633982178,0.0,0.0,0.0,1.2656542480726785e-14,1.1657341758564144e-14,5.88418203051333e-15,1.021405182655144e-14,1.1368683772161603e-13,1.021405182655144e-14,True
1,9,2.25,505.58608902296044,505.58608902296055,18.96493432006149,21.545682504275973,16.908011844834707,8.589986566879812,0.0,0.0,0.0,1.4654943925052066e-14,6.494804694057166e-15,7.327471962526033e-15,7.216449660063518e-15,1.1368683772161603e-13,1.1324274851176597e-14,True
1,10,2.5,505.58608902296044,505.5860890229606,20.31050668272588,23.16227959411563,18.45222604155571,8.487168893122485,0.0,0.0,0.0,1.4876988529977098e-14,9.103828801926284e-15,6.2450045135165055e-15,8.715250743307479e-15,1.7053025658242404e-13,1.199040866595169e-14,True
1,11,2.75,505.58608902296044,505.58608902296055,21.763067199164222,24.909390570248885,20.018340444185093,8.537982184101892,0.0,0.0,0.0,1.3322676295501878e-14,9.769962616701378e-15,7.889522368742519e-15,9.658940314238862e-15,1.1368683772161603e-13,1.3877787807814457e-14,True
1,12,3.0,505.58608902296044,505.58608902296055,23.54460661783312,18.970962289917253,21.601592286147795,9.365880177087018,0.0,0.0,0.0,1.4432899320127035e-14,7.105427357601002e-15,9.936496070395151e-15,7.216449660063518e-15,1.1368683772161603e-13,1.4876988529977098e-14,True
1,13,3.25,505.58608902296044,505.58608902296055,24.662070277403146,22.067797952870507,23.198473039440707,8.369501717899029,0.0,0.0,0.0,1.3766765505351941e-14,1.3766765505351941e-14,1.0325074129013956e-14,1.354472090042691e-14,1.1368683772161603e-13,1.6292522886374172e-14,True
1,14,3.5,505.58608902296044,505.58608902296055,25.739254874488964,28.314884265279655,24.80635080646462,6.866891666577823,0.0,0.0,0.0,1.554312234475219e-14,1.709743457922741e-14,1.2601031329495527e-14,1.5987211554602254e-14,1.1368683772161603e-13,1.7819079545233762e-14,True
1,15,3.75,505.58608902296044,505.586089022961,27.832089564868316,21.590759149537636,26.42321812747555,8.74292590239099,0.0,0.0,0.0,1.7541523789077473e-14,1.1324274851176597e-14,1.3850032232198828e-14,1.0769163338864018e-14,5.684341886080801e-13,1.865174681370263e-14,True
1,16,4.0,505.58608902296044,505.58608902296083,29.666441741655834,16.204034722051134,28.047520371646954,9.666145385473389,0.0,0.0,0.0,1.84297022087776e-14,8.715250743307479e-15,1.4058199049316045e-14,7.105427357601002e-15,3.979039320256561e-13,1.9484414082171497e-14,True
1,17,4.25,505.58608902296044,505.5860890229608,30.66371658799667,26.138799159226238,29.67803680654741,7.712175198878669,0.0,0.0,0.0,1.9984014443252818e-14,1.7486012637846216e-14,1.6014967130217883e-14,1.587618925213974e-14,3.410605131648481e-13,1.837419105754634e-14,True
1,18,4.5,505.58608902296044,505.58608902296055,32.169841624257224,26.70967488849394,31.313796724297884,7.371895606907611,0.0,0.0,0.0,2.220446049250313e-14,1.7041923427996153e-14,1.625088952295073e-14,1.63202784619898e-14,1.1368683772161603e-13,2.0317081350640365e-14,True
1,19,4.75,505.58608902296044,505.58608902296044,34.250105627253525,19.71055964599256,32.954019311725055,9.33286379845305,0.0,0.0,0.0,2.4868995751603507e-14,7.216449660063518e-15,1.74721348500384e-14,7.66053886991358e-15,0.0,2.1413426587457707e-14,True
1,20,5.0,505.58608902296044,505.5860890229606,35.94201964380072,21.098826320881564,34.59806987696685,9.736649159945927,0.0,0.0,0.0,2.6645352591003757e-14,1.021405182655144e-14,1.8179902028236938e-14,1.2323475573339238e-14,1.7053025658242404e-13,2.120525977034049e-14,True
1,21,5.25,505.58608902296044,505.58608902296044,37.35599665947262,23.032234366859928,36.245427525861075,9.040988324850419,0.0,0.0,0.0,2.5757174171303632e-14,9.325873406851315e-15,1.7430501486614958e-14,9.547918011776346e-15,0.0,2.3092638912203256e-14,True
1,22,5.5,505.58608902296044,505.58608902296083,38.76655960416876,22.983051284334387,37.89566097537354,8.170986646857296,0.0,0.0,0.0,2.6645352591003757e-14,9.769962616701378e-15,1.942890293094024e-14,9.43689570931383e-15,3.979039320256561e-13,2.375877272697835e-14,True
1,23,5.75,505.58608902296044,505.5860890229604,40.25392421406115,26.023417595786057,39.54841023221393,7.503443391929844,0.0,0.0,0.0,2.7533531010703882e-14,1.1338152638984411e-14,2.0636270470220097e-14,9.547918011776346e-15,5.684341886080802e-14,2.3869795029440866e-14,True
1,24,6.0,505.58608902296044,505.58608902296044,42.11569668901662,23.178788418318728,41.20337255538133,8.718600671191123,0.0,0.0,0.0,2.7533531010703882e-14,1.1005085731596864e-14,2.1010970741031088e-14,9.769962616701378e-15,0.0,2.4424906541753444e-14,True
1,25,6.25,505.58608902296044,505.58608902296044,43.961728519548835,17.83097829737803,42.86029158657992,9.779007083536664,0.0,0.0,0.0,2.930988785010413e-14,7.882583474838611e-15,2.270406085358445e-14,7.771561172376096e-15,0.0,2.5979218776228663e-14,True
1,26,6.5,505.58608902296044,505.5860890229603,45.350196179456916,24.00006788717636,44.51894885038043,8.643117884909346,0.0,0.0,0.0,3.375077994860476e-14,8.881784197001252e-15,2.4702462297909733e-14,8.215650382226158e-15,1.1368683772161603e-13,2.731148640577885e-14,True
1,27,6.75,505.58608902296044,505.5860890229612,46.83653593650977,25.557824172703526,46.17915704629047,7.819626143621802,0.0,0.0,0.0,3.375077994860476e-14,9.547918011776346e-15,2.6006974351844292e-14,1.021405182655144e-14,7.389644451905042e-13,2.9753977059954195e-14,True
1,28,7.0,505.58608902296044,505.5860890229606,48.57076073907735,20.0399488122627,47.84075470951688,8.38933773289267,0.0,0.0,0.0,3.108624468950438e-14,7.771561172376096e-15,2.5618396293225487e-14,7.105427357601002e-15,1.7053025658242404e-13,2.90878432451791e-14,True
1,29,7.25,505.58608902296044,505.5860890229607,50.10072693897165,24.42703704825274,49.50360192706586,7.71208376899537,0.0,0.0,0.0,3.4638958368304884e-14,6.8833827526759706e-15,2.4716340085717547e-14,7.16093850883226e-15,2.8421709430404007e-13,3.1058489113888754e-14,True
1,30,7.5,505.58608902296044,505.58608902296044,51.79084796403453,26.813013000551667,51.167576874791216,8.010680969560049,0.0,0.0,0.0,3.8191672047105385e-14,8.548717289613705e-15,2.5451862839531714e-14,8.93729534823251e-15,0.0,3.297362383136715e-14,True
1,31,7.75,505.58608902296044,505.58608902295964,53.79615858169522,17.220257103390985,52.83257299837831,10.13636564642021,0.0,0.0,0.0,3.375077994860476e-14,6.439293542825908e-15,2.4175106361212784e-14,6.328271240363392e-15,7.958078640513122e-13,3.5110803153770576e-14,True
1,32,8.0,505.58608902296044,505.58608902295987,55.359625487429234,18.145120884510774,54.49849670337073,9.726355493252031,0.0,0.0,0.0,3.4638958368304884e-14,8.43769498715119e-15,2.388367281724868e-14,7.66053886991358e-15,5.684341886080801e-13,3.533284775869561e-14,True
1,33,8.25,505.58608902296044,505.5860890229603,56.5804860139016,27.864332878644788,56.16526545056724,6.84210160963955,0.0,0.0,0.0,3.8191672047105385e-14,1.2101430968414206e-14,2.475797344914099e-14,1.0658141036401503e-14,1.1368683772161603e-13,3.8191672047105385e-14,True
1,34,8.5,505.58608902296044,505.5860890229608,58.23996949822268,25.896473797084894,57.83280617646948,6.8746328562928545,0.0,0.0,0.0,3.552713678800501e-14,9.103828801926284e-15,2.4341639814906557e-14,8.548717289613705e-15,3.410605131648481e-13,3.7247982476174e-14,True
1,35,8.75,505.58608902296044,505.58608902296163,60.173182844567684,20.493192407427756,59.50105397608119,8.968640330688295,0.0,0.0,0.0,4.085620730620576e-14,8.43769498715119e-15,2.7033930649622562e-14,7.521760991835436e-15,1.1937117960769683e-12,3.863576125695545e-14,True
1,36,9.0,505.58608902296044,505.5860890229615,61.9363863160425,21.801698551633677,61.169950998762445,9.713549541699882,0.0,0.0,0.0,3.907985046680551e-14,9.547918011776346e-15,2.4924506902834764e-14,9.103828801926284e-15,1.0800249583553523e-12,3.808064974464287e-14,True
1,37,9.25,505.58608902296044,505.58608902296055,63.569603732798576,21.32709855588708,62.83944551811788,9.607216335678775,0.0,0.0,0.0,4.263256414560601e-14,1.0436096431476471e-14,2.806088694740083e-14,9.547918011776346e-15,1.1368683772161603e-13,3.9968028886505635e-14,True
1,38,9.5,505.58608902296044,505.58608902296095,65.08313858167965,23.11598736113496,64.50949114483113,8.622092546306424,0.0,0.0,0.0,4.440892098500626e-14,1.2101430968414206e-14,2.937580734219125e-14,1.1712852909795402e-14,5.115907697472721e-13,4.8183679268731794e-14,True
1,39,9.75,505.58608902296044,505.5860890229607,66.63472156412023,26.214618844590234,66.18004615752864,7.7709464362591225,0.0,0.0,0.0,4.085620730620576e-14,1.1213252548714081e-14,2.7533531010703882e-14,9.769962616701378e-15,2.8421709430404007e-13,4.440892098500626e-14,True
1,40,10.0,505.58608902296044,505.5860890229604,68.41122612630978,21.24156742442729,67.85107293158471,8.73657611068907,0.0,0.0,0.0,4.618527782440651e-14,9.353628982466944e-15,2.5632274081033302e-14,8.659739592076221e-15,5.684341886080802e-14,4.529709940470639e-14,True
1,41,10.25,505.58608902296044,505.5860890229611,70.0748710954555,19.731247656800452,69.52253744958442,8.780908017730257,0.0,0.0,0.0,4.707345624410664e-14,9.103828801926284e-15,2.980948821118545e-14,8.770761894538737e-15,6.821210263296962e-13,4.518607710224387e-14,True
1,42,10.5,505.58608902296044,505.5860890229603,71.56836810908433,26.954241368748853,71.19440888017502,7.306672156314301,0.0,0.0,0.0,4.796163466380676e-14,1.3822276656583199e-14,3.223810107755298e-14,1.199040866595169e-14,1.1368683772161603e-13,4.829470157119431e-14,True
1,43,10.75,505.58608902296044,505.58608902296055,73.3274533718143,24.243676806737483,72.86665921443945,8.207642348588804,0.0,0.0,0.0,5.1514348342607263e-14,1.0824674490095276e-14,3.530509218307998e-14,1.0436096431476471e-14,1.1368683772161603e-13,4.4853010194856324e-14,True
1,44,11.0,505.58608902296044,505.58608902296015,75.1569936112609,17.34636705279694,74.53926295085023,9.616234576335891,0.0,0.0,0.0,5.1514348342607263e-14,8.881784197001252e-15,3.630429290524262e-14,8.1601392309949e-15,2.8421709430404007e-13,4.75175454539567e-14,True
1,45,11.25,505.58608902296044,505.58608902296055,76.70415904975557,24.22347044010559,76.21219682141283,8.673469385685923,0.0,0.0,0.0,5.684341886080802e-14,1.1546319456101628e-14,3.752553823233029e-14,1.0935696792557792e-14,1.1368683772161603e-13,4.8627768478581856e-14,True
1,46,11.5,505.58608902296044,505.5860890229609,78.31466586996231,25.618024048347916,77.88543955286238,8.18811309040491,0.0,0.0,0.0,5.861977570020827e-14,1.1879386363489175e-14,3.988476215965875e-14,1.1518563880485999e-14,4.547473508864641e-13,4.796163466380676e-14,True
1,47,11.75,505.58608902296044,505.5860890229618,80.06921964620528,18.818450635771725,79.55897165779874,9.024963352049863,0.0,0.0,0.0,5.1514348342607263e-14,8.992806499463768e-15,3.900352263386253e-14,8.604228440844963e-15,1.3642420526593924e-12,5.0182080713057076e-14,True
1,48,12.0,505.58608902296044,505.58608902296095,81.6304978630758,23.258570868797506,81.23277525147901,8.04825486154115,0.0,0.0,0.0,5.861977570020827e-14,1.304512053934559e-14,4.365952044338428e-14,1.1879386363489175e-14,5.115907697472721e-13,5.218048215738236e-14,True
