start_id,residual_norm,residual_energy,axis_distance,nearest_axis_id,valid_exclusion,objective,success,iteration_count,f0,f1,f2,f3
276,4.9135373397355965e-14,2.4142849188975962e-27,0.4174423812328699,0,True,2.4142849188975962e-27,True,244,0.751163506256019,0.12529535398549593,0.4564354645875748,-0.46013164182170474
277,5.267259065919521e-14,2.7744018067511388e-27,0.8420246737858418,8,True,2.7744018067511384e-27,True,219,-0.5802435193213142,0.4129954634894887,-3.970867092748112e-14,0.7019631083060692
278,8.37269123860343e-15,7.010195857698664e-29,0.4174423812329558,0,True,7.010195857698664e-29,True,261,0.720711122171235,0.6338099023597245,4.27686887664101e-15,-0.2808210926006728
279,8.582372929170871e-14,7.3657125095365e-27,0.41744238123279437,5,True,7.3657125095365e-27,True,225,0.6866312018602937,-0.5968699260311596,-2.860459498965313e-14,0.4150709385532148
280,9.64178681224952e-14,9.296405293286877e-27,0.41744238123290556,4,True,9.296405293286878e-27,True,240,0.6732187779310503,0.5269845365384586,-0.4564354645876201,0.24643547219719114
281,3.174693661679214e-13,1.0078679845506175e-25,0.842024673785624,2,True,1.0078679845506176e-25,True,218,-0.04306617457959778,0.7191481709749435,-0.6454972243679257,0.2535834105847163
282,6.181725016332271e-15,3.8213724177548223e-29,0.4174423812329617,9,True,3.821372417754822e-29,True,253,-0.03897236416252193,0.20084459127654267,0.9128709291752772,0.3532835570093916
283,0.01498710895616289,0.00022461343486389787,0.049962202999123184,9,False,0.00022475629619142612,True,251,0.045428882535464246,-0.011156193068431639,0.9987518891357374,-0.017504854629353986
284,9.970511612306747e-14,9.941110181114368e-27,0.41744238123264704,6,True,9.941110181114368e-27,True,246,0.27633707460842805,-0.30483803319849023,1.916596376606922e-13,0.911433812579132
285,6.33062135667219e-14,4.007676676155403e-27,0.8804857344717831,9,True,4.007676676155403e-27,True,231,0.01905125462072714,0.6879709387049474,0.6123724356958447,-0.3890154716650074
286,1.2306830085981214e-15,1.5145806676521237e-30,0.8420246737858647,3,True,1.5145806676521238e-30,True,259,0.9951413007735663,0.026120507758770332,8.589752740338357e-16,0.09492897644617432
287,8.919547586450349e-14,7.955832914695225e-27,0.8420246737858064,8,True,7.955832914695225e-27,True,208,-0.513079201987835,0.5640693446393166,0.6454972243679196,-0.04369027648127149
288,1.6576223116565082e-13,2.747711728101466e-26,0.8420246737858086,8,True,2.7477117281014663e-26,True,237,0.41489778145207207,0.43911597124827983,-1.1846387869479625e-13,0.796892084752276
289,1.5620965193671133e-14,2.4401455358188503e-28,0.417442381232905,7,True,2.4401455358188503e-28,True,270,-0.08646470840275826,0.0940192254553786,0.4564354645876801,0.8805401218071924
290,4.170927737372636e-13,1.7396638190384416e-25,0.880485734471699,6,True,1.7396638190384414e-25,True,263,0.019051254620739925,0.687970938705185,-0.6123724356954758,-0.38901547166516726
291,1.9706621776585057e-14,3.883509418453764e-28,0.8420246737858555,2,True,3.8835094184537635e-28,True,263,0.9951413007735683,0.026120507758756108,-5.87178202909986e-15,0.09492897644615704
292,3.5270696918816196e-13,1.2440220611389902e-25,0.8420246737855636,4,True,1.2440220611389902e-25,True,203,-0.537177344742192,-0.3061527074853554,0.6454972243680132,0.4483796977209219
293,1.7608758439030386e-14,3.1006837376412382e-28,0.8420246737858599,5,True,3.100683737641238e-28,True,239,0.4148977814522317,0.43911597124822754,1.0858834860443271e-14,0.7968920847522216
294,0.014987108950516274,0.00022461343469464502,0.04996220297673749,8,False,0.0002247562961913957,True,213,-0.05781304979534187,0.9103538980744478,0.2036866538684974,0.3555631850598064
295,0.014987108960902917,0.00022461343500597652,0.04996220301792237,3,False,0.00022475629619139422,True,263,0.6344214524998099,0.7403584856862939,-0.20368665363821498,0.08882837615309122
296,4.618864706826374e-15,2.1333911179966286e-29,0.4174423812329577,1,True,2.133391117996629e-29,True,257,0.3713217630891593,-0.09118730155614545,0.9128709291752751,-0.14307931701659968
