target,gram_size,coefficient_count,target_denominator_limit,gram_denominator_limit,target_rationalization_error,projected_coefficient_residual,exact_coefficient_equality,exact_ldl_positive_definite,minimum_float_eigenvalue,maximum_float_eigenvalue,maximum_entry_change_from_saved_gram,exact_rational_sos_certificate
e4,35,165,1000000000000,100000000,2.912311030897098e-18,8.673617379884035e-19,True,True,0.00011773756992669807,0.006110093017198942,2.3835778186279133e-14,True
