sample_id,source_index,f0,f1,f2,f3,top_pencil_eigenvalue,s4,s6,s8,covariant_trace,covariant_trace_square,covariant_trace_cube,covariant_determinant,covariant_eigenvalue_0,covariant_eigenvalue_1,covariant_eigenvalue_2,covariant_eigenvalue_3,covariant_top_gap,covariant_spread,projective_axis_distance
13,130,0.5873024791147999,-0.5529257395089809,-0.5673515022585213,0.16571420427668704,0.07745262639211095,1.0953164157278743,0.5122782640326404,0.25054916046661846,2.5000000000000013,2.1363630425472167,2.0301850822397083,0.036419891894590106,0.07851060086411482,0.591326243005026,0.6850991728652751,1.1450639832655853,0.45996481040031023,1.0665533824014706,0.6958220068463441
14,140,-0.057704225347698555,-0.20511009297270474,-0.9763548229248418,-0.03648742097149758,0.10749509192767887,1.5145757420698702,1.1446240671864143,0.9617890300740222,2.5000000000000018,2.7768981244586004,3.8692200608212395,0.027941411315579374,0.1044299614102197,0.33910134299943606,0.5103197608105479,1.5461489347797985,1.0358291739692507,1.4417189733695788,0.21746345474657935
15,150,0.05680116792959285,0.9473665865518773,-0.3100895897416641,-0.055808819560397085,0.08945799895349275,1.1795703026221056,0.6841322127713452,0.4196818975230385,2.499999999999999,2.2650842586356235,2.493043920365824,0.061450949666792536,0.24245399534226242,0.28959777831384953,0.6789959706855894,1.2889522556582973,0.6099562849727079,1.0464982603160349,0.6221888178933583
16,160,0.768131493754409,0.559682124232961,0.0587723356371528,-0.30541077368104513,0.10879535075380212,1.555234805918241,1.184309935665831,0.9655468471720879,2.5,2.8390161386713864,4.002487487788765,0.027653815111055167,0.1414349948960854,0.21429493496832763,0.5852352019925424,1.5590348681430437,0.9737996661505013,1.4175998732469584,0.344999943053306
17,170,-0.1882818103837024,0.24494567813397147,-0.6178804453881757,-0.7230320392963469,0.08806985723573416,1.185367731729074,0.66104968810916,0.397563785947608,2.5000000000000013,2.2739414419934936,2.4521685637663566,0.045080630037815816,0.12049422347365825,0.4457206011101737,0.6578673642074085,1.2759178112087612,0.6180504470013527,1.155423587735103,0.582334948242601
18,180,-0.27828241159945377,-0.005828367794074171,-0.04041299289611801,-0.9596310330165586,0.10114964601643724,1.3988187103492609,0.9569361239144978,0.7028310506849688,2.500000000000001,2.6000471037743353,3.3341771129171787,0.03510306229683785,0.13208664525318914,0.2951386914863572,0.6196764172179874,1.453098246042467,0.8334218288244797,1.3210116007892778,0.4353319152223247
19,190,0.884633669097952,0.19624551110066948,0.3714379813461944,-0.20234820702095727,0.1004190897754065,1.3823685697473065,0.9374880766303151,0.6764788245559173,2.5,2.5749149445213484,3.273192869562281,0.03905500445233171,0.16422968936519644,0.2602375981356111,0.6338468557041037,1.4416858567950885,0.8078390010909848,1.277456167429892,0.5097286856470605
20,200,0.5147763961128826,-0.08774190370133667,0.7967946571998489,-0.3040146289205064,0.10913338002148902,1.5578053678296468,1.1961961878629945,1.0046421275309834,2.5,2.8429433860360347,4.030448839651792,0.024960903569884455,0.10162405567482319,0.2887420117278832,0.5429740591363966,1.5666598734608974,1.0236858143245007,1.4650358177860743,0.22712588609268064
21,210,0.028920277497317685,-0.593971591813824,-0.7466340454625544,0.2981592994086394,0.06233145040940357,0.8094448875594774,0.3124981959849022,0.1371298384244686,2.5000000000000018,1.6996148745121662,1.2582915460511022,0.13068430126156347,0.45365810389098093,0.541505760517538,0.5676008430552222,0.9372352925362603,0.3696344494810381,0.4835771886452793,0.7118510441622568
22,220,-0.7113365565160628,-0.009042920831437172,-0.3507342594844907,-0.6090188898306625,0.0700931286787583,0.8896049140222728,0.3866968568935099,0.19247423236988367,2.5000000000000013,1.8220815816081033,1.5126082336471658,0.11169242511096866,0.34835235556969923,0.5301808169906413,0.5815357010036453,1.0399311264360152,0.4583954254323699,0.6915787708663159,0.6542035524073029
23,230,-0.6694145064041462,0.554638548620508,-0.07489834526356101,-0.48851871701769023,0.10815183524937094,1.5415259635039917,1.1635121415081244,0.9375840235493367,2.500000000000001,2.818072073871842,3.9421020305211907,0.028835501336018723,0.1553275167874321,0.2020283341419572,0.59295609861778,1.549688050452832,0.9567319518350521,1.3943605336654,0.3835146153710877
24,240,0.38931215981409645,-0.43974346355812444,0.7996196600916547,-0.12518038054621144,0.10032026341052355,1.38461865048001,0.9346737693129312,0.6709563594733368,2.4999999999999996,2.5783525678629786,3.2701293089330745,0.03664420295815886,0.14188763527749235,0.282034487902866,0.6357782398934648,1.4402996369261762,0.8045213970327114,1.298412001648684,0.44063596229087165
25,250,-0.4923734949065101,0.5404474596325911,-0.4500223109802719,0.5128009404342031,0.08956652852054037,1.1700457458859523,0.6849884428277714,0.43959817328271883,2.4999999999999996,2.250532852510946,2.4829771560257825,0.06420520357766339,0.23175205367582832,0.33565641714687333,0.6371274197921131,1.2954641093851849,0.6583366895930718,1.0637120557093565,0.5333921285173107
26,260,-0.04224631986080565,0.0286931311399345,0.8285433627501891,0.5575911124885453,0.1045115233478052,1.4651991003285199,1.0517731610889578,0.8034704325419431,2.5000000000000018,2.70146158846487,3.614345615396036,0.03325039528012675,0.15871900421159957,0.2270696117526303,0.6156510684198137,1.4985603156159586,0.8829092471961449,1.339841311404359,0.38590535212953725
27,270,0.2875149123595412,-0.9248310934459573,0.023010829012861528,-0.2479780746650421,0.10871081325899301,1.5515393680348262,1.1818852134117463,0.9700943880517008,2.4999999999999987,2.8333703307939455,3.9928380713743827,0.02734088013492633,0.12800417224295466,0.23834975064211505,0.5749125447391172,1.558733532375813,0.9838209876366957,1.4307293601328583,0.3099671065898458
28,280,-0.1659717142373339,0.8521356651887697,-0.49401896885114216,0.04757579848691672,0.0825568306801623,1.1041521787598274,0.5673318049158566,0.31517296381033594,2.4999999999999987,2.1498621249571426,2.1558735299817635,0.0554303214626633,0.14086993407680878,0.4946916978147129,0.6608958561721395,1.2035425119363379,0.5426466557641983,1.0626725778595292,0.6162404985013302
29,290,-0.24222914553252423,-0.36441836451542275,0.42272180161116324,0.7936186584885084,0.09789927181658543,1.314984679139361,0.8728942854683266,0.6506882132389398,2.5,2.471967333870321,3.0547825611188557,0.04611474803614635,0.15711436571265872,0.37447048989611575,0.5542510791526383,1.414164065238588,0.8599129860859498,1.2570496995259293,0.3834158017729756
30,300,0.6732217066752552,-0.1187317566640492,0.5273863364845636,0.5045185385197619,0.06754084274122886,0.9509934224390406,0.3998365625786858,0.17570020874849918,2.5000000000000018,1.915869580578165,1.6163629984403851,0.079023727421818,0.18574668765574412,0.6067987899505227,0.6872002302135206,1.0202542921802142,0.3330540619666936,0.8345076045244701,0.7656005328742396
31,310,-0.7833098961171824,-0.3793667008658593,-0.0896456270164454,0.48422120407502917,0.10939930625887109,1.5576836017374045,1.2060373350157578,1.040035311520307,2.5,2.8427573545062197,4.050799726602966,0.023602935777856552,0.08714412277036569,0.35531447662821314,0.48463074979312604,1.572910650808295,1.0882799010151691,1.4857665280379293,0.15233849229027818
32,320,-0.25658386348322876,0.26893101885827303,-0.6998545471631197,0.609954458063039,0.08337765720104978,1.06498205260907,0.5697021705368217,0.3437788118296966,2.5,2.090018876671264,2.112075812974442,0.07957928895386947,0.2588834153886074,0.4117367214279283,0.6145601394807186,1.2148197237027452,0.6002595842220265,0.9559363083141378,0.5574472012344679
33,330,0.4306346930146912,0.6001432627581804,-0.6358619805292997,-0.22374397657918094,0.08170989618760041,1.067478808854243,0.5485832152745399,0.30888344616644087,2.500000000000001,2.093833365379168,2.0711844859969584,0.07040021726827723,0.19716078441576496,0.45964531825451244,0.6523337871502684,1.1908601101794558,0.5385263230291875,0.9936993257636908,0.6058946921906507
34,340,0.10077883564366028,0.7213275666354713,0.5860378614218447,-0.3550912458483994,0.05055314667947931,0.7488605470639,0.25502804570208515,0.09408809583109343,2.5,1.6070554654216993,1.063182244498073,0.1445313352472499,0.5113946573103225,0.566653751451946,0.6289351594992119,0.7930164317385203,0.16408127223930846,0.2816217744281978,0.826791952999128
35,350,0.05090443565823321,-0.4210768961720296,-0.23647152754138254,0.8741762994972421,0.09930998739815865,1.3620164527883802,0.9084207930764343,0.6406734966908516,2.500000000000001,2.5438214325007666,3.1873136610809962,0.040954413581814196,0.17609099153029206,0.2526374801207484,0.6458250237077993,1.425446504641162,0.7796214809333627,1.2493555131108698,0.4902828993516204
36,360,-0.7347081135577762,0.23616634386584032,0.13451309362349412,-0.621559066816061,0.10757076708147187,1.5159164649451986,1.147070119519238,0.9666711339496923,2.5000000000000018,2.7789464510736854,3.875984147962512,0.0275941966727216,0.10209183663849121,0.34676594471665945,0.5037067174558378,1.5474355011890135,1.0437287837331757,1.4453436645505222,0.20906841444736482
37,370,0.2532035707230299,0.34371524998120007,-0.47092896886761804,-0.7719933192617348,0.09559446716662905,1.2774970537836652,0.8167031654907644,0.5840921037974288,2.500000000000001,2.4146945729102303,2.8910751384140116,0.0479185450587297,0.155724467845968,0.386999377951742,0.5753943712700249,1.3818817829322654,0.8064874116622405,1.2261573150862974,0.4227833251922634
38,380,-0.4325459947708199,-0.16298892686651245,0.4213356248501255,-0.7802658927306634,0.09571362380125237,1.2857792661449805,0.8196613490685297,0.5639710608044525,2.5000000000000013,2.4273479529066844,2.907542856849651,0.049111949209448204,0.18700846640311528,0.30043006694807345,0.6341814638048299,1.3783800028439834,0.7441985390391536,1.1913715364408681,0.49913273673880104
39,390,-0.28447101891501847,0.6790677518344781,-0.6177088728637914,-0.2763674658878345,0.07444068651026636,0.9391357813082909,0.43720012196195446,0.2314493608092487,2.500000000000001,1.8977537399617417,1.6794503163504864,0.10248995554948709,0.3375283762687387,0.44656852766976,0.6210516031877137,1.0948514928737891,0.47379988968607545,0.7573231166050505,0.6301230454492258
40,400,0.7772368270108005,0.22763405237604348,-0.5645907795029261,0.15913172102796463,0.10377337554836448,1.431628257826235,1.0321047434678385,0.8284412603969828,2.5000000000000018,2.6501728013086003,3.5316004679331052,0.036551200303082274,0.13749763743832386,0.3316490313685626,0.5363162949142446,1.4945370362788712,0.9582207413646266,1.3570393988405474,0.3011513590324864
41,410,-0.5712798279068788,0.6657492800217011,0.169972882166105,-0.44891700090932257,0.10508245595473832,1.472344789721095,1.069201949312476,0.8336035998035107,2.500000000000001,2.712378613925748,3.659546350233247,0.03369275591484746,0.16053612540355833,0.23216294934739554,0.5995862950563619,1.5077146301926847,0.9081283351363229,1.3471785047891265,0.39587408504889027
42,420,0.8067157272873263,-0.47040553684378805,0.2908043650943502,0.2082334927336607,0.10452891014825254,1.4655848538102363,1.0522807513603556,0.806709363397242,2.500000000000001,2.7020509340619365,3.615883054610573,0.032535169663108994,0.14545319754806502,0.24410701520455635,0.6111883526750093,1.4992514345723704,0.8880630818973612,1.3537982370243054,0.3546235252440239
