actual_index,orientation_type,edge_positive_count,edge_negative_count,face_positive_count,face_negative_count,b1_chain_max_abs,b2_chain_max_abs,delta1_commutation_max_abs,p_exact_commutation_max_abs,p_harmonic_commutation_max_abs,p_coexact_commutation_max_abs,all_checks_pass
49,reversing,104,16,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,3.608224830031759e-16,True
50,preserving,56,64,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,4.440892098500626e-16,True
51,reversing,68,52,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,4.163336342344337e-16,True
52,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.3306690738754696e-16,True
53,reversing,58,62,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.7763568394002505e-15,5.551115123125783e-16,True
54,preserving,68,52,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,4.163336342344337e-16,True
55,preserving,64,56,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.609823385706477e-15,3.885780586188048e-16,True
56,preserving,64,56,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.9984014443252818e-15,4.163336342344337e-16,True
57,reversing,96,24,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,3.885780586188048e-16,True
58,preserving,68,52,20,0,0.0,0.0,0.0,1.7763568394002505e-15,1.887379141862766e-15,4.440892098500626e-16,True
59,preserving,62,58,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.9984014443252818e-15,4.163336342344337e-16,True
60,reversing,66,54,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,4.440892098500626e-16,True
61,reversing,54,66,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.608224830031759e-16,True
62,reversing,62,58,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.3306690738754696e-16,True
63,preserving,66,54,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.3322676295501878e-15,3.3306690738754696e-16,True
64,preserving,64,56,20,0,0.0,0.0,0.0,1.1102230246251565e-15,1.3322676295501878e-15,3.608224830031759e-16,True
65,reversing,96,24,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,4.163336342344337e-16,True
66,reversing,58,62,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.3322676295501878e-15,4.163336342344337e-16,True
67,preserving,58,62,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.885780586188048e-16,True
68,preserving,64,56,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,4.163336342344337e-16,True
69,preserving,48,72,20,0,0.0,0.0,0.0,1.1102230246251565e-15,1.3322676295501878e-15,4.163336342344337e-16,True
70,reversing,60,60,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,3.3306690738754696e-16,True
71,reversing,58,62,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.3877787807814457e-15,4.163336342344337e-16,True
72,reversing,96,24,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,3.885780586188048e-16,True
73,preserving,40,80,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.5543122344752192e-15,3.608224830031759e-16,True
74,reversing,64,56,0,20,0.0,0.0,0.0,1.2212453270876722e-15,1.3322676295501878e-15,3.885780586188048e-16,True
75,reversing,54,66,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.4988010832439613e-15,3.608224830031759e-16,True
76,reversing,52,68,0,20,0.0,0.0,0.0,1.7763568394002505e-15,2.0539125955565396e-15,4.163336342344337e-16,True
77,preserving,68,52,20,0,0.0,0.0,0.0,1.7763568394002505e-15,1.887379141862766e-15,4.440892098500626e-16,True
78,preserving,66,54,20,0,0.0,0.0,0.0,1.5543122344752192e-15,1.6653345369377348e-15,3.885780586188048e-16,True
79,preserving,62,58,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.5543122344752192e-15,4.163336342344337e-16,True
80,preserving,64,56,20,0,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,3.885780586188048e-16,True
81,reversing,60,60,0,20,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,3.885780586188048e-16,True
82,preserving,64,56,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,4.440892098500626e-16,True
83,reversing,72,48,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.4988010832439613e-15,4.440892098500626e-16,True
84,preserving,46,74,20,0,0.0,0.0,0.0,1.6653345369377348e-15,1.8318679906315083e-15,3.608224830031759e-16,True
85,preserving,56,64,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.440892098500626e-16,True
86,reversing,50,70,0,20,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,4.440892098500626e-16,True
87,reversing,52,68,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.4988010832439613e-15,3.885780586188048e-16,True
88,preserving,54,66,20,0,0.0,0.0,0.0,1.6653345369377348e-15,1.8318679906315083e-15,3.885780586188048e-16,True
89,reversing,72,48,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.4432899320127035e-15,4.163336342344337e-16,True
90,reversing,64,56,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.4432899320127035e-15,3.885780586188048e-16,True
91,preserving,48,72,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,4.163336342344337e-16,True
92,preserving,62,58,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.5543122344752192e-15,3.608224830031759e-16,True
93,reversing,48,72,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.608224830031759e-16,True
94,preserving,64,56,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.608224830031759e-16,True
95,reversing,64,56,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,4.163336342344337e-16,True
96,reversing,88,32,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.4988010832439613e-15,3.0531133177191805e-16,True
97,preserving,56,64,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.885780586188048e-16,True
98,reversing,52,68,0,20,0.0,0.0,0.0,1.7763568394002505e-15,1.887379141862766e-15,4.163336342344337e-16,True
99,reversing,56,64,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.885780586188048e-16,True
100,preserving,64,56,20,0,0.0,0.0,0.0,1.5543122344752192e-15,1.7763568394002505e-15,3.608224830031759e-16,True
101,reversing,62,58,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.885780586188048e-16,True
102,preserving,58,62,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.7763568394002505e-15,3.608224830031759e-16,True
103,preserving,58,62,20,0,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,6.106226635438361e-16,True
104,reversing,72,48,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.5543122344752192e-15,4.163336342344337e-16,True
105,preserving,56,64,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.2212453270876722e-15,3.3306690738754696e-16,True
106,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.163336342344337e-16,True
107,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.3306690738754696e-16,True
108,preserving,62,58,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,4.718447854656915e-16,True
109,reversing,58,62,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.4988010832439613e-15,3.608224830031759e-16,True
110,preserving,56,64,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.163336342344337e-16,True
111,preserving,70,50,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,4.163336342344337e-16,True
112,reversing,58,62,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.5543122344752192e-15,4.163336342344337e-16,True
113,preserving,56,64,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.7208456881689926e-15,4.996003610813204e-16,True
114,preserving,56,64,20,0,0.0,0.0,0.0,1.887379141862766e-15,2.1094237467877974e-15,4.440892098500626e-16,True
115,reversing,64,56,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.609823385706477e-15,3.608224830031759e-16,True
116,reversing,56,64,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7208456881689926e-15,4.996003610813204e-16,True
117,preserving,60,60,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.163336342344337e-16,True
118,preserving,60,60,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,3.608224830031759e-16,True
119,reversing,68,52,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.6653345369377348e-15,3.3306690738754696e-16,True
120,reversing,58,62,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.3322676295501878e-15,4.163336342344337e-16,True
121,preserving,64,56,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,4.163336342344337e-16,True
122,preserving,64,56,20,0,0.0,0.0,0.0,1.0547118733938987e-15,1.3322676295501878e-15,4.163336342344337e-16,True
123,reversing,64,56,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.27675647831893e-15,3.0531133177191805e-16,True
124,reversing,40,80,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.3322676295501878e-15,3.885780586188048e-16,True
125,reversing,58,62,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.3877787807814457e-15,4.163336342344337e-16,True
126,preserving,58,62,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.885780586188048e-16,True
127,preserving,52,68,20,0,0.0,0.0,0.0,1.2212453270876722e-15,1.3322676295501878e-15,3.0531133177191805e-16,True
128,reversing,66,54,0,20,0.0,0.0,0.0,1.5543122344752192e-15,1.6653345369377348e-15,6.938893903907228e-16,True
129,preserving,58,62,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,3.885780586188048e-16,True
130,preserving,70,50,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.4432899320127035e-15,3.885780586188048e-16,True
131,reversing,40,80,0,20,0.0,0.0,0.0,1.5543122344752192e-15,1.6653345369377348e-15,4.440892098500626e-16,True
132,preserving,56,64,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.3306690738754696e-16,True
133,preserving,52,68,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.4432899320127035e-15,6.938893903907228e-16,True
134,reversing,60,60,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.9984014443252818e-15,4.163336342344337e-16,True
135,reversing,62,58,0,20,0.0,0.0,0.0,1.1102230246251565e-15,1.3322676295501878e-15,3.3306690738754696e-16,True
136,reversing,64,56,0,20,0.0,0.0,0.0,1.6653345369377348e-15,1.8318679906315083e-15,4.163336342344337e-16,True
137,preserving,72,48,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,6.106226635438361e-16,True
138,preserving,48,72,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.887379141862766e-15,3.3306690738754696e-16,True
139,preserving,60,60,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.163336342344337e-16,True
140,preserving,62,58,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.885780586188048e-16,True
141,reversing,66,54,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.885780586188048e-16,True
142,reversing,56,64,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.3322676295501878e-15,3.3306690738754696e-16,True
143,reversing,62,58,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.5543122344752192e-15,4.718447854656915e-16,True
144,reversing,62,58,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.5543122344752192e-15,4.718447854656915e-16,True
145,reversing,56,64,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,4.163336342344337e-16,True
146,preserving,72,48,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,4.163336342344337e-16,True
147,preserving,60,60,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,3.885780586188048e-16,True
148,preserving,58,62,20,0,0.0,0.0,0.0,1.7763568394002505e-15,1.887379141862766e-15,3.885780586188048e-16,True
149,preserving,64,56,20,0,0.0,0.0,0.0,1.942890293094024e-15,2.275957200481571e-15,4.163336342344337e-16,True
150,reversing,60,60,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.7763568394002505e-15,3.608224830031759e-16,True
151,reversing,58,62,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.5543122344752192e-15,4.163336342344337e-16,True
152,preserving,66,54,20,0,0.0,0.0,0.0,1.7763568394002505e-15,2.0539125955565396e-15,3.885780586188048e-16,True
153,reversing,62,58,0,20,0.0,0.0,0.0,1.8318679906315083e-15,2.0539125955565396e-15,5.551115123125783e-16,True
154,preserving,56,64,20,0,0.0,0.0,0.0,1.7763568394002505e-15,2.0539125955565396e-15,5.551115123125783e-16,True
155,reversing,48,72,0,20,0.0,0.0,0.0,1.2212453270876722e-15,1.3877787807814457e-15,4.163336342344337e-16,True
156,reversing,66,54,0,20,0.0,0.0,0.0,1.5543122344752192e-15,1.6653345369377348e-15,6.938893903907228e-16,True
157,preserving,52,68,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.4432899320127035e-15,6.938893903907228e-16,True
158,reversing,66,54,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.3306690738754696e-16,True
159,preserving,62,58,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,4.163336342344337e-16,True
160,preserving,60,60,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,4.440892098500626e-16,True
161,reversing,62,58,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.5543122344752192e-15,3.608224830031759e-16,True
162,reversing,52,68,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.3322676295501878e-15,3.885780586188048e-16,True
163,preserving,48,72,20,0,0.0,0.0,0.0,1.1102230246251565e-15,1.3322676295501878e-15,3.885780586188048e-16,True
164,reversing,64,56,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.440892098500626e-16,True
165,preserving,46,74,20,0,0.0,0.0,0.0,1.6653345369377348e-15,1.8318679906315083e-15,3.608224830031759e-16,True
166,preserving,64,56,20,0,0.0,0.0,0.0,1.2212453270876722e-15,1.3322676295501878e-15,3.608224830031759e-16,True
167,reversing,58,62,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.4432899320127035e-15,3.3306690738754696e-16,True
168,preserving,64,56,20,0,0.0,0.0,0.0,1.942890293094024e-15,2.275957200481571e-15,4.163336342344337e-16,True
169,reversing,68,52,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.6653345369377348e-15,3.3306690738754696e-16,True
170,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.6653345369377348e-15,4.163336342344337e-16,True
171,preserving,40,80,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.7763568394002505e-15,3.885780586188048e-16,True
172,preserving,64,56,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.7763568394002505e-15,5.551115123125783e-16,True
173,reversing,60,60,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,6.106226635438361e-16,True
174,preserving,64,56,20,0,0.0,0.0,0.0,1.942890293094024e-15,2.275957200481571e-15,4.163336342344337e-16,True
175,reversing,66,54,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.885780586188048e-16,True
176,preserving,62,58,20,0,0.0,0.0,0.0,1.7208456881689926e-15,1.7763568394002505e-15,4.163336342344337e-16,True
177,reversing,72,48,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.5543122344752192e-15,4.163336342344337e-16,True
178,preserving,48,72,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.7763568394002505e-15,3.3306690738754696e-16,True
179,reversing,56,64,0,20,0.0,0.0,0.0,1.942890293094024e-15,2.275957200481571e-15,3.885780586188048e-16,True
180,reversing,60,60,0,20,0.0,0.0,0.0,1.887379141862766e-15,2.1094237467877974e-15,3.885780586188048e-16,True
181,preserving,64,56,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.885780586188048e-16,True
182,reversing,60,60,0,20,0.0,0.0,0.0,1.887379141862766e-15,2.1094237467877974e-15,4.163336342344337e-16,True
183,preserving,68,52,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,4.163336342344337e-16,True
184,preserving,64,56,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.608224830031759e-16,True
185,reversing,56,64,0,20,0.0,0.0,0.0,1.1102230246251565e-15,1.3322676295501878e-15,4.718447854656915e-16,True
186,preserving,56,64,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.885780586188048e-16,True
187,reversing,54,66,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.440892098500626e-16,True
188,reversing,64,56,0,20,0.0,0.0,0.0,1.7208456881689926e-15,1.7763568394002505e-15,3.885780586188048e-16,True
189,preserving,62,58,20,0,0.0,0.0,0.0,1.7208456881689926e-15,2.1094237467877974e-15,4.163336342344337e-16,True
190,reversing,62,58,0,20,0.0,0.0,0.0,1.2212453270876722e-15,1.3322676295501878e-15,4.163336342344337e-16,True
191,preserving,58,62,20,0,0.0,0.0,0.0,1.1657341758564144e-15,1.3322676295501878e-15,3.608224830031759e-16,True
192,reversing,58,62,0,20,0.0,0.0,0.0,1.6653345369377348e-15,1.8318679906315083e-15,3.608224830031759e-16,True
193,preserving,58,62,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,3.885780586188048e-16,True
194,reversing,64,56,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.885780586188048e-16,True
195,preserving,40,80,20,0,0.0,0.0,0.0,1.6653345369377348e-15,1.8318679906315083e-15,4.163336342344337e-16,True
196,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.885780586188048e-16,True
197,reversing,58,62,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.6653345369377348e-15,3.885780586188048e-16,True
198,preserving,64,56,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.885780586188048e-16,True
199,preserving,64,56,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.608224830031759e-16,True
200,preserving,58,62,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,3.885780586188048e-16,True
201,reversing,62,58,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.5543122344752192e-15,3.885780586188048e-16,True
202,preserving,56,64,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,4.440892098500626e-16,True
203,preserving,52,68,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.4988010832439613e-15,3.885780586188048e-16,True
204,preserving,56,64,20,0,0.0,0.0,0.0,1.7763568394002505e-15,2.0539125955565396e-15,5.551115123125783e-16,True
205,reversing,40,80,0,20,0.0,0.0,0.0,1.5543122344752192e-15,1.6653345369377348e-15,4.440892098500626e-16,True
206,reversing,48,72,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.885780586188048e-16,True
207,reversing,62,58,0,20,0.0,0.0,0.0,1.8318679906315083e-15,2.0539125955565396e-15,5.551115123125783e-16,True
208,reversing,60,60,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.887379141862766e-15,5.551115123125783e-16,True
209,preserving,58,62,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.5543122344752192e-15,4.163336342344337e-16,True
210,preserving,66,54,20,0,0.0,0.0,0.0,1.1102230246251565e-15,1.2212453270876722e-15,4.163336342344337e-16,True
211,reversing,48,72,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.5543122344752192e-15,3.885780586188048e-16,True
212,preserving,48,72,20,0,0.0,0.0,0.0,1.1657341758564144e-15,1.3322676295501878e-15,3.3306690738754696e-16,True
213,preserving,60,60,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.887379141862766e-15,5.551115123125783e-16,True
214,reversing,60,60,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.2212453270876722e-15,3.608224830031759e-16,True
215,reversing,54,66,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.3877787807814457e-15,4.163336342344337e-16,True
216,reversing,68,52,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.608224830031759e-16,True
217,reversing,56,64,0,20,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,4.163336342344337e-16,True
218,preserving,64,56,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.6653345369377348e-15,3.885780586188048e-16,True
219,preserving,54,66,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.4432899320127035e-15,4.163336342344337e-16,True
220,preserving,56,64,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.440892098500626e-16,True
221,preserving,58,62,20,0,0.0,0.0,0.0,1.1657341758564144e-15,1.3322676295501878e-15,3.608224830031759e-16,True
222,reversing,64,56,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,4.163336342344337e-16,True
223,reversing,56,64,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.885780586188048e-16,True
224,reversing,66,54,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.609823385706477e-15,3.3306690738754696e-16,True
225,reversing,64,56,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.885780586188048e-16,True
226,reversing,48,72,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,3.608224830031759e-16,True
227,preserving,64,56,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.6653345369377348e-15,4.440892098500626e-16,True
228,preserving,62,58,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.5543122344752192e-15,3.608224830031759e-16,True
229,preserving,58,62,20,0,0.0,0.0,0.0,1.2212453270876722e-15,1.3322676295501878e-15,3.608224830031759e-16,True
230,preserving,64,56,20,0,0.0,0.0,0.0,1.7208456881689926e-15,1.7763568394002505e-15,4.163336342344337e-16,True
231,reversing,62,58,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.609823385706477e-15,4.440892098500626e-16,True
232,preserving,62,58,20,0,0.0,0.0,0.0,1.7208456881689926e-15,1.7763568394002505e-15,4.163336342344337e-16,True
233,reversing,60,60,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7208456881689926e-15,4.996003610813204e-16,True
234,reversing,58,62,0,20,0.0,0.0,0.0,1.8318679906315083e-15,2.0539125955565396e-15,4.440892098500626e-16,True
235,preserving,64,56,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.609823385706477e-15,3.885780586188048e-16,True
236,preserving,48,72,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.5543122344752192e-15,3.885780586188048e-16,True
237,reversing,40,80,0,20,0.0,0.0,0.0,1.942890293094024e-15,2.275957200481571e-15,3.608224830031759e-16,True
238,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.163336342344337e-16,True
239,preserving,56,64,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.609823385706477e-15,4.718447854656915e-16,True
240,reversing,64,56,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.27675647831893e-15,3.885780586188048e-16,True
241,preserving,58,62,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.4988010832439613e-15,3.885780586188048e-16,True
242,reversing,54,66,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.3877787807814457e-15,4.163336342344337e-16,True
243,reversing,52,68,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.0531133177191805e-16,True
244,preserving,48,72,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,4.163336342344337e-16,True
245,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.885780586188048e-16,True
246,preserving,48,72,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,3.885780586188048e-16,True
247,preserving,54,66,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.163336342344337e-16,True
248,preserving,60,60,20,0,0.0,0.0,0.0,1.7208456881689926e-15,1.7763568394002505e-15,4.163336342344337e-16,True
249,reversing,64,56,0,20,0.0,0.0,0.0,1.2212453270876722e-15,1.3322676295501878e-15,3.885780586188048e-16,True
250,reversing,54,66,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.608224830031759e-16,True
251,preserving,66,54,20,0,0.0,0.0,0.0,1.5543122344752192e-15,1.6653345369377348e-15,3.885780586188048e-16,True
252,reversing,60,60,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.4432899320127035e-15,3.608224830031759e-16,True
253,reversing,48,72,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.27675647831893e-15,4.163336342344337e-16,True
254,preserving,24,96,20,0,0.0,0.0,0.0,1.2212453270876722e-15,1.3322676295501878e-15,3.608224830031759e-16,True
255,preserving,62,58,20,0,0.0,0.0,0.0,1.609823385706477e-15,1.9984014443252818e-15,4.163336342344337e-16,True
256,preserving,58,62,20,0,0.0,0.0,0.0,1.7763568394002505e-15,1.887379141862766e-15,3.885780586188048e-16,True
257,reversing,58,62,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.885780586188048e-16,True
258,preserving,62,58,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,3.608224830031759e-16,True
259,preserving,54,66,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.4988010832439613e-15,3.3306690738754696e-16,True
260,reversing,64,56,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.609823385706477e-15,3.608224830031759e-16,True
261,preserving,40,80,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.7763568394002505e-15,3.885780586188048e-16,True
262,reversing,54,66,0,20,0.0,0.0,0.0,1.7208456881689926e-15,1.7763568394002505e-15,3.885780586188048e-16,True
263,reversing,56,64,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.3322676295501878e-15,3.3306690738754696e-16,True
264,preserving,56,64,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,3.885780586188048e-16,True
265,preserving,68,52,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.6653345369377348e-15,4.163336342344337e-16,True
266,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.885780586188048e-16,True
267,preserving,48,72,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.5543122344752192e-15,4.163336342344337e-16,True
268,reversing,60,60,0,20,0.0,0.0,0.0,1.6653345369377348e-15,1.8318679906315083e-15,4.440892098500626e-16,True
269,reversing,52,68,0,20,0.0,0.0,0.0,1.1657341758564144e-15,1.2212453270876722e-15,4.163336342344337e-16,True
