start_id,s4,axis_s4_gap,projective_distance_to_axis_register,success,status,message,iteration_count,evaluation_count,f0,f1,f2,f3
64,1.597222222222222,2.220446049250313e-16,0.0,False,2,Desired error not necessarily achieved due to precision loss.,14,428,-0.07115346699432018,0.3666903683535429,0.6666666785136106,0.6450045718063258
65,1.5972222222222214,8.881784197001252e-16,2.1073424255447017e-08,False,2,Desired error not necessarily achieved due to precision loss.,16,95,-0.05559820542891275,0.9284162948078557,0.1666666730161956,0.32737477482855876
66,1.597222222222223,-6.661338147750939e-16,0.0,False,2,Desired error not necessarily achieved due to precision loss.,17,190,-0.08670875708501045,-0.19503555392440192,0.16666665593323668,0.9626343802037234
67,1.5972222222222237,-1.3322676295501878e-15,2.1073424255447017e-08,False,2,Desired error not necessarily achieved due to precision loss.,11,95,-4.260777239495067e-09,1.1391950680186423e-08,0.9999999999999998,8.690365957742887e-09
68,1.5972222222222212,1.1102230246251565e-15,2.5809568279517847e-08,False,2,Desired error not necessarily achieved due to precision loss.,17,150,0.6779377033525009,-0.16648444884393826,0.6666666562005246,-0.2612258949198534
69,1.597222222222222,2.220446049250313e-16,1.4901161193847656e-08,False,2,Desired error not necessarily achieved due to precision loss.,11,282,-0.07115348212653397,0.3666903952798718,0.666666670492039,0.6450045631201533
70,1.5972222222222168,5.551115123125783e-15,9.30577218293905e-08,False,2,Desired error not necessarily achieved due to precision loss.,9,65,-0.6623823521468545,0.7282104496006582,-0.16666662828527087,-0.05640386221551948
71,1.5972222222222225,-2.220446049250313e-16,0.0,False,2,Desired error not necessarily achieved due to precision loss.,12,130,0.6779376933085483,-0.1664844686879204,0.6666666586509138,-0.26122590208555474
72,1.597222222222223,-6.661338147750939e-16,2.1073424255447017e-08,False,2,Desired error not necessarily achieved due to precision loss.,12,80,-0.6623823940418699,0.7282104020481007,-0.16666665406264236,-0.056403907984001814
73,1.597222222222222,2.220446049250313e-16,2.1073424255447017e-08,False,2,Desired error not necessarily achieved due to precision loss.,10,302,0.693492949232328,0.3952414478191493,0.16666666849839062,-0.5788557237365095
74,1.597222222222221,1.3322676295501878e-15,4.470348358154297e-08,False,2,Desired error not necessarily achieved due to precision loss.,14,85,-0.6623824002535404,0.7282103917284829,-0.16666668915348165,-0.05640386458058262
75,1.597222222222221,1.3322676295501878e-15,4.2146848510894035e-08,False,2,Desired error not necessarily achieved due to precision loss.,15,150,0.6934929744208019,0.3952414117470333,0.16666669512284069,-0.5788557105238155
76,1.5972222222222225,-2.220446049250313e-16,2.9802322387695312e-08,False,2,Desired error not necessarily achieved due to precision loss.,16,100,-0.6623824042036074,0.7282103877312839,-0.1666666677490183,-0.05640393304673324
77,1.597222222222222,2.220446049250313e-16,0.0,False,2,Desired error not necessarily achieved due to precision loss.,18,125,0.6779376903538017,-0.1664844678238168,0.666666665371692,-0.2612258931525779
