first_line,second_line,signed_gram,absolute_gram,absolute_rational
7,17,-0.35355339059327434,0.35355339059327434,33461/94642
7,18,-0.35355339059327273,0.35355339059327273,33461/94642
7,19,-0.7071067811865475,0.7071067811865475,47321/66922
7,20,0.35355339059327534,0.35355339059327534,33461/94642
7,21,-0.7071067811865475,0.7071067811865475,47321/66922
7,22,0.3535533905932742,0.3535533905932742,33461/94642
7,23,4.900877268719652e-16,4.900877268719652e-16,0
7,24,0.707106781186547,0.707106781186547,47321/66922
7,25,0.353553390593272,0.353553390593272,33461/94642
7,26,-0.7905694150420949,0.7905694150420949,49024/62011
7,27,-0.3535533905932729,0.3535533905932729,33461/94642
7,28,-1.4388536147000303e-16,1.4388536147000303e-16,0
7,29,0.7071067811865488,0.7071067811865488,33461/47321
8,9,0.5000000000000011,0.5000000000000011,1/2
8,10,4.6077035198151486e-17,4.6077035198151486e-17,0
8,11,4.447295257447785e-16,4.447295257447785e-16,0
8,12,0.7071067811865478,0.7071067811865478,33461/47321
8,13,0.707106781186548,0.707106781186548,33461/47321
8,14,2.872350468903089e-16,2.872350468903089e-16,0
8,15,8.354810586886267e-17,8.354810586886267e-17,0
8,16,-0.3535533905932753,0.3535533905932753,33461/94642
8,17,0.7071067811865477,0.7071067811865477,33461/47321
8,18,0.707106781186548,0.707106781186548,33461/47321
8,19,0.7071067811865469,0.7071067811865469,47321/66922
8,20,0.35355339059327295,0.35355339059327295,33461/94642
8,21,0.7071067811865466,0.7071067811865466,47321/66922
8,22,-2.4106399587766706e-16,2.4106399587766706e-16,0
8,23,-2.6918539221830234e-16,2.6918539221830234e-16,0
8,24,-0.3535533905932746,0.3535533905932746,33461/94642
8,25,0.3535533905932756,0.3535533905932756,33461/94642
8,26,0.7905694150420951,0.7905694150420951,49024/62011
8,27,0.35355339059327257,0.35355339059327257,33461/94642
8,28,0.7905694150420948,0.7905694150420948,49024/62011
8,29,-0.35355339059327273,0.35355339059327273,33461/94642
9,10,8.98988988809042e-16,8.98988988809042e-16,0
9,11,0.7071067811865481,0.7071067811865481,33461/47321
9,12,0.7071067811865479,0.7071067811865479,33461/47321
9,13,0.7071067811865482,0.7071067811865482,33461/47321
9,14,0.7905694150420948,0.7905694150420948,49024/62011
9,15,0.7071067811865467,0.7071067811865467,47321/66922
9,16,-0.35355339059327556,0.35355339059327556,33461/94642
9,17,0.35355339059327395,0.35355339059327395,33461/94642
9,18,0.35355339059327606,0.35355339059327606,33461/94642
9,19,2.1557002352211787e-16,2.1557002352211787e-16,0
9,20,0.7071067811865482,0.7071067811865482,33461/47321
9,21,1.0808008063538015e-16,1.0808008063538015e-16,0
