target,coefficient_id,monomial,target_coefficient,candidate_coefficient,residual
e4_residual_1_over_16,78,f0^2*f2^5*f3,0.0006845720339053267,0.0006845720339050813,-2.454633718507182e-16
e4_residual_1_over_16,79,f0^2*f2^4*f3^2,0.0009702327665521988,0.0009702327665551624,2.963558218271878e-15
e4_residual_1_over_16,80,f0^2*f2^3*f3^3,0.0010974148766124874,0.0010974148766133747,8.873110579621368e-16
e4_residual_1_over_16,81,f0^2*f2^2*f3^4,0.0009376362317355179,0.0009376362317374872,1.9693448261026703e-15
e4_residual_1_over_16,82,f0^2*f2*f3^5,0.00032557789771311507,0.0003255778977114014,-1.7136899538305883e-15
e4_residual_1_over_16,83,f0^2*f3^6,0.00023736873072949672,0.00023736873072656789,-2.9288366436980295e-15
e4_residual_1_over_16,84,f0*f1^7,1.0227843456649832e-05,1.0227843456586278e-05,-6.355457609838466e-17
e4_residual_1_over_16,85,f0*f1^6*f2,4.580951524769457e-05,4.580951524698941e-05,-7.0515831672099405e-16
e4_residual_1_over_16,86,f0*f1^6*f3,-3.667384763680599e-05,-3.667384763937242e-05,-2.5664285150175936e-15
e4_residual_1_over_16,87,f0*f1^5*f2^2,2.825394309116187e-05,2.8253943090687598e-05,-4.742706878266278e-16
e4_residual_1_over_16,88,f0*f1^5*f2*f3,0.00018457979635915625,0.0001845797963573454,-1.8108615735396016e-15
e4_residual_1_over_16,89,f0*f1^5*f3^2,4.856153655525818e-05,4.856153655325132e-05,-2.0068649975342467e-15
e4_residual_1_over_16,90,f0*f1^4*f2^3,9.884809813964542e-05,9.884809813842066e-05,-1.224755431621094e-15
e4_residual_1_over_16,91,f0*f1^4*f2^2*f3,-7.187867822969591e-05,-7.187867823171527e-05,-2.0193672038357202e-15
e4_residual_1_over_16,92,f0*f1^4*f2*f3^2,0.00021259291105383779,0.00021259291105082744,-3.0103415420146273e-15
e4_residual_1_over_16,93,f0*f1^4*f3^3,-4.9799713451679193e-05,-4.97997134524612e-05,-7.820079219594822e-16
e4_residual_1_over_16,94,f0*f1^3*f2^4,3.8281659080299067e-05,3.828165907987766e-05,-4.2140905565438147e-16
e4_residual_1_over_16,95,f0*f1^3*f2^3*f3,0.00041697772967961796,0.00041697772967948357,-1.3438685927957827e-16
e4_residual_1_over_16,96,f0*f1^3*f2^2*f3^2,4.777218335817697e-05,4.777218335690566e-05,-1.2713151386657684e-15
e4_residual_1_over_16,97,f0*f1^3*f2*f3^3,0.00028886802768837065,0.00028886802768673904,-1.6316158493734356e-15
e4_residual_1_over_16,98,f0*f1^3*f3^4,5.768183585132265e-05,5.768183585003654e-05,-1.2861077220566175e-15
e4_residual_1_over_16,99,f0*f1^2*f2^5,4.00467255905253e-05,4.0046725590535696e-05,1.0394788328704774e-17
e4_residual_1_over_16,100,f0*f1^2*f2^4*f3,-2.751081345520901e-05,-2.751081345543608e-05,-2.270692043681438e-16
e4_residual_1_over_16,101,f0*f1^2*f2^3*f3^2,0.00043373815886382685,0.00043373815886345844,-3.684118982105744e-16
e4_residual_1_over_16,102,f0*f1^2*f2^2*f3^3,-9.866865275338564e-05,-9.866865275270138e-05,6.84267096109914e-16
e4_residual_1_over_16,103,f0*f1^2*f2*f3^4,0.00042119240492520765,0.00042119240492511127,-9.638557313396134e-17
e4_residual_1_over_16,104,f0*f1^2*f3^5,7.498041381507923e-06,7.498041381931309e-06,4.23386030553273e-16
e4_residual_1_over_16,105,f0*f1*f2^6,1.6240818853091115e-05,1.624081885296783e-05,-1.232839514069689e-16
e4_residual_1_over_16,106,f0*f1*f2^5*f3,0.00018019064356250737,0.00018019064356217967,-3.277001066337437e-16
e4_residual_1_over_16,107,f0*f1*f2^4*f3^2,3.807015519181676e-05,3.8070155192129756e-05,3.1299561466940906e-16
e4_residual_1_over_16,108,f0*f1*f2^3*f3^3,0.00024198822940685704,0.00024198822940839457,1.537534205856006e-15
e4_residual_1_over_16,109,f0*f1*f2^2*f3^4,-1.714866495880195e-05,-1.714866495827525e-05,5.2669863912988e-16
e4_residual_1_over_16,110,f0*f1*f2*f3^5,0.00011250117650162122,0.00011250117650314595,1.524727067693521e-15
e4_residual_1_over_16,111,f0*f1*f3^6,3.2333169592832484e-05,3.23331695944527e-05,1.6202181740351818e-15
e4_residual_1_over_16,112,f0*f2^7,4.0768950614975025e-19,-2.4195818468046746e-15,-2.4199895363108243e-15
e4_residual_1_over_16,113,f0*f2^6*f3,-9.183425419471792e-06,-9.18342541903885e-06,4.32942256264196e-16
e4_residual_1_over_16,114,f0*f2^5*f3^2,0.00019285844571121665,0.00019285844571157124,3.5458832051138423e-16
e4_residual_1_over_16,115,f0*f2^4*f3^3,-1.9651853457196078e-05,-1.9651853455095277e-05,2.1008009513847486e-15
e4_residual_1_over_16,116,f0*f2^3*f3^4,0.00040464388064800373,0.00040464388064942615,1.4224190401923575e-15
e4_residual_1_over_16,117,f0*f2^2*f3^5,-1.7133000813811648e-05,-1.7133000811300585e-05,2.5110630534532635e-15
e4_residual_1_over_16,118,f0*f2*f3^6,0.00017869476048863172,0.00017869476048725126,-1.3804604161171685e-15
e4_residual_1_over_16,119,f0*f3^7,1.4177253849324848e-05,1.4177253845404257e-05,-3.920590252188411e-15
e4_residual_1_over_16,120,f1^8,3.9277843233182956e-05,3.927784322643605e-05,-6.746908804214358e-15
e4_residual_1_over_16,121,f1^7*f2,-3.779381258819359e-05,-3.77938125816789e-05,6.514686251395119e-15
e4_residual_1_over_16,122,f1^7*f3,-0.00020340591346674315,-0.00020340591346360338,3.1397681763550844e-15
e4_residual_1_over_16,123,f1^6*f2^2,0.0005256807048587098,0.0005256807048632935,4.583789944834216e-15
e4_residual_1_over_16,124,f1^6*f2*f3,-0.00018030148251832635,-0.00018030148250767846,1.0647895325871515e-14
e4_residual_1_over_16,125,f1^6*f3^2,0.00038058381609119027,0.0003805838160994497,8.259452149994573e-15
e4_residual_1_over_16,126,f1^5*f2^3,-8.090379627360881e-05,-8.09037962718588e-05,1.7500107266088527e-15
e4_residual_1_over_16,127,f1^5*f2^2*f3,-0.0005864112875170055,-0.0005864112875109498,6.0557028142005365e-15
e4_residual_1_over_16,128,f1^5*f2*f3^2,-0.0003239835543513752,-0.00032398355434357036,7.8048461790714e-15
e4_residual_1_over_16,129,f1^5*f3^3,-0.0002485509611412596,-0.00024855096113545844,5.801186354209564e-15
e4_residual_1_over_16,130,f1^4*f2^4,0.0010337103415837194,0.001033710341586063,2.3436114160446664e-15
e4_residual_1_over_16,131,f1^4*f2^3*f3,-0.0004020017805870732,-0.0004020017805840851,2.9881153974786745e-15
e4_residual_1_over_16,132,f1^4*f2^2*f3^2,0.001741994688831528,0.001741994688836611,5.082956625046542e-15
e4_residual_1_over_16,133,f1^4*f2*f3^3,-0.0004082634569617453,-0.00040826345695546415,6.281162655968897e-15
e4_residual_1_over_16,134,f1^4*f3^4,0.0006279816959441024,0.0006279816959487187,4.616316010008781e-15
e4_residual_1_over_16,135,f1^3*f2^5,-3.241812076398146e-05,-3.241812076308432e-05,8.971366401502867e-16
e4_residual_1_over_16,136,f1^3*f2^4*f3,-0.0007816890782114451,-0.0007816890782096834,1.7617201100716962e-15
e4_residual_1_over_16,137,f1^3*f2^3*f3^2,-0.0006897390310698001,-0.0006897390310681493,1.650806227826429e-15
e4_residual_1_over_16,138,f1^3*f2^2*f3^3,-0.0006348156814225666,-0.0006348156814185807,3.9859608669257085e-15
e4_residual_1_over_16,139,f1^3*f2*f3^4,-0.0005534722600626424,-0.0005534722600581859,4.4565046097844174e-15
e4_residual_1_over_16,140,f1^3*f3^5,0.00020638405127960038,0.00020638405128342775,3.827369194145391e-15
e4_residual_1_over_16,141,f1^2*f2^6,0.0004711553789738442,0.0004711553789714959,-2.348273485386354e-15
e4_residual_1_over_16,142,f1^2*f2^5*f3,-0.00017003240069109592,-0.00017003240069119846,-1.0253842046281658e-16
e4_residual_1_over_16,143,f1^2*f2^4*f3^2,0.0016570924089474657,0.001657092408947767,3.0119136351647313e-16
e4_residual_1_over_16,144,f1^2*f2^3*f3^3,-0.0005777492114256246,-0.0005777492114246734,9.512789861387816e-16
e4_residual_1_over_16,145,f1^2*f2^2*f3^4,0.001423240348204773,0.0014232403482057766,1.003537530852583e-15
e4_residual_1_over_16,146,f1^2*f2*f3^5,-0.00046218996190795195,-0.00046218996190724114,7.108029442814967e-16
e4_residual_1_over_16,147,f1^2*f3^6,0.0003645748070393739,0.00036457480704011344,7.395343018523626e-16
e4_residual_1_over_16,148,f1*f2^7,1.200479012464723e-18,7.02472599390481e-15,7.023525514892346e-15
e4_residual_1_over_16,149,f1*f2^6*f3,-0.00033162801779411947,-0.0003316280177955298,-1.4103301859691442e-15
e4_residual_1_over_16,150,f1*f2^5*f3^2,-0.00029628878487787343,-0.00029628878488164554,-3.772101988402943e-15
e4_residual_1_over_16,151,f1*f2^4*f3^3,-0.000709659512688164,-0.0007096595126928649,-4.70088377946265e-15
e4_residual_1_over_16,152,f1*f2^3*f3^4,-0.0004984499023087713,-0.0004984499023122074,-3.4360535250410607e-15
e4_residual_1_over_16,153,f1*f2^2*f3^5,-5.631958407151248e-05,-5.631958407245929e-05,-9.468066521772789e-16
e4_residual_1_over_16,154,f1*f2*f3^6,-0.00022728849049969394,-0.00022728849049827706,1.4168896091126815e-15
e4_residual_1_over_16,155,f1*f3^7,0.00018928591153463963,0.00018928591154066215,6.02252622772248e-15
